[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
145,-113.760000,-0.860000,B2(15),,55,-106.020000,2.970000,,,,,,,,,,,,,0.117,2.193
,,,,,,,,,,,,,,Upload Start Request,,,,,,,
145,-112.660000,-1.020000,B2(15),NR NSA,55,-105.180000,3.360000,,,,,,,,,,,,,0.084,1.791
145,-112.920000,-0.630000,B2(15),NR NSA,55,-106.570000,0.020000,,,,,,,,,,,,,0.112,2.073
,,,,,,,,,,,,,,Upload Started,,,,,,,
145,-113.040000,0.230000,B2(15),NR NSA,55,-110.550000,0.920000,,,,,,,,,,,,,0.115,2.152
145,-114.470000,1.160000,B2(15),NR NSA,55,-111.120000,-0.460000,,,,,,,,,,,,,0.082,1.962
145,-115.200000,2.570000,B2(15),NR NSA,55,-109.470000,0.160000,,,,,,,,,,,,,0.106,1.978
145,-115.010000,1.550000,B2(15),NR NSA,55,-108.790000,0.810000,,,,,,,,,,,,,0.113,2.211
145,-113.620000,0.470000,B2(15),NR NSA,55,-106.650000,5.130000,,,,,,,,,,,,,0.120,1.787
145,-114.100000,1.040000,B2(15),NR NSA,55,-103.690000,5.470000,,,,,,,,,,,,,0.143,2.586
145,-113.960000,0.330000,B2(15),NR NSA,55,-102.010000,6.980000,,,,,,,,,,,,,0.153,3.057
145,-114.600000,0.380000,B2(15),NR NSA,55,-101.560000,6.580000,,,,,,,,,,,,,0.137,2.830
145,-115.220000,0.050000,B2(15),NR NSA,55,-102.450000,4.420000,,,,,,,,,,,,,0.172,3.517
145,-114.250000,1.470000,B2(15),NR NSA,55,-105.230000,1.270000,,,,,,,,,,,,,0.159,2.699
145,-112.990000,1.820000,B2(15),NR NSA,55,-105.890000,1.040000,,,,,,,,,,,,,0.148,2.257
145,-114.440000,-0.560000,B2(15),NR NSA,55,-102.980000,4.160000,,,,,,,,,,,,,0.133,2.116
145,-114.430000,-1.240000,B2(15),NR NSA,55,-103.040000,3.750000,,,,,,,,,,,,,0.126,2.208
145,-113.870000,-0.380000,B2(15),NR NSA,55,-102.760000,7.750000,,,,,,,,,,,,,0.135,2.449
145,-113.620000,-0.500000,B2(15),NR NSA,55,-103.760000,6.240000,,,,,,,,,,,,,0.178,3.562
145,-113.660000,0.590000,B2(15),NR NSA,55,-103.320000,8.240000,,,,,,,,,,,,,0.158,3.345
145,-113.750000,0.360000,B2(15),NR NSA,55,-103.420000,7.380000,,,,,,,,,,,,,0.203,4.971
145,-114.270000,1.140000,B2(15),NR NSA,55,-103.420000,7.720000,,,,,,,,,,,,,0.175,4.241
145,-114.590000,0.880000,B2(15),NR NSA,55,-102.470000,7.470000,,,,,,,,,,,,,0.166,3.237
145,-114.500000,-0.330000,B2(15),NR NSA,55,-104.490000,4.960000,,,,,,,,,,,,,0.152,1.941
145,-114.550000,-0.150000,B2(15),NR NSA,55,-106.490000,3.050000,,,,,,,,,,,,,0.147,2.163
145,-114.130000,-1.380000,B2(15),NR NSA,55,-107.560000,3.340000,,,,,,,,,,,,,0.166,3.165
145,-114.570000,-0.170000,B2(15),NR NSA,55,-104.960000,6.550000,,,,,,,,,,,,,0.240,5.133
145,-114.500000,0.760000,B2(15),NR NSA,55,-104.780000,4.320000,,,,,,,,,,,,,0.195,4.664
145,-114.900000,0.140000,B2(15),NR NSA,55,-105.880000,5.810000,,,,,,,,,,,,,0.189,3.644
145,-113.520000,0.110000,B2(15),NR NSA,55,-105.020000,6.590000,,,,,,,,,,,,,0.244,4.770
145,-113.730000,-0.710000,B2(15),NR NSA,55,-104.030000,7.060000,,,,,,,,,,,,,0.197,4.297
145,-115.620000,-0.460000,B2(15),NR NSA,55,-106.010000,4.660000,,,,,,,,,,,,,0.180,3.456
145,-115.170000,-0.100000,B2(15),NR NSA,55,-111.370000,0.840000,,,,,,,,,,,,,0.219,3.956
145,-114.680000,-0.580000,B2(15),NR NSA,55,-112.820000,3.120000,,,,,,,,,,,,,0.159,3.554
145,-114.140000,-1.060000,B2(15),NR NSA,55,-108.930000,4.870000,,,,,,,,,,,,,0.159,3.095
,,,,,,,,,,,,,,Upload End Request,,,,,,,
,,,,,,,,,,,,,,Upload Ended,,,,,,,
145,-112.850000,-0.780000,B2(15),NR NSA,55,-107.070000,6.200000,,,,,,,,,,,,,0.190,3.760
145,-112.550000,0.740000,B2(15),,55,-105.230000,6.740000,,,,,,,,,,,,,0.182,3.872
145,-113.560000,0.920000,B2(15),,55,-107.710000,1.290000,,,,,,,,,,,,,0.182,3.120
145,-113.810000,0.880000,B2(15),,55,-107.550000,2.950000,,,,,,,,,,,,,0.188,3.076
145,-114.090000,-1.240000,B2(15),,55,-108.050000,2.270000,,,,,,,,,,,,,0.193,3.405
145,-114.890000,-2.340000,B2(15),,55,-107.500000,3.030000,,,,,,,,,,,,,0.204,4.697
145,-114.410000,-0.160000,B2(15),,55,-110.350000,2.450000,,,,,,,,,,,,,0.167,5.147
145,-114.170000,-1.660000,B2(15),,55,-111.210000,1.240000,,,,,,,,,,,,,0.166,4.199
145,-114.560000,-0.960000,B2(15),,55,-110.550000,2.000000,,,,,,,,,,,,,0.168,4.121
145,-114.110000,0.930000,B2(15),,55,-112.730000,1.670000,,,,,,,,,,,,,0.187,3.618
,,,,,,,,,,,,,,Upload Start Request,,,,,,,
145,-112.550000,0.980000,B2(15),NR NSA,55,-110.970000,1.960000,,,,,,,,,,,,,0.192,4.424
145,-113.600000,0.710000,B2(15),NR NSA,55,-112.810000,0.580000,,,,,,,,,,,,,0.166,3.551
,,,,,,,,,,,,,,Upload Started,,,,,,,
145,-113.590000,-0.380000,B2(15),NR NSA,55,-114.750000,-1.780000,,,,,,,,,,,,,0.253,4.167
145,-112.490000,-0.400000,B2(15),NR NSA,55,-112.610000,1.750000,,,,,,,,,,,,,0.215,4.439
