PC2,PC3
15.5,16.9
18.1,18.8
16.3,15.8
16.6,15.3
18.4,14.2
15.0,18.1
16.0,19.1
13.8,12.9
12.3,14.1
11.7,17.8
14.9,12.8
18.8,19.0
18.5,19.4
18.2,19.3
17.4,17.0
17.1,16.2
16.3,16.5
17.3,16.9
17.5,17.4
18.7,17.5
18.6,17.6
18.2,17.4
16.9,16.9
16.9,18.2
18.2,18.7
19.1,18.9
19.1,19.1
19.1,19.0
19.1,18.9
18.1,18.1
16.2,17.6
16.2,17.4
16.4,17.2
18.0,20.7
19.5,18.7
19.1,19.4
20.7,21.5
19.0,20.0
20.6,20.3
19.6,19.0
19.0,20.7
19.9,21.0
19.3,17.5
19.1,19.2
18.9,18.9
19.2,19.2
17.9,19.3
17.4,17.2
20.6,20.6
21.6,20.6
22.1,20.0
21.2,20.6
20.3,21.5
20.3,20.9
19.1,20.2
18.9,19.6
20.6,21.6
19.9,20.8
21.8,20.8
19.2,20.7
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
20.3,19.4
21.2,21.9
22.1,21.6
22.2,21.6
22.2,21.6
21.8,21.6
20.3,21.9
22.1,21.9
22.6,21.6
20.9,20.5
21.5,21.6
22.6,22.4
19.1,19.4
19.0,19.0
19.0,19.0
19.0,19.0
19.9,19.1
22.8,21.2
21.5,21.6
24.0,20.5
21.5,20.2
20.4,21.2
22.0,21.0
22.8,21.4
20.5,21.8
21.6,21.5
22.1,21.5
21.1,20.6
19.2,21.5
19.0,19.1
19.0,19.0
19.0,19.0
19.0,19.0
21.2,19.1
20.8,21.0
21.1,21.1
21.8,20.8
20.9,22.0
21.7,22.1
21.1,21.6
21.5,21.4
21.5,20.3
20.8,20.3
20.7,21.0
20.4,20.8
19.0,19.8
19.0,19.0
19.0,19.0
19.1,19.0
20.9,19.0
21.9,20.8
21.5,21.2
22.2,20.9
22.9,20.8
21.6,21.7
20.9,20.5
21.5,21.8
21.6,21.7
22.1,20.2
21.1,21.5
21.1,20.2
19.1,20.6
19.1,19.1
19.0,19.2
19.0,19.0
21.2,18.7
21.3,19.8
21.2,21.1
22.2,21.2
22.8,21.1
20.7,22.4
20.5,21.8
22.3,21.7
21.9,21.3
21.0,21.1
20.9,21.0
21.1,21.4
20.1,21.5
19.1,21.5
19.0,19.2
19.0,18.4
21.6,18.3
21.3,18.1
21.3,21.2
21.4,19.9
20.1,19.3
18.8,20.1
20.1,19.9
21.4,22.1
21.0,23.0
21.1,21.7
