PC2,PC3
19.4,19.2
17.8,19.3
19.5,19.2
20.5,19.1
19.7,19.1
19.5,19.0
18.7,22.8
21.3,21.4
18.5,22.0
18.5,20.3
18.5,20.8
20.4,20.0
20.0,21.3
20.2,20.8
23.0,19.0
21.2,22.7
20.2,23.3
19.0,19.8
19.4,19.2
17.8,19.1
19.6,18.7
21.1,18.8
21.4,19.5
21.1,18.8
17.6,19.2
18.9,19.3
18.8,20.3
18.1,16.8
17.8,13.4
20.4,13.6
20.6,15.9
19.4,18.1
20.4,20.5
19.7,18.6
21.4,21.0
19.7,19.2
21.2,19.1
19.0,19.2
20.2,21.9
19.5,21.5
18.4,21.4
19.1,20.0
19.1,20.1
19.3,21.0
19.0,19.0
19.6,19.6
19.8,19.0
21.2,20.0
21.1,19.6
20.9,20.2
20.6,20.3
20.9,19.2
20.1,19.1
20.5,19.1
21.7,19.4
21.2,20.2
20.9,20.2
19.5,20.7
19.0,21.2
19.0,19.8
19.0,20.8
19.0,21.1
21.5,21.9
22.7,21.9
21.3,22.5
22.0,21.1
20.5,19.6
19.0,21.6
21.0,19.0
21.3,19.0
21.6,19.0
20.0,21.7
21.0,22.2
20.8,20.0
19.2,22.2
19.0,20.8
19.0,21.8
19.1,20.9
21.2,21.8
20.8,22.6
20.6,22.3
23.1,20.7
21.5,21.0
21.1,20.4
21.7,19.4
20.7,19.1
21.2,19.1
20.0,19.0
21.6,19.0
21.3,20.0
19.4,21.9
19.0,21.7
19.0,22.9
19.0,23.3
19.0,22.0
20.8,20.5
22.2,20.6
21.3,21.4
21.8,21.7
22.3,22.5
21.0,22.3
21.4,19.1
21.3,19.0
22.8,19.0
22.6,19.0
23.0,19.3
21.3,20.4
19.2,20.6
19.0,21.8
19.0,20.4
19.0,20.8
21.6,20.9
21.3,20.8
21.1,21.0
20.6,20.2
21.8,21.8
20.4,21.9
21.2,19.3
20.9,19.1
20.6,19.0
22.0,19.0
21.3,19.0
20.3,22.2
19.8,21.3
19.1,20.5
19.1,20.6
19.2,19.9
20.7,21.1
20.0,21.2
20.6,21.2
19.7,21.2
21.1,21.8
23.0,21.5
20.4,22.2
21.3,19.1
21.4,19.0
22.0,19.1
24.0,20.3
20.7,19.7
22.1,22.7
19.1,21.0
19.0,22.8
19.0,20.5
19.0,21.4
22.3,20.0
21.8,22.7
20.9,21.0
20.7,22.5
22.0,19.7
21.8,18.0
22.5,18.0
22.7,19.0
21.3,19.1
21.4,21.8
19.4,20.3
19.0,20.3
19.0,20.8
19.0,19.3
24.0,21.8
22.0,21.8
21.5,22.0
19.8,19.0
21.8,18.8
24.0,19.0
19.0,19.0
21.0,22.7
18.8,21.0
19.0,22.5
19.0,22.0
19.0,20.3
22.3,21.8
21.0,21.0
22.7,21.3
21.3,24.0
22.0,20.0
21.8,18.7
21.2,19.0
20.8,19.0
18.5,20.1
19.0,22.5
19.0,21.3
19.0,21.0
21.5,22.7
20.0,23.3
20.7,21.8
21.0,21.3
22.0,24.0
22.3,22.7
22.0,22.2
22.8,19.8
21.7,18.7
21.3,19.0
22.8,20.0
18.8,21.5
19.0,22.5
19.0,20.8
19.0,20.2
20.9,23.7
22.0,22.2
20.8,22.0
19.5,20.8
20.3,22.3
22.2,22.8
21.0,19.3
21.8,19.0
21.3,19.0
18.8,22.7
18.8,22.8
19.0,24.0
19.0,22.0
19.0,19.3
22.0,21.3
22.0,22.3
24.0,20.8
24.0,22.0
19.3,21.2
22.0,18.8
24.0,19.0
19.7,19.0
20.4,19.0
18.8,21.0
19.0,23.0
19.0,21.5
19.1,20.0
20.6,21.0
20.2,21.1
19.0,21.4
21.6,21.5
20.5,19.8
20.7,22.0
22.0,20.1
