PC2,PC3
26.0,19.0
22.1,15.2
24.3,21.0
22.9,21.0
26.0,26.0
24.2,26.0
25.0,26.0
24.8,26.0
25.4,24.0
26.0,26.0
25.2,26.0
25.5,26.0
26.0,26.0
26.0,26.0
24.7,26.0
25.1,26.0
25.0,26.0
26.0,26.0
25.0,22.0
25.4,22.0
26.0,26.0
26.0,26.0
26.0,22.0
26.0,22.0
26.0,24.0
26.0,22.0
25.4,26.0
25.5,26.0
25.4,24.7
25.4,22.0
24.8,22.0
26.0,24.0
26.0,26.0
25.4,22.0
25.4,26.0
24.2,26.0
26.0,26.0
22.0,22.9
22.8,26.0
22.0,26.0
23.3,26.0
22.6,23.3
22.0,22.0
22.3,26.0
22.0,26.0
22.0,26.0
24.0,26.0
24.7,26.0
23.2,26.0
23.3,26.0
26.0,25.4
26.0,26.0
23.7,26.0
23.8,26.0
24.6,26.0
25.4,25.4
26.0,26.0
26.0,25.6
