PC2,PC3
-88.0,-78.0
-87.47,-81.0
-88.92,-82.79
-89.17,-80.23
-88.0,-80.25
-87.5,-79.07
-85.58,-80.0
-84.41,-80.58
-82.74,-77.29
-82.52,-77.89
-82.46,-80.0
-80.29,-76.5
-86.68,-79.63
-87.26,-84.16
-83.55,-82.22
-83.56,-83.68
-82.53,-82.04
-81.33,-82.11
-81.15,-82.72
-83.84,-86.37
-83.87,-84.68
-88.46,-87.24
-89.25,-82.83
-86.0,-79.9
-88.13,-82.66
-91.04,-84.83
-90.88,-88.22
-91.35,-89.87
-91.55,-90.72
-90.77,-89.82
-90.36,-85.44
-90.12,-86.24
-91.0,-85.56
-93.36,-85.27
-95.07,-90.43
-95.41,-91.59
-92.67,-89.71
-94.55,-92.88
-93.67,-91.88
-92.63,-92.0
-93.0,-92.5
-92.83,-95.8
-96.36,-97.33
-91.72,-93.42
-90.61,-92.62
-89.43,-91.43
-96.62,-94.21
-99.0,-93.93
-89.89,-93.83
-95.27,-98.41
-94.0,-98.2
-99.71,-95.75
-97.83,-101.0
-95.0,-100.44
-93.0,-99.9
-92.87,-101.5
-92.0,-99.57
-100.0,-102.25
-94.98,-99.08
-99.13,-100.0
-98.35,-100.13
-98.25,-99.15
-99.68,-98.15
-102.19,-102.83
-104.67,-104.58
-101.72,-103.75
-100.4,-103.73
-104.0,-106.85
-100.0,-104.8
-109.33,-104.71
-100.0,-102.11
-98.5,-103.33
,-107.71
-104.09,-104.0
-99.41,-103.44
-100.45,-106.75
-100.02,-104.56
-103.43,-104.24
-104.9,-102.06
-103.43,-103.55
-101.89,-105.49
-99.68,-103.48
-100.11,-105.68
-99.44,-107.8
-99.43,-107.0
-95.29,-99.76
-98.0,-103.17
-97.5,-99.5
-101.18,-104.38
-101.47,-107.36
-105.08,-106.94
-102.57,-104.0
-104.4,-108.5
-105.22,-105.53
-109.43,-109.45
-110.1,-111.81
-106.7,-107.96
-105.74,-108.13
-109.39,-107.12
-108.0,-110.57
-109.31,-107.68
-109.82,-109.5
-112.53,-110.7
-109.3,-110.09
-109.26,-113.0
-107.33,-109.67
-110.85,-111.69
-111.92,-111.81
-113.75,-109.57
-108.19,-106.0
-111.5,-110.61
-114.33,-113.4
-110.63,-111.96
-111.84,-113.23
-110.22,-111.79
-112.29,-112.64
-109.54,-107.06
-108.21,-108.15
-109.42,-112.31
-112.82,-112.56
-108.29,-113.77
-107.08,-108.5
-104.57,-104.33
-104.3,-107.38
-103.68,-104.36
-103.36,-104.53
-100.33,-102.56
-100.41,-105.1
-99.94,-103.13
-100.13,-105.35
-98.63,-102.23
-99.62,-103.73
-99.21,-104.18
-99.67,-105.62
-100.74,-106.31
-100.73,-105.29
-101.23,-104.32
-102.82,-105.33
-102.47,-101.38
-105.19,-104.46
-103.95,-106.56
-99.89,-106.56
-99.84,-100.71
-101.73,-103.33
-104.23,-102.7
-102.4,-101.98
-103.47,-101.98
-103.0,-103.39
-107.52,-107.76
-106.94,-108.7
-103.5,-106.0
-104.11,-108.26
-106.3,-107.0
-106.79,-107.47
-104.67,-105.22
-104.9,-106.36
,-106.83
-108.5,
-109.85,
-110.57,
-110.37,
-110.48,
-112.24,
