DUT,REF
-13.0,4.33
-9.22,4.51
-9.35,4.0
-13.4,4.55
-16.72,4.0
-13.86,4.26
-10.36,3.8
-12.61,3.73
-10.54,4.24
-7.5,4.14
-10.58,4.26
-9.03,4.26
-9.95,5.1
-9.67,4.38
-10.03,4.52
-8.31,5.05
-8.76,5.27
-11.56,5.89
-10.9,5.0
-12.06,5.04
-12.85,5.0
-12.87,4.64
-12.73,4.34
-11.06,4.49
-10.54,5.0
-13.0,5.0
-12.5,4.62
,4.46
,4.18
,3.74
,4.64
,5.0
,4.72
,4.9
,5.36
,4.74
,5.31
,5.86
,4.74
,4.38
,4.68
,4.2
,4.46
,4.6
,4.76
,4.94
,5.69
,6.0
,6.16
,9.51
,6.66
,10.9
,12.72
,13.12
,4.49
,7.04
,14.47
,16.06
,16.24
,9.93
,0.76
,7.53
,7.22
,2.7
,2.28
,2.6
,8.44
,10.94
,13.6
,15.1
,10.67
,12.02
,16.18
,11.34
,12.96
,8.07
,10.5
,5.62
,5.14
,3.87
,1.7
,4.05
,3.84
,6.18
,4.92
,0.48
,1.22
,0.86
,1.15
,-1.07
,0.28
,0.71
,-4.68
,-2.0
,-5.65
,-5.0
,-4.18
,-4.04
,-3.42
,-1.71
,-4.2
,-2.51
,-3.84
,-2.6
,-4.13
,-0.8
,0.62
,-0.6
,-0.2
,-1.76
,-0.88
,-1.48
,-1.04
,-3.52
,-3.6
,-3.04
,-1.86
,-3.8
,-4.12
,-0.13
,-2.94
,-1.6
,-3.46
,-3.45
,1.44
,1.3
,-0.07
,0.12
,-1.44
,1.24
,0.64
,-0.56
,-1.76
,-0.4
,0.94
,1.44
,1.0
,-0.08
,-0.94
,-3.02
,0.53
,-1.7
,-2.4
,-2.92
,-3.27
,-2.26
,-3.5
,-3.3
,-3.48
,-5.12
,-4.88
,-6.96
,-6.91
,-6.13
,-7.53
,-5.84
,-11.33
,-11.69
,-8.22
,-7.6
,-7.34
,-7.24
,-7.36
,-7.4
,-7.74
,-7.51
,-5.98
,-7.4
,-6.8
,-4.58
,-5.8
,-6.38
,-6.66
,-5.42
,-6.84
,-10.18
,-8.5
,-11.2
,-9.92
,-10.58
,-11.84
,-12.88
,-11.12
,-11.49
,-10.24
,-10.33
,-13.62
