DUT,REF
-0.75,4.27
-1.88,3.66
-2.88,3.74
-1.75,5.16
-2.59,3.58
-1.58,2.77
-1.5,5.0
-0.36,2.0
2.0,3.16
-1.08,3.58
0.17,4.04
-0.83,5.04
-1.67,6.86
-1.34,4.6
2.87,8.56
7.53,8.66
3.53,6.04
4.3,1.36
6.27,3.34
1.64,3.54
3.89,1.92
2.94,3.4
1.6,4.36
3.13,3.18
4.33,3.16
3.48,4.32
2.11,1.94
3.3,3.4
5.72,1.86
3.54,2.76
2.46,4.12
2.28,2.06
2.44,4.16
3.17,4.04
3.38,3.1
3.02,2.44
2.12,2.2
2.51,2.26
1.19,1.24
2.74,1.56
1.23,0.7
1.21,1.84
0.3,1.04
1.26,1.94
1.63,0.68
-0.15,2.46
0.08,1.54
2.85,0.5
0.94,2.94
0.87,2.34
1.19,1.62
1.44,0.28
0.34,1.1
1.29,1.38
1.58,3.02
0.26,1.92
-0.02,0.04
-0.4,0.4
-1.11,1.32
-0.4,4.08
1.38,-0.04
0.83,-0.44
0.37,-0.88
2.22,1.8
-0.87,2.04
-0.84,1.86
-0.06,1.76
2.4,1.56
0.09,2.34
0.23,1.44
0.83,3.48
2.43,2.72
2.39,-0.84
1.27,-1.44
3.36,-1.22
-0.85,1.2
-1.36,-1.42
-2.04,-1.9
-1.45,0.42
-0.34,1.78
0.83,1.86
-1.23,-1.52
-1.9,1.88
-1.29,2.9
1.02,1.72
1.12,1.86
-1.27,-3.12
-4.2,-6.92
-8.04,-5.1
-8.58,-9.5
-9.31,-7.32
-8.37,-2.78
-10.83,-4.76
-6.65,-2.1
-4.68,-6.84
-3.26,-2.54
-5.27,2.08
-2.19,0.56
-0.92,-0.14
-2.59,-1.42
-0.82,-0.56
-1.91,-2.02
-2.9,-0.26
-6.29,-0.64
-4.08,-0.82
-2.64,1.58
-4.02,0.18
-3.4,-4.32
-5.16,-3.8
-4.75,-3.53
-4.42,-3.3
-4.93,-6.56
-4.17,-4.66
-7.15,-7.48
-7.69,-6.08
-5.69,-3.8
-6.24,-5.8
-5.81,-2.88
-5.29,-2.22
-3.57,-3.89
-3.66,-5.11
-6.83,-5.42
-6.71,-5.08
-4.53,-4.46
-6.35,-5.74
-7.7,-5.3
-6.04,-5.28
-8.44,-5.0
-7.29,-4.86
-7.6,-4.84
-5.58,-6.94
-7.17,-6.04
-7.42,-4.12
-5.56,-6.49
-7.3,-7.78
-5.76,-6.56
-6.35,-5.56
-6.96,-6.22
-7.52,-6.82
-7.33,-8.22
-8.38,-8.78
-8.1,-9.48
-8.5,-5.84
-8.85,-7.46
-6.29,-10.06
-8.19,-9.4
,-10.8
,-11.12
,-11.44
,-11.8
,-11.5
,-9.96
,-9.4
