DUT,REF
1.89,1.92
0.89,0.27
0.0,0.35
1.4,-0.16
3.86,-0.73
0.0,-1.0
2.42,-1.71
4.6,-1.69
2.27,1.44
1.86,0.78
4.1,1.55
7.52,3.08
5.85,2.2
2.96,1.86
-0.96,0.38
-4.23,-2.1
-2.19,-0.8
0.57,0.9
2.12,4.2
7.4,9.32
6.55,5.8
4.25,3.74
7.79,10.5
10.13,9.64
10.02,12.74
10.08,11.92
9.77,11.52
9.15,12.26
8.96,11.4
8.26,9.68
7.51,6.96
10.47,6.16
8.15,6.08
7.19,7.16
5.06,7.8
2.69,6.7
1.21,4.36
-0.96,3.5
3.3,6.2
3.17,4.18
-0.17,0.02
0.08,1.7
-4.45,-0.08
-3.49,-0.4
-0.06,-0.98
0.15,-2.02
-1.79,-2.58
-5.04,-0.44
-5.04,-3.6
-3.19,-2.12
-3.94,-0.86
0.81,0.42
-3.6,-0.56
-2.38,-1.04
-2.61,-2.04
-3.13,-1.18
-4.17,-0.04
-5.59,-3.14
-5.92,-4.26
-6.6,-2.66
-8.17,-4.12
-8.0,-1.96
-7.12,-4.02
-7.35,-4.96
-3.67,-0.68
-5.68,-4.92
-6.04,-2.7
-8.02,-4.12
-8.34,-2.9
-3.72,1.74
-5.24,1.22
-3.72,0.92
-3.92,-2.38
-2.16,-1.6
-1.87,0.63
-1.25,-0.88
-4.06,-2.55
-3.15,-2.3
-4.4,-2.06
-3.85,-0.1
-5.87,-0.54
-6.3,-1.0
-3.7,-1.58
-7.68,-2.82
-6.58,-3.62
-7.64,-3.44
-4.5,-2.28
-5.76,-3.64
-5.22,-4.16
-3.38,-3.06
-4.75,-3.44
-4.45,-3.7
-6.45,-3.26
-6.94,-4.2
-6.96,-5.54
-7.43,-7.32
-8.4,-7.2
-12.19,-10.0
-10.81,-11.4
-11.23,-9.92
-9.78,-10.4
-9.91,-8.44
-11.67,-11.52
-9.71,-10.7
-7.56,-11.34
-10.56,-10.6
-11.15,-10.74
-7.91,-12.1
-5.66,-10.6
-8.87,-6.28
-10.17,-10.42
-6.58,-11.5
-7.33,-9.98
-9.25,-7.08
-7.45,-7.66
-7.83,-8.1
-10.67,-8.16
-5.18,-12.52
-4.54,-2.3
-7.68,-3.78
-6.68,-3.06
-6.78,-5.4
-4.25,-5.42
-9.46,-3.16
-8.26,-5.88
-6.58,-4.06
-9.86,-4.76
-7.0,-1.54
-9.18,-3.54
-6.67,-6.12
-8.14,-6.44
,-5.02
,-5.3
,-5.3
,-3.98
,-4.06
,-3.58
,-3.0
,-2.24
,-2.1
,-2.98
,-3.34
,-3.56
,-5.84
,-3.92
,-3.54
,-2.56
,-1.89
,-3.86
,-4.54
,-4.56
,-3.62
,-3.6
,-4.78
,-3.08
,-2.96
,-3.54
,-2.04
,-3.82
,-9.92
,-8.82
,-10.24
,-8.26
,-3.28
,-5.86
,-7.94
,-6.8
,-10.04
,-11.5
,-10.94
,-7.3
,-7.88
,-13.16
,-15.1
,-14.74
,-13.37
