DUT,REF
24.5,22.5
23.0,24.0
22.0,24.0
22.5,23.5
21.0,23.0
20.0,18.0
20.0,21.7
22.0,20.8
19.0,18.0
21.7,16.4
21.9,18.7
18.3,18.3
16.0,19.2
20.3,19.2
18.6,19.7
21.0,17.9
20.8,15.6
22.7,16.9
18.0,15.5
16.1,15.0
14.9,20.0
12.2,19.9
13.7,18.4
18.5,16.7
20.9,17.3
18.6,19.2
14.2,18.8
15.0,15.8
21.3,18.0
18.6,21.0
14.9,21.4
17.8,21.0
21.6,18.8
22.5,20.2
22.1,18.8
19.8,19.7
22.0,20.9
20.2,21.0
20.3,21.4
22.3,20.4
22.0,20.8
23.1,21.8
22.6,20.9
22.9,18.4
22.8,20.2
22.4,20.4
18.2,18.3
18.6,14.6
21.4,16.7
20.8,11.1
16.8,13.3
19.1,12.0
13.7,9.3
13.4,16.7
12.3,16.7
8.8,15.6
15.4,17.4
16.8,14.5
16.1,17.0
17.9,11.2
16.7,19.0
17.3,16.8
12.5,15.9
15.5,15.4
17.9,20.0
16.6,20.9
18.2,17.8
18.9,18.8
22.0,19.2
18.4,18.1
19.2,19.1
17.7,17.0
19.0,17.8
18.8,17.4
19.3,15.4
18.8,15.1
16.0,14.2
10.2,10.4
12.0,7.5
11.7,1.7
5.4,0.8
3.5,5.8
-1.2,10.6
-3.6,11.2
2.6,10.2
6.4,12.8
6.6,13.1
13.0,11.1
13.1,9.7
14.0,9.8
10.6,7.2
10.3,8.7
12.1,4.2
2.9,0.9
4.4,1.4
0.3,3.3
8.6,6.0
9.0,4.6
10.6,6.3
8.2,3.6
11.7,5.6
12.1,6.4
11.2,6.5
10.1,7.2
8.8,7.8
5.5,7.9
6.1,8.3
7.6,8.8
7.2,7.8
7.4,7.8
8.6,6.5
8.9,5.9
6.9,4.4
6.4,3.6
6.5,4.8
5.2,6.3
7.9,5.6
2.5,4.0
6.3,6.2
5.8,3.4
3.1,6.0
6.4,7.4
2.1,6.0
7.3,7.1
7.2,6.8
4.8,6.3
7.6,4.6
4.4,4.9
3.4,4.8
4.8,2.0
3.4,0.8
10.0,3.5
7.0,1.2
8.0,5.3
8.3,8.5
8.7,10.3
8.4,9.7
7.2,8.0
8.2,9.3
8.7,8.5
6.7,8.2
8.3,10.0
6.0,8.2
8.4,10.0
6.9,10.3
6.7,11.0
8.1,10.0
8.3,9.1
9.5,10.0
9.6,8.5
6.9,9.2
7.4,9.0
7.0,8.2
8.3,5.9
7.0,3.4
7.5,1.6
4.8,2.6
0.8,4.6
-2.9,8.1
-4.4,7.8
1.4,7.6
3.0,4.8
3.0,5.2
4.7,1.8
3.4,5.0
4.8,4.4
1.7,3.4
5.0,1.4
6.8,1.6
3.3,2.2
0.9,2.2
1.4,1.6
0.9,-0.4
-0.3,-0.8
-2.6,-0.6
-4.6,-0.8
-3.7,-1.7
-2.9,-2.0
-4.6,-0.6
-2.5,-3.1
-2.6,-1.8
-1.2,-2.7
-3.9,-4.8
-2.7,-4.2
-3.5,-5.6
-6.4,-6.4
-4.1,-4.3
-7.0,-4.0
-5.6,-4.5
-4.2,-7.5
-3.9,-8.8
-5.5,-11.1
-10.4,-15.0
-9.6,-16.9
-12.2,-15.5
-10.3,
-12.9,
-11.7,
