DUT,REF
3.0,6.51
3.0,7.8
3.56,4.82
3.5,6.85
3.67,8.58
3.0,7.04
3.0,8.04
3.24,6.62
3.07,7.93
2.83,7.0
2.77,7.53
3.21,6.96
3.54,7.82
4.12,7.38
4.12,7.14
5.31,7.66
3.5,7.94
2.74,8.38
1.54,9.38
1.58,9.3
1.17,9.02
2.98,7.8
3.85,8.53
2.25,9.26
2.06,9.54
-2.62,7.8
1.42,5.48
-2.38,3.69
0.11,4.73
3.68,4.2
9.75,3.09
4.79,4.7
9.5,8.42
2.49,8.58
2.12,5.72
2.65,10.16
-3.36,8.2
-2.21,8.1
-1.57,6.58
-2.28,-0.02
-1.28,-0.88
-1.02,-0.58
-4.42,-2.24
-3.9,-3.06
-2.6,-4.1
-2.38,-5.08
-2.19,-3.02
-3.89,-4.82
-4.94,-1.64
-5.35,-2.52
-6.45,-2.58
-5.27,-1.8
-4.83,-2.42
-5.31,-1.06
-5.44,-0.04
-8.06,-2.36
-7.77,-6.78
-8.69,-3.38
-6.23,-4.2
-6.35,-5.54
-5.88,-4.16
-8.76,0.24
-6.88,-3.94
-3.89,-3.8
-3.49,-1.66
-2.81,-3.58
-2.78,0.52
-2.35,-0.86
0.66,-0.22
-3.69,-2.73
-2.98,0.34
-4.33,1.88
-3.11,-1.24
-5.58,-0.26
-5.62,-0.68
-4.91,0.6
-6.56,-0.44
-6.57,-0.76
-8.12,-0.58
-3.85,-2.0
-6.13,-2.47
-8.08,-1.62
-8.02,-1.53
-6.45,-1.78
-6.56,-2.72
-6.89,-1.36
-9.08,-1.9
-7.84,-2.14
-6.27,-2.94
-4.36,-3.78
,-3.02
,-2.44
,-4.02
,-3.56
,-7.11
,-6.3
,-6.52
,-8.46
,-6.88
,-11.27
,-11.35
,-7.72
,-5.34
,-7.66
,-7.74
,-8.2
,-6.76
,-8.14
,-8.53
,-7.91
,-5.66
,-7.2
,-4.04
,-5.51
,-7.08
,-7.42
,-6.31
,-6.87
,-10.56
,-11.42
,-10.44
,-9.13
,-11.02
,-10.74
,-12.6
,-10.32
,-10.86
,-9.66
,-10.58
,-9.35
,-8.2
,-11.46
,-12.4
,-11.08
,-12.91
,-14.0
,-10.94
,-11.82
,-11.91
,-12.46
,-6.64
,-14.77
,-6.4
,-7.82
,-6.82
,-7.79
,-7.1
,-9.94
,-13.23
,-5.38
,-2.94
,-8.76
,-6.28
,-9.06
,-7.48
,-5.23
,-5.12
,-6.58
,-8.66
,-12.12
,-11.88
,-13.18
,-17.92
,-17.12
,-17.96
,-17.26
,-18.55
