IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[General] Serving Network (In Traffic),[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] PCI,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G RSRP,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G SINR,[NR5G] [System] Band,[NR5G] [RF] PCI,[Call Test] [Voice Quality] [UL MOS] MOS,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value,[Call Test] [Voice Quality] [Per Rx Clip] Mouth to Ear Delay (Avg)
47,1,,,-121.9331960,47.5260828,2025-12-10 23:23:33.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (20 MHz),-111.000000,265,,,,,,,
48,1,,,-121.9331960,47.5260828,2025-12-10 23:23:34.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-105.500000,278,,,,,,,
49,1,,,-121.9331960,47.5260828,2025-12-10 23:23:35.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-105.500000,278,,,,,,,
50,1,,,-121.9331960,47.5260828,2025-12-10 23:23:36.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-106.000000,278,,,,,,,
51,1,,,-121.9331960,47.5260828,2025-12-10 23:23:37.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.000000,278,,,,,,,
52,1,,,-121.9331960,47.5260828,2025-12-10 23:23:38.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.000000,278,,,,,,,
53,1,,,-121.9331960,47.5260828,2025-12-10 23:23:39.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.000000,278,,,,,,,
54,1,,,-121.9331960,47.5260828,2025-12-10 23:23:40.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.000000,278,,,,,,,
55,1,,,-121.9331960,47.5260828,2025-12-10 23:23:41.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.500000,278,,,,,,,
56,1,,,-121.9331960,47.5260828,2025-12-10 23:23:42.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-110.000000,278,,,,,,,
57,1,,,-121.9331960,47.5260828,2025-12-10 23:23:43.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.500000,278,,,,,,,
58,1,,,-121.9331960,47.5260828,2025-12-10 23:23:44.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.000000,278,,,,,,,
59,1,,,-121.9331960,47.5260828,2025-12-10 23:23:45.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-108.000000,278,,,,,,,
60,1,,,-121.9331960,47.5260828,2025-12-10 23:23:45.232,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,,,,3.971261,0.524726
61,1,,,-121.9331960,47.5260828,2025-12-10 23:23:46.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-106.000000,278,,,,,,,
62,1,,,-121.9331960,47.5260828,2025-12-10 23:23:47.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
63,1,,,-121.9331960,47.5260828,2025-12-10 23:23:48.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
64,1,,,-121.9331960,47.5260828,2025-12-10 23:23:49.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
65,1,,,-121.9331960,47.5260828,2025-12-10 23:23:50.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
66,1,,,-121.9331960,47.5260828,2025-12-10 23:23:51.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
67,1,,,-121.9331960,47.5260828,2025-12-10 23:23:52.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
68,1,,,-121.9331960,47.5260828,2025-12-10 23:23:53.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
69,1,,,-121.9331960,47.5260828,2025-12-10 23:23:54.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
70,1,,,-121.9331960,47.5260828,2025-12-10 23:23:55.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
71,1,,,-121.9331960,47.5260828,2025-12-10 23:23:56.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
72,1,,,-121.9331960,47.5260828,2025-12-10 23:23:57.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
73,1,,,-121.9331960,47.5260828,2025-12-10 23:23:58.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,,,,,
74,1,,,-121.9331960,47.5260828,2025-12-10 23:23:58.810,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,-112.096853,,,,,3.598031,0.666880
75,1,,,-121.9331960,47.5260828,2025-12-10 23:23:59.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
76,1,,,-121.9331960,47.5260828,2025-12-10 23:24:00.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
77,1,,,-121.9331960,47.5260828,2025-12-10 23:24:01.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
78,1,,,-121.9331960,47.5260828,2025-12-10 23:24:02.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
79,1,,,-121.9331960,47.5260828,2025-12-10 23:24:03.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,,,,,
80,1,,,-121.9331960,47.5260828,2025-12-10 23:24:04.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
81,1,,,-121.9331960,47.5260828,2025-12-10 23:24:05.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
82,1,,,-121.9331960,47.5260828,2025-12-10 23:24:06.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
83,1,,,-121.9331960,47.5260828,2025-12-10 23:24:07.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,,,,,
84,1,,,-121.9331960,47.5260828,2025-12-10 23:24:08.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
85,1,,,-121.9331960,47.5260828,2025-12-10 23:24:09.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
86,1,,,-121.9331960,47.5260828,2025-12-10 23:24:10.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
87,1,,,-121.9331960,47.5260828,2025-12-10 23:24:11.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
88,1,,,-121.9331960,47.5260828,2025-12-10 23:24:12.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,,,,,
89,1,,,-121.9331960,47.5260828,2025-12-10 23:24:12.810,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,-112.461765,,,,,3.824206,0.569907
90,1,,,-121.9331960,47.5260828,2025-12-10 23:24:13.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
91,1,,,-121.9331960,47.5260828,2025-12-10 23:24:14.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
92,1,,,-121.9331960,47.5260828,2025-12-10 23:24:15.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
93,1,,,-121.9331960,47.5260828,2025-12-10 23:24:16.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,,,,,
94,1,,,-121.9331960,47.5260828,2025-12-10 23:24:17.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
95,1,,,-121.9331960,47.5260828,2025-12-10 23:24:18.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
96,1,,,-121.9331960,47.5260828,2025-12-10 23:24:19.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
97,1,,,-121.9331960,47.5260828,2025-12-10 23:24:20.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
98,1,,,-121.9331960,47.5260828,2025-12-10 23:24:21.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,,,,,
99,1,,,-121.9331960,47.5260828,2025-12-10 23:24:22.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
100,1,,,-121.9331960,47.5260828,2025-12-10 23:24:23.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,-107.000000,278,,,25,594,,,
101,1,,,-121.9331960,47.5260828,2025-12-10 23:24:24.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-107.000000,278,,,,,,,
102,1,,,-121.9331960,47.5260828,2025-12-10 23:24:25.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-110.500000,278,,,,,,,
103,1,,,-121.9331960,47.5260828,2025-12-10 23:24:26.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-111.000000,278,,,,,,,
104,1,,,-121.9331960,47.5260828,2025-12-10 23:24:26.810,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,-115.808000,,,,,3.461643,0.626675
105,1,,,-121.9331960,47.5260828,2025-12-10 23:24:27.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-114.000000,278,,,,,,,
106,1,,,-121.9331960,47.5260828,2025-12-10 23:24:28.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-111.500000,278,,,,,,,
107,1,,,-121.9331960,47.5260828,2025-12-10 23:24:29.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-111.000000,278,,,,,,,
108,1,,,-121.9331960,47.5260828,2025-12-10 23:24:30.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-111.000000,278,,,,,,,
109,1,,,-121.9331960,47.5260828,2025-12-10 23:24:31.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-110.500000,278,,,,,,,
110,1,,,-121.9331960,47.5260828,2025-12-10 23:24:32.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-112.000000,278,,,,,,,
111,1,,,-121.9331960,47.5260828,2025-12-10 23:24:33.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-112.000000,278,,,,,,,
112,1,,,-121.9331960,47.5260828,2025-12-10 23:24:34.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-111.500000,278,,,,,,,
113,1,,,-121.9331960,47.5260828,2025-12-10 23:24:35.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,LTE (15 MHz),-112.000000,278,,,,,,,
114,1,,,-121.9331960,47.5260828,2025-12-10 23:24:36.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
115,1,,,-121.9331960,47.5260828,2025-12-10 23:24:37.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,NR SA,,,,,25,594,,,
116,1,,,-121.9331960,47.5260828,2025-12-10 23:24:38.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
117,1,,,-121.9331960,47.5260828,2025-12-10 23:24:39.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
118,1,,,-121.9331960,47.5260828,2025-12-10 23:24:40.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
119,1,,,-121.9331960,47.5260828,2025-12-10 23:24:41.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
120,1,,,-121.9331960,47.5260828,2025-12-10 23:24:42.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
121,1,,,-121.9331960,47.5260828,2025-12-10 23:24:43.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,,,,,
122,1,,,-121.9331960,47.5260828,2025-12-10 23:24:44.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
123,1,,,-121.9331960,47.5260828,2025-12-10 23:24:45.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
124,1,,,-121.9331960,47.5260828,2025-12-10 23:24:46.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
125,1,,,-121.9331960,47.5260828,2025-12-10 23:24:47.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
126,1,,,-121.9331960,47.5260828,2025-12-10 23:24:48.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,,,,,
127,1,,,-121.9331960,47.5260828,2025-12-10 23:24:49.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
128,1,,,-121.9331960,47.5260828,2025-12-10 23:24:50.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
129,1,,,-121.9331960,47.5260828,2025-12-10 23:24:51.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
130,1,,,-121.9331960,47.5260828,2025-12-10 23:24:52.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
131,1,,,-121.9331960,47.5260828,2025-12-10 23:24:53.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,,,,,
132,1,,,-121.9331960,47.5260828,2025-12-10 23:24:54.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
133,1,,,-121.9331960,47.5260828,2025-12-10 23:24:55.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
134,1,,,-121.9331960,47.5260828,2025-12-10 23:24:56.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
135,1,,,-121.9331960,47.5260828,2025-12-10 23:24:57.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,,,,,
136,1,,,-121.9331960,47.5260828,2025-12-10 23:24:58.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
137,1,,,-121.9331960,47.5260828,2025-12-10 23:24:59.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
138,1,,,-121.9331960,47.5260828,2025-12-10 23:25:00.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
139,1,,,-121.9331960,47.5260828,2025-12-10 23:25:01.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
140,1,,,-121.9331960,47.5260828,2025-12-10 23:25:02.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,,,,,
141,1,,,-121.9331960,47.5260828,2025-12-10 23:25:03.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
142,1,,,-121.9331960,47.5260828,2025-12-10 23:25:04.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
143,1,,,-121.9331960,47.5260828,2025-12-10 23:25:05.000,_20251210_152244_CH04_TMO_5GNR_WFC-MO_REF-1_TC151-1.dml,,,,,,25,594,,,
