PC2,PC3
26.0,21.3
26.0,20.4
26.0,21.0
26.0,21.0
26.0,20.6
26.0,19.2
19.8,18.7
22.6,17.0
22.0,14.0
25.5,26.0
25.4,26.0
25.0,26.0
24.4,22.0
25.2,22.0
26.0,22.0
26.0,26.0
22.9,26.0
26.0,26.0
26.0,26.0
25.4,25.4
25.4,26.0
24.0,21.5
25.0,23.4
23.3,26.0
26.0,26.0
25.5,26.0
26.0,26.0
24.4,22.0
24.9,26.0
26.0,26.0
25.6,26.0
26.0,26.0
25.4,26.0
26.0,26.0
26.0,26.0
26.0,26.0
22.0,26.0
24.7,26.0
22.5,26.0
23.8,26.0
23.0,26.0
24.0,26.0
24.0,26.0
22.0,26.0
24.0,26.0
22.0,24.4
24.5,26.0
23.8,26.0
24.3,26.0
25.8,25.2
25.1,25.6
