PC2,PC3
8.7,0.2
8.6,1.3
5.9,4.9
4.7,3.6
4.2,4.9
3.8,4.5
6.2,6.5
9.7,6.8
7.2,6.5
7.4,7.0
10.5,11.0
6.8,9.7
8.2,9.9
9.0,8.0
6.0,6.5
5.6,4.4
5.4,2.0
5.1,2.6
9.6,2.2
2.3,0.5
4.3,6.8
4.8,5.7
7.4,5.0
5.4,5.3
5.7,10.6
11.4,9.9
8.7,9.1
8.6,8.3
10.5,11.1
11.8,13.0
11.7,14.0
10.3,10.4
10.3,9.9
10.9,11.2
10.1,13.0
10.0,13.3
11.4,14.7
8.2,13.5
3.7,11.9
3.7,5.7
6.8,4.7
8.3,9.0
6.4,6.3
4.3,3.5
3.7,3.1
4.1,4.4
8.6,7.0
10.7,8.5
8.8,6.3
5.5,10.3
8.2,8.0
10.7,11.2
6.4,6.8
4.6,-0.9
-2.3,2.8
7.6,-0.9
3.0,-1.3
-9.1,2.2
-0.4,4.3
4.3,-0.3
8.4,7.4
8.2,10.9
8.7,10.3
6.7,7.6
5.1,6.6
4.9,5.7
5.1,5.9
4.6,6.8
4.6,8.3
4.7,8.0
4.6,6.0
4.1,7.5
3.5,6.4
2.2,5.6
2.3,4.9
5.6,6.3
6.1,4.7
5.1,4.9
5.9,4.3
6.4,5.6
6.0,4.3
5.7,4.1
5.9,4.3
5.6,3.5
6.0,4.6
5.5,4.7
14.0,9.8
4.2,8.1
6.5,7.5
8.5,5.5
1.8,1.3
2.2,0.4
0.8,4.6
8.0,7.4
9.4,13.5
11.6,11.3
9.0,12.9
8.9,10.2
12.0,14.0
11.3,11.6
12.2,16.7
15.1,15.6
14.9,15.5
14.7,17.4
18.6,17.2
16.4,15.7
11.0,10.9
12.1,11.9
8.4,12.1
5.9,14.4
9.4,10.8
12.8,15.4
15.9,15.0
19.0,14.9
19.8,15.0
20.1,15.2
17.8,17.6
20.8,18.8
20.9,18.7
20.9,18.4
20.6,18.2
20.7,18.2
20.6,18.2
20.5,18.1
20.5,17.7
20.5,17.8
20.6,17.7
20.8,17.6
20.6,18.0
20.3,15.9
13.5,18.2
21.0,18.3
20.8,18.2
20.9,18.3
20.7,18.4
20.5,18.2
20.3,18.0
20.9,18.1
20.7,18.3
20.5,17.9
19.5,17.6
20.1,17.7
20.2,17.5
19.7,15.7
16.1,16.8
17.8,16.3
18.1,17.6
19.6,17.5
20.1,19.7
20.1,17.8
21.3,19.6
23.1,20.5
23.1,20.5
23.0,19.8
22.4,19.1
22.3,19.3
22.4,19.4
22.1,19.5
21.8,20.3
22.3,19.9
22.6,20.3
22.3,20.0
21.7,20.0
22.2,19.1
22.1,19.3
22.0,19.3
22.1,20.2
21.3,20.5
21.6,19.9
23.1,20.2
22.8,17.9
22.6,20.4
20.1,18.8
20.3,19.8
23.1,20.5
22.7,20.4
22.6,17.5
21.4,18.9
21.3,19.6
21.1,19.8
21.2,19.5
21.4,19.2
21.4,19.1
21.4,19.3
22.2,19.3
22.8,19.8
22.3,19.9
23.1,20.5
22.8,20.0
22.7,19.9
23.4,19.7
23.2,20.5
22.7,20.1
22.8,20.0
22.9,20.1
22.7,19.8
22.8,19.8
23.0,19.8
22.9,20.0
23.1,20.0
23.0,19.9
22.4,19.9
22.4,19.6
22.8,19.9
22.6,19.7
23.1,19.2
23.1,19.9
21.5,18.0
20.9,17.6
21.6,18.7
21.9,19.1
21.8,18.9
21.8,18.7
22.0,18.9
22.1,19.0
22.2,19.0
22.5,19.2
23.5,20.8
23.5,20.9
23.4,20.9
23.3,20.9
23.0,20.8
23.1,20.8
23.1,20.5
23.1,20.5
23.1,20.5
23.1,20.8
23.1,20.6
23.1,20.8
23.4,20.7
23.1,20.7
23.2,20.6
23.5,21.0
23.9,21.3
23.9,21.3
23.8,21.3
23.7,21.2
23.7,21.2
23.8,21.2
23.8,21.2
23.8,21.3
23.8,21.3
23.9,21.3
23.8,21.3
23.8,21.2
23.9,21.2
24.0,21.3
23.8,21.3
23.3,21.2
23.3,21.1
23.5,21.8
23.2,21.9
23.3,21.5
23.2,21.9
23.4,21.6
23.5,20.6
23.7,20.9
23.7,21.6
23.8,21.2
23.9,21.3
23.8,21.2
23.8,21.2
23.8,21.2
23.8,21.2
23.9,21.3
23.8,21.3
23.8,21.5
23.8,21.6
23.8,21.3
23.8,21.5
23.8,21.4
23.8,21.2
23.6,21.5
24.3,21.3
24.1,21.2
24.3,21.9
24.6,22.1
24.5,22.1
24.5,22.3
24.5,22.3
