[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
,,,,,,,,,,,,,,,,,,,,,,,,,
,569,-96.090000,,,,,,,,,,,,,,,,,,,,,,,
,569,-98.580000,,,,,,,,,,,,,,,,,,,,,,,
,569,-99.930000,,,,,,,,,,,,,,,,,,,,,,,
,569,-97.040000,,,,,,,,,,,,,,,,,,,,,,,
,569,-98.920000,,,,,,,,,,,,,,,,,,,,,,,
,569,-95.580000,,,,,,,,,,,,,,,,,,,,,,,
,569,-99.680000,,,,,,,,,,,,,,,,,,,,,,,
,569,-95.420000,,,,,,,,,,,,,,,,,,,,,,,
,569,-96.710000,,,,,,,,,,,,,,,,,,,,,,,
,569,-102.280000,,,,,,,,,,,,,,,,,,,,,,,
,569,-97.090000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,
,569,-96.580000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,UL,INVITE,,,,,,,,,,,,
,569,-96.900000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,,200 OK,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
,569,-94.820000,432,-80.000000,,,,,LTE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,,200 OK,,,,,,,,,,,
,,,432,-82.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.500000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-85.500000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,,,432,-82.500000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.500000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,5.481,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,6.851,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.500000,,,,7.268,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.500000,,,,6.327,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,7.421,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,7.061,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,6.092,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.500000,,,,6.028,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,6.081,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,3.908,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,9.308,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,7.011,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,6.616,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,6.278,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,8.561,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,6.976,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,6.969,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,7.193,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,7.011,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,7.556,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,6.969,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,8.123,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-77.000000,,,,8.144,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-75.500000,,,,9.546,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-75.000000,,,,9.554,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.500000,,,,9.416,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-84.000000,,,,8.134,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,4.917,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,10.667,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.000000,,,,8.187,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,8.604,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,8.775,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.500000,,,,9.747,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,9.844,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-84.000000,,,,8.518,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-84.000000,,,,2.918,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,7.987,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,7.692,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,8.743,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,7.300,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,7.546,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.500000,,,,6.590,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.500000,,,,7.439,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,8.262,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,7.396,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,6.819,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.500000,,,,4.222,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-86.500000,,,,0.267,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-86.500000,,,,8.051,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,5.628,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,9.266,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Complete,[Tool] Voice - Call Result : Complete,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
,,,,,,,,,,,,UL,BYE,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,,,432,-80.500000,,,,,NR SA,,,,,,,,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,752,-89.760000,,,,,,13.681,NR SA,,,,,,,,,,,,,,,,
,744,-93.060000,,,,,,5.675,NR SA,,,,,,,,,,,,,,,,
,744,-95.000000,,,,,,15.455,NR SA,,,,,,,,,,,,,,,,
,744,-95.010000,,,,,,19.495,NR SA,,,,,,,,,,,,,,,,
,744,-94.620000,,,,,,22.274,NR SA,,,,,,,,,,,,,,,,
,744,-93.670000,,,,,,22.113,NR SA,,,,,,,,,,,,,,,,
,744,-94.580000,,,,,,22.498,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Incomplete,,,,,,
,,,,,,,,,,Download End Request,,,,,,,,,,,,,,,
