[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
,,,,,,,,,,,,,,,,,,,,,,,,,
,744,-93.640000,,,,,,,,,,,,,,,,,,,,,,,
,744,-94.720000,,,,,,,,,,,,,,,,,,,,,,,
,744,-95.480000,,,,,,,,,,,,,,,,,,,,,,,
,744,-95.130000,,,,,,,,,,,,,,,,,,,,,,,
,744,-95.740000,,,,,,,,,,,,,,,,,,,,,,,
,744,-97.720000,,,,,,,,,,,,,,,,,,,,,,,
,744,-96.780000,,,,,,,,,,,,,,,,,,,,,,,
,744,-96.340000,,,,,,,,,,,,,,,,,,,,,,,
,744,-97.440000,,,,,,,,,,,,,,,,,,,,,,,
,744,-96.950000,,,,,,,,,,,,,,,,,,,,,,,
,744,-95.800000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,
,744,-95.830000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,UL,INVITE,,,,,,,,,,,,
,744,-94.910000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,,200 OK,,,,,,,,,,,
,744,-93.970000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
,,,,,,,,,,,,DL,,200 OK,,,,,,,,,,,
,,,432,-81.250000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.000000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.500000,,,,,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.000000,,,,7.212,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-81.500000,,,,8.134,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,6.124,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,6.456,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,6.937,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-82.000000,,,,4.649,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,8.326,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,6.541,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,6.423,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,7.741,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,6.826,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.500000,,,,6.898,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,6.794,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,6.156,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,8.059,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,6.695,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,7.222,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,6.723,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.500000,,,,7.172,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,3.784,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-79.000000,,,,8.585,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,7.650,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-77.500000,,,,7.460,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.500000,,,,8.273,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,7.717,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-74.000000,,,,9.395,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-74.000000,,,,9.266,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.500000,,,,8.732,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,7.749,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-77.500000,,,,9.373,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.000000,,,,9.951,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-75.000000,,,,10.154,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-74.500000,,,,10.260,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-73.500000,,,,9.439,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-85.000000,,,,2.309,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-85.500000,,,,5.274,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-78.000000,,,,10.538,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-74.500000,,,,9.257,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-75.000000,,,,9.436,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.000000,,,,8.392,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-74.000000,,,,9.427,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.000000,,,,8.730,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-77.000000,,,,9.277,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.500000,,,,9.343,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-75.500000,,,,9.244,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.000000,,,,8.379,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-76.000000,,,,6.438,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-84.500000,,,,1.915,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-83.500000,,,,8.595,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-84.000000,,,,5.649,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,432,-80.000000,,,,8.860,LTE (20 MHz),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Complete,[Tool] Voice - Call Result : Complete,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
,,,,,,,,,,,,UL,BYE,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,752,-89.000000,432,-76.000000,,,,18.041,,,,,,,,,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,752,-91.620000,,,,,,0.043,NR SA,,,,,,,,,,,,,,,,
,569,-93.140000,,,,,,5.536,NR SA,,,,,,,,,,,,,,,,
,209,-94.260000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,209,-96.750000,,,,,,14.126,NR SA,,,,,,,,,,,,,,,,
,209,-96.300000,,,,,,20.916,NR SA,,,,,,,,,,,,,,,,
,209,-94.790000,,,,,,23.704,NR SA,,,,,,,,,,,,,,,,
,209,-95.630000,,,,,,27.399,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Incomplete,,,,,,
,,,,,,,,,,Download End Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download Ended,,,,,,,,,,,,,,,
,209,-94.410000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,209,-97.080000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.430000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.190000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.920000,,,,,,,,,,,,,,,,,,,,,,,
,569,-99.610000,,,,,,,,,,,,,,,,,,,,,,,
,569,-90.630000,,,,,,,,,,,,,,,,,,,,,,,
,569,-90.650000,,,,,,,,,,,,,,,,,,,,,,,
,569,-90.490000,,,,,,,,,,,,,,,,,,,,,,,
,569,-91.010000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,HTTP Download,Incomplete,,,,,,,
,569,-92.240000,,,,,,,,,,,,,,,,,,,,,,,
,569,-92.340000,,,,,,,,,,,,,,,,,,,,,,,
,569,-92.470000,,,,,,,,,,,,,,,,,,,,,,,
,569,-91.760000,,,,,,,,,,,,,,,,,,,,,,,
,569,-91.290000,,,,,,,,,,,,,,,,,,,,,,,
,569,-90.880000,,,,,,,,,,,,,,,,,,,,,,,
,569,-91.640000,,,,,,,,,,,,,,,,,,,,,,,
,569,-92.100000,,,,,,,,,,,,,,,,,,,,,,,
,569,-91.810000,,,,,,,,,,,,,,,,,,,,,,,
,569,-91.970000,,,,,,,,,,,,,,,,,,,,,,,
,569,-95.560000,,,,,,,,,,,,,,,,,,,,,,,
,569,-96.200000,,,,,,,,,,,,,,,,,,,,,,,
,569,-96.110000,,,,,,,,,,,,,,,,,,,,,,,
,569,-94.670000,,,,,,,,,,,,,,,,,,,,,,,
,569,-101.450000,,,,,,,,,,,,,,,,,,,,,,,
,569,-95.310000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.360000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.660000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.320000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.700000,,,,,,,,,,,,,,,,,,,,,,,
,209,-89.040000,,,,,,,,,,,,,,,,,,,,,,,
,209,-88.790000,,,,,,,,,,,,,,,,,,,,,,,
,209,-89.440000,,,,,,,,,,,,,,,,,,,,,,,
,209,-89.680000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.510000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.200000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.490000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.980000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.850000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.770000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.680000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.460000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.210000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.240000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.820000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.940000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.270000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.130000,,,,,,,,,,,,,,,,,,,,,,,
,209,-86.890000,,,,,,,,,,,,,,,,,,,,,,,
,209,-86.980000,,,,,,,,,,,,,,,,,,,,,,,
,209,-89.310000,,,,,,,,,,,,,,,,,,,,,,,
,209,-88.990000,,,,,,,,,,,,,,,,,,,,,,,
,209,-88.220000,,,,,,,,,,,,,,,,,,,,,,,
,209,-87.820000,,,,,,,,,,,,,,,,,,,,,,,
,209,-90.490000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.150000,,,,,,,,,,,,,,,,,,,,,,,
,209,-90.300000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.480000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.840000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.500000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.180000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.820000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.550000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.840000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.080000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.540000,,,,,,,,,,,,,,,,,,,,,,,
,209,-90.650000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.800000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.080000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.440000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.190000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.300000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.320000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.450000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.950000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.260000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.850000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.360000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.830000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.170000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.810000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.210000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.510000,,,,,,,,,,,,,,,,,,,,,,,
,209,-97.100000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.640000,,,,,,,,,,,,,,,,,,,,,,,
,209,-94.810000,,,,,,,,,,,,,,,,,,,,,,,
,209,-96.650000,,,,,,,,,,,,,,,,,,,,,,,
,209,-95.440000,,,,,,,,,,,,,,,,,,,,,,,
,209,-93.110000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.000000,,,,,,,,,,,,,,,,,,,,,,,
,209,-90.460000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
,209,-91.480000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.440000,,,,,,,,,,,,,,,,,,,,,,,
,209,-97.540000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling End,,,,,
,,,,,Origination,2.540000,Complete,,,,,,,,,EPSFB,Voice,Complete,,,,,,,60.344000
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
,209,-94.540000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,
,209,-101.900000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,UL,INVITE,,,,,,,,,,,,
,209,-91.070000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,209,-89.750000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.690000,,,,,,,,,,,,,,,,,,,,,,,
,209,-89.920000,,,,,,,,,,,,,,,,,,,,,,,
,209,-102.530000,,,,,,,,,,,,,,,,,,,,,,,
,209,-101.820000,,,,,,,,,,,,,,,,,,,,,,,
,209,-91.270000,,,,,,,,,,,,,,,,,,,,,,,
,209,-89.390000,,,,,,,,,,,,,,,,,,,,,,,
,209,-92.250000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,209,-95.070000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,209,-97.250000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,209,-98.340000,,,,,,43.380,NR SA,,,,,,,,,,,,,,,,
,209,-96.860000,,,,,,103.339,NR SA,,,,,,,,,,,,,,,,
,209,-97.670000,,,,,,193.667,NR SA,,,,,,,,,,,,,,,,
,209,-96.650000,,,,,,126.471,NR SA,,,,,,,,,,,,,,,,
,209,-97.600000,,,,,,0.384,NR SA,,,,,,,,,,,,,,,,
,209,-97.830000,,,,,,4.772,NR SA,,,,,,,,,,,,,,,,
,209,-110.560000,,,,,,29.916,NR SA,,,,,,,,,,,,,,,,
,209,-97.970000,,,,,,0.000,NR SA,,,,,,,,,,,,,,,,
,209,-98.270000,,,,,,0.759,NR SA,,,,,,,,,,,,,,,,
,209,-97.950000,,,,,,2.875,NR SA,,,,,,,,,,,,,,,,
,209,-97.700000,,,,,,11.618,NR SA,,,,,,,,,,,,,,,,
,209,-98.050000,,,,,,133.226,NR SA,,,,,,,,,,,,,,,,
,209,-97.200000,,,,,,154.880,NR SA,,,,,,,,,,,,,,,,
,209,-97.400000,,,,,,118.134,NR SA,,,,,,,,,,,,,,,,
,209,-96.960000,,,,,,92.569,NR SA,,,,,,,,,,,,,,,,
,209,-98.240000,,,,,,85.525,NR SA,,,,,,,,,,,,,,,,
,209,-98.180000,,,,,,89.394,NR SA,,,,,,,,,,,,,,,,
,209,-98.170000,,,,,,50.298,NR SA,,,,,,,,,,,,,,,,
,209,-97.690000,,,,,,65.079,NR SA,,,,,,,,,,,,,,,,
,209,-97.400000,,,,,,58.378,NR SA,,,,,,,,,,,,,,,,
,209,-98.420000,,,,,,49.518,NR SA,,,,,,,,,,,,,,,,
,209,-96.960000,,,,,,50.821,NR SA,,,,,,,,,,,,,,,,
,209,-96.080000,,,,,,85.280,NR SA,,,,,,,,,,,,,,,,
,209,-95.520000,,,,,,89.223,NR SA,,,,,,,,,,,,,,,,
,209,-96.270000,,,,,,116.884,NR SA,,,,,,,,,,,,,,,,
,209,-96.260000,,,,,,162.981,NR SA,,,,,,,,,,,,,,,,
,209,-96.200000,,,,,,144.470,NR SA,,,,,,,,,,,,,,,,
,209,-96.220000,,,,,,148.790,NR SA,,,,,,,,,,,,,,,,
,209,-95.630000,,,,,,170.450,NR SA,,,,,,,,,,,,,,,,
,209,-96.280000,,,,,,127.283,NR SA,,,,,,,,,,,,,,,,
,209,-96.500000,,,,,,141.859,NR SA,,,,,,,,,,,,,,,,
,209,-97.320000,,,,,,158.469,NR SA,,,,,,,,,,,,,,,,
,209,-96.800000,,,,,,159.968,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Fail,,,,,
,,,,,,,,,,,,,,,,,,,Orig. Fail,[Tool] Voice - Call Result : Orig. Fail,,,,,
