[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
,,,,,,,,,,,,,,,,,,,,,,,,,
,272,-94.080000,,,,,,,,,,,,,,,,,,,,,,,
,272,-93.040000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.610000,,,,,,,,,,,,,,,,,,,,,,,
,272,-96.370000,,,,,,,,,,,,,,,,,,,,,,,
,272,-93.510000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.100000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.420000,,,,,,,,,,,,,,,,,,,,,,,
,272,-91.240000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.830000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.840000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Term),,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Wait Page,,,,,
,272,-92.100000,,,,,,,,,,,,,,,,,,,,,,,
,272,-91.960000,,,,,,,,,,,,,,,,,,,,,,,
,272,-91.120000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.280000,,,,,,,,,,,,,,,,,,,,,,,
,272,-93.920000,,,,,,,,,,,,,,,,,,,,,,,
,272,-93.970000,,,,,,,,,,,,,,,,,,,,,,,
,272,-95.000000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,INVITE,,,,,,,,,,,,
,272,-91.840000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Answer Request,,,,,
,,,,,,,,,,,,UL,,200 OK,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
,272,-90.790000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-89.910000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,272,-88.320000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,272,-89.060000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-89.760000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-90.420000,,,,,,72.302,NR SA,,,,,,,,,,,,,,,,
,272,-90.130000,,,,,,87.332,NR SA,,,,,,,,,,,,,,,,
,272,-91.160000,,,,,,60.569,NR SA,,,,,,,,,,,,,,,,
,272,-91.040000,,,,,,61.531,NR SA,,,,,,,,,,,,,,,,
,272,-90.220000,,,,,,38.498,NR SA,,,,,,,,,,,,,,,,
,272,-91.280000,,,,,,82.180,NR SA,,,,,,,,,,,,,,,,
,272,-91.010000,,,,,,108.686,NR SA,,,,,,,,,,,,,,,,
,272,-90.910000,,,,,,140.430,NR SA,,,,,,,,,,,,,,,,
,272,-90.380000,,,,,,171.275,NR SA,,,,,,,,,,,,,,,,
,272,-90.380000,,,,,,120.304,NR SA,,,,,,,,,,,,,,,,
,272,-91.700000,,,,,,64.684,NR SA,,,,,,,,,,,,,,,,
,272,-92.020000,,,,,,64.652,NR SA,,,,,,,,,,,,,,,,
,272,-93.000000,,,,,,55.492,NR SA,,,,,,,,,,,,,,,,
,272,-91.670000,,,,,,63.198,NR SA,,,,,,,,,,,,,,,,
,272,-92.790000,,,,,,36.382,NR SA,,,,,,,,,,,,,,,,
,272,-93.610000,,,,,,61.224,NR SA,,,,,,,,,,,,,,,,
,272,-90.860000,,,,,,36.215,NR SA,,,,,,,,,,,,,,,,
,272,-92.260000,,,,,,66.990,NR SA,,,,,,,,,,,,,,,,
,272,-92.000000,,,,,,40.923,NR SA,,,,,,,,,,,,,,,,
,272,-91.110000,,,,,,64.940,NR SA,,,,,,,,,,,,,,,,
,272,-92.600000,,,,,,28.152,NR SA,,,,,,,,,,,,,,,,
,272,-91.970000,,,,,,86.648,NR SA,,,,,,,,,,,,,,,,
,272,-91.560000,,,,,,44.537,NR SA,,,,,,,,,,,,,,,,
,272,-91.510000,,,,,,35.919,NR SA,,,,,,,,,,,,,,,,
