[General] Serving Network,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP
NR SA,,,,1.800,
NR SA,,,,3.274,
NR SA,,,,3.023,
NR SA,,,,2.837,
NR SA,,,,4.398,
NR SA,,,,3.579,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,3.077,
NR SA,,,,2.750,
NR SA,,,,2.477,
NR SA,,,,3.994,
NR SA,,,,6.831,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.071,
NR SA,,,,3.394,
NR SA,,,,1.015,
NR SA,,,,3.837,
NR SA,,,,0.229,
NR SA,,,,2.335,
NR SA,,,,2.237,
NR SA,,,,0.535,
NR SA,,,,1.255,
NR SA,,,,2.477,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,3.282,
NR SA,,,,5.570,
NR SA,,,,5.330,
NR SA,,,,4.644,
NR SA,,,,2.108,
NR SA,,,,0.109,
NR SA,,,,0.098,
NR SA,,,,6.504,
NR SA,,,,4.408,
NR SA,,,,5.707,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
,,100 Trying,,,
,,180 Ringing,,,
NR SA,,,,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.944,
NR SA,,,,4.092,
NR SA,,,,3.634,
NR SA,,,,4.321,
NR SA,,,,3.819,
NR SA,,,,2.630,
NR SA,,,,1.429,
NR SA,,,,3.361,
NR SA,,,,2.171,
NR SA,,,,0.622,
NR SA,,,,2.433,
NR SA,,,,2.095,
NR SA,,,,1.822,
NR SA,,,,2.619,
NR SA,,,,2.619,
NR SA,,,,2.584,
NR SA,,,,2.392,
NR SA,,,,1.178,
NR SA,,,,1.517,
NR SA,,,,1.626,
NR SA,,,,1.495,
NR SA,,,,1.004,
NR SA,,,,0.469,
NR SA,,,,2.540,
NR SA,,,,2.141,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,1.975,
NR SA,,,,1.211,
NR SA,,,,1.800,
NR SA,,,,2.630,
NR SA,,,,3.721,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,4.548,
NR SA,,,,6.493,
NR SA,,,,6.023,
NR SA,,,,6.165,
NR SA,,,,5.919,
NR SA,,,,6.969,
NR SA,,,,6.809,
NR SA,,,,8.828,
NR SA,,,,8.762,
NR SA,,,,9.865,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.843,
NR SA,,,,1.573,
NR SA,,,,2.848,
NR SA,,,,3.983,
NR SA,,,,2.826,
NR SA,,,,1.646,
NR SA,,,,4.009,
NR SA,,,,4.343,
NR SA,,,,2.150,
NR SA,,,,2.455,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
NR SA,,,,,
,,100 Trying,,,
,,180 Ringing,,,
NR SA,,,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.835,
NR SA,,,,3.361,
NR SA,,,,3.470,
NR SA,,,,2.867,
NR SA,,,,1.289,
NR SA,,,,3.295,
NR SA,,,,2.379,
NR SA,,,,3.928,
NR SA,,,,2.193,
NR SA,,,,2.564,
NR SA,,,,3.031,
NR SA,,,,3.397,
NR SA,,,,2.521,
NR SA,,,,4.157,
NR SA,,,,4.452,
NR SA,,,,4.769,
NR SA,,,,3.252,
NR SA,,,,4.059,
NR SA,,,,3.499,
NR SA,,,,5.374,
NR SA,,,,5.489,
NR SA,,,,1.004,
NR SA,,,,1.680,
NR SA,,,,7.868,
NR SA,,,,0.535,
NR SA,,,,4.976,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,4.878,
NR SA,,,,3.340,
NR SA,,,,6.293,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.933,
NR SA,,,,3.492,
NR SA,,,,1.746,
NR SA,,,,2.422,
NR SA,,,,4.103,
NR SA,,,,2.750,
NR SA,,,,0.273,
NR SA,,,,3.001,
NR SA,,,,0.982,
NR SA,,,,4.404,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,1.700,
NR SA,,,,1.888,
NR SA,,,,1.157,
NR SA,,,,3.219,
NR SA,,,,2.848,
NR SA,,,,3.863,
NR SA,,,,3.656,
NR SA,,,,4.655,
NR SA,,,,5.199,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
,,100 Trying,,,
NR SA,,,,,
,,180 Ringing,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,6.469,
NR SA,,,,4.110,
NR SA,,,,3.943,
NR SA,,,,3.935,
NR SA,,,,3.310,
NR SA,,,,3.470,
NR SA,,,,3.514,
NR SA,,,,3.750,
NR SA,,,,3.437,
NR SA,,,,3.124,
NR SA,,,,4.790,
NR SA,,,,1.604,
NR SA,,,,4.408,
NR SA,,,,2.368,
NR SA,,,,2.750,
NR SA,,,,2.859,
NR SA,,,,0.982,
NR SA,,,,2.422,
NR SA,,,,3.710,
NR SA,,,,2.998,
NR SA,,,,2.512,
NR SA,,,,3.241,
NR SA,,,,3.710,
NR SA,,,,1.942,
NR SA,,,,1.560,
NR SA,,,,3.652,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,2.512,
NR SA,,,,0.557,
NR SA,,,,2.564,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,5.072,
NR SA,,,,3.765,
NR SA,,,,3.186,
NR SA,,,,4.801,
NR SA,,,,1.691,
NR SA,,,,4.921,
NR SA,,,,3.848,
NR SA,,,,5.767,
NR SA,,,,4.441,
NR SA,,,,8.871,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.737,
NR SA,,,,4.976,
NR SA,,,,4.714,
NR SA,,,,4.114,
NR SA,,,,5.172,
NR SA,,,,16.919,
NR SA,,,,28.618,
NR SA,,,,37.243,
NR SA,,,,52.836,
NR SA,,,,90.242,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
NR SA,,,,,
,,100 Trying,,,
,,180 Ringing,,,
NR SA,,,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,1.351,
NR SA,,,,0.676,
NR SA,,,,2.370,
NR SA,,,,1.953,
NR SA,,,,2.089,
NR SA,,,,2.583,
NR SA,,,,2.455,
NR SA,,,,1.779,
NR SA,,,,1.102,
NR SA,,,,1.953,
NR SA,,,,2.346,
NR SA,,,,2.957,
NR SA,,,,2.477,
NR SA,,,,2.586,
NR SA,,,,2.182,
NR SA,,,,1.615,
NR SA,,,,2.204,
NR SA,,,,1.517,
NR SA,,,,0.295,
NR SA,,,,2.366,
NR SA,,,,0.732,
NR SA,,,,0.644,
NR SA,,,,1.080,
NR SA,,,,0.894,
NR SA,,,,1.529,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,2.115,
NR SA,,,,1.901,
NR SA,,,,1.735,
NR SA,,,,2.630,
NR SA,,,,4.725,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,3.599,
NR SA,,,,4.731,
NR SA,,,,2.873,
NR SA,,,,3.535,
NR SA,,,,4.823,
NR SA,,,,5.909,
NR SA,,,,3.156,
NR SA,,,,4.168,
NR SA,,,,7.475,
NR SA,,,,5.882,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.791,
NR SA,,,,4.965,
NR SA,,,,4.507,
NR SA,,,,6.220,
NR SA,,,,5.816,
NR SA,,,,5.129,
NR SA,,,,5.511,
NR SA,,,,4.965,
NR SA,,,,4.818,
NR SA,,,,5.789,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
,,100 Trying,,,
NR SA,,,,,
,,180 Ringing,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.047,
NR SA,,,,3.266,
NR SA,,,,3.328,
NR SA,,,,3.197,
NR SA,,,,1.233,
NR SA,,,,3.841,
NR SA,,,,3.521,
NR SA,,,,2.032,
NR SA,,,,2.193,
NR SA,,,,2.641,
NR SA,,,,4.103,
NR SA,,,,1.921,
NR SA,,,,1.604,
NR SA,,,,2.586,
NR SA,,,,2.008,
NR SA,,,,0.720,
NR SA,,,,2.900,
NR SA,,,,2.709,
NR SA,,,,3.350,
NR SA,,,,2.761,
NR SA,,,,3.186,
NR SA,,,,3.263,
NR SA,,,,3.197,
NR SA,,,,3.317,
NR SA,,,,2.695,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,2.641,
NR SA,,,,1.921,
NR SA,,,,3.612,
NR SA,,,,2.030,
NR SA,,,,2.084,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,0.958,
NR SA,,,,3.434,
NR SA,,,,2.455,
NR SA,,,,1.628,
NR SA,,,,2.485,
NR SA,,,,1.835,
NR SA,,,,0.655,
NR SA,,,,1.288,
NR SA,,,,0.949,
NR SA,,,,0.382,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,0.980,
NR SA,,,,1.626,
NR SA,,,,2.093,
NR SA,,,,0.807,
NR SA,,,,1.791,
NR SA,,,,2.521,
NR SA,,,,3.339,
NR SA,,,,3.339,
NR SA,,,,3.383,
NR SA,,,,3.557,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
,INVITE,,,,
,,100 Trying,,,
NR SA,,,,,
,,180 Ringing,,,
,,200 OK,INVITE,,
,ACK,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.592,
NR SA,,,,3.976,
NR SA,,,,2.878,
NR SA,,,,3.834,
NR SA,,,,3.317,
NR SA,,,,5.805,
NR SA,,,,5.740,
NR SA,,,,2.193,
NR SA,,,,3.470,
NR SA,,,,2.619,
NR SA,,,,3.467,
NR SA,,,,4.692,
NR SA,,,,2.630,
NR SA,,,,4.162,
NR SA,,,,4.023,
NR SA,,,,3.099,
NR SA,,,,2.654,
NR SA,,,,3.121,
NR SA,,,,3.557,
NR SA,,,,4.910,
NR SA,,,,3.972,
NR SA,,,,2.783,
NR SA,,,,0.458,
NR SA,,,,2.881,
NR SA,,,,4.441,
NR SA,,,,3.492,
,BYE,,,,
,,200 OK,BYE,,
NR SA,,,,2.346,
NR SA,,,,2.630,
NR SA,,,,4.889,
NR SA,,,,3.863,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,2.690,
NR SA,,,,4.861,
NR SA,,,,3.066,
NR SA,,,,4.583,
NR SA,,,,3.612,
NR SA,,,,2.496,
NR SA,,,,2.338,
NR SA,,,,4.583,
NR SA,,,,1.395,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
NR SA,,,,,
