[General] Serving Network (In Traffic),[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] PCI,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G RSRP,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G SINR,[NR5G] [System] Band,[NR5G] [RF] PCI,[Call Test] [Voice Quality] [UL MOS] MOS,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-87.000395,5.177942,,,,3.669541
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-84.453070,5.523636,,,,2.579611
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-87.449736,5.837942,,,,3.550037
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-86.247301,2.195809,,,,3.664769
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.832375,7.147684,,,,3.688043
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-88.341693,5.033803,,,,3.571522
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-88.026628,3.643125,,,,3.648136
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-86.454356,5.729110,,,,3.581187
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-86.918095,6.407957,,,,3.672679
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-87.300986,6.884182,,,,3.588793
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-87.739191,8.263817,,,,2.692341
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-84.828118,5.961426,,,,3.675570
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-85.322852,6.793030,,,,3.623060
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-80.593578,10.375069,,,,3.669683
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-85.163681,6.869715,,,,3.609520
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.388208,7.705530,,,,3.593593
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-80.094173,9.545880,,,,3.544459
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-80.189240,8.446536,,,,3.703737
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-81.083487,3.761053,,,,3.711880
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.922628,5.561005,,,,3.160324
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.385749,10.324938,,,,3.709396
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.811230,9.326718,,,,3.645271
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-84.222226,7.710283,,,,3.734751
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-85.198785,6.581648,,,,3.541169
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.756339,4.421689,,,,3.688533
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.414520,8.230894,,,,3.749790
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-81.894731,6.668777,,,,3.699612
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-81.621500,8.819449,,,,3.669893
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.300424,7.128093,,,,2.040418
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.089251,6.838586,,,,3.674704
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.653569,7.159840,,,,3.520920
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-86.199190,5.266331,,,,3.646643
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-84.966720,5.774039,,,,3.615261
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.544121,7.104671,,,,3.537336
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.195956,7.327959,,,,3.577616
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.553846,6.760495,,,,3.703248
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.727936,7.490704,,,,3.609889
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-84.615362,7.811119,,,,3.614945
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-86.563515,10.380054,,,,3.599772
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.766863,11.126226,,,,3.722804
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-83.749507,7.590051,,,,3.715475
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-85.313815,6.519542,,,,3.353984
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-84.815416,7.244068,,,,3.731968
