DUT,REF
4.0,-10.6
4.1,-2.0
5.0,0.2
1.0,-2.4
8.7,-1.0
8.8,-1.9
8.8,-2.4
8.9,-3.3
8.8,-2.5
8.7,-3.3
8.8,-3.3
8.8,-3.2
8.8,-3.3
8.8,-2.9
8.8,-3.7
8.7,-2.0
8.8,-2.8
8.7,-1.4
8.7,-1.8
8.8,-1.2
8.6,-1.5
8.6,-1.7
8.6,-3.3
8.6,-3.3
8.8,-3.2
8.6,-4.1
8.3,-1.5
8.6,-1.8
8.6,-1.2
8.6,-3.9
8.7,-0.9
8.3,-3.2
8.5,-1.9
8.5,-2.8
8.5,-1.3
8.8,-3.1
8.8,-1.9
8.7,-3.0
8.8,-3.4
8.7,-2.2
8.7,-3.4
8.6,-1.7
8.7,-4.0
8.7,-1.8
8.7,-4.2
8.5,-3.1
8.6,-3.2
8.5,-1.2
8.6,-4.1
8.7,-2.2
8.8,-1.8
8.7,-3.5
8.7,-1.0
8.8,-3.7
8.8,-2.0
8.8,-2.4
8.9,-1.1
8.9,-3.3
8.8,-0.7
8.9,-1.5
8.8,-1.4
8.7,-2.8
8.7,-2.7
8.7,-2.0
8.6,-1.2
8.7,-2.6
8.9,-3.8
8.8,-3.7
8.9,-3.0
8.7,-0.9
8.7,-3.3
8.6,-1.5
8.6,-2.9
8.7,-2.4
8.7,-1.9
8.7,-1.6
8.7,-1.9
8.7,-0.3
8.6,-1.5
8.6,-2.3
8.6,-1.0
8.7,-3.2
8.7,-1.8
8.8,-2.3
8.8,-1.0
9.9,-3.5
17.2,-1.2
15.9,-2.8
17.2,-2.0
15.9,-3.8
16.4,-2.2
16.9,-4.7
16.8,-3.2
16.9,-2.9
17.2,-4.3
16.1,-3.5
15.5,-5.8
15.4,-3.6
15.0,-6.1
15.7,-4.0
15.6,-4.6
15.8,-4.2
15.6,-4.7
15.4,-5.5
15.4,-4.5
15.3,-3.9
16.0,-4.7
14.2,-3.3
14.0,-3.1
14.2,-5.3
15.7,-1.9
15.5,-4.1
15.8,-1.4
16.2,-3.9
15.5,-3.2
16.6,-3.7
17.3,-2.8
17.0,-4.2
17.2,-3.1
17.9,-4.2
17.6,-3.5
10.3,-2.0
8.8,-3.9
8.8,-2.0
8.9,-4.0
8.9,-2.7
8.9,-2.6
8.9,-1.3
8.9,-3.6
8.9,-2.1
8.8,-1.9
8.9,-2.5
9.4,-1.2
16.7,-1.7
16.0,-1.5
16.4,-2.1
15.9,0.8
16.9,-1.4
