DUT,REF
9.6,-5.5
7.2,-12.0
17.3,-12.0
17.6,-12.3
17.0,-9.9
16.7,-8.7
15.9,-11.5
16.3,-10.0
16.0,-9.0
16.5,-11.8
16.5,2.0
15.4,-2.0
16.0,-1.1
16.0,-1.9
16.2,-0.9
16.0,-1.9
16.0,-2.2
14.8,-0.1
14.2,0.3
14.9,2.2
15.7,0.5
16.4,0.8
14.8,-1.0
15.0,3.7
12.5,1.5
14.8,-0.5
16.2,-0.6
16.3,-1.9
16.5,-0.3
16.5,-1.8
15.5,-2.1
15.0,-3.3
15.9,-1.6
16.7,-2.2
15.7,-2.7
15.1,-2.8
15.0,-3.0
14.4,-6.3
14.5,-3.3
15.7,-5.4
14.2,-3.4
15.3,-2.4
14.2,-3.4
14.7,-2.0
14.4,-3.0
15.8,-0.8
15.4,-3.0
14.2,-1.9
13.4,-3.7
13.8,-2.0
14.4,-1.0
15.3,0.7
16.1,1.3
15.6,0.8
17.2,-2.4
16.4,-4.6
16.3,-2.2
15.2,-3.8
15.4,-4.5
14.3,-2.2
15.7,2.5
15.8,3.6
15.1,-0.4
14.0,0.1
12.9,0.9
12.3,1.4
13.8,2.2
14.1,-2.0
14.0,-2.3
14.8,1.0
16.3,0.1
16.2,-0.4
16.4,-2.6
15.9,-4.0
15.3,-3.1
15.6,-1.1
15.9,-1.8
15.9,-1.9
14.8,0.2
15.0,1.2
14.8,2.0
16.0,3.4
16.3,0.8
15.4,0.9
15.3,1.1
13.9,0.9
14.4,1.3
14.9,-1.7
15.0,-1.3
14.5,-2.8
14.5,0.6
14.9,-0.1
14.9,1.3
14.7,0.4
14.7,-1.2
14.8,-2.3
15.3,-1.3
14.9,0.9
14.6,-1.9
14.9,0.5
16.3,-0.5
16.0,-0.1
16.5,-0.5
15.7,-0.6
15.8,-2.3
16.9,-1.5
17.1,-0.8
18.0,1.3
17.5,1.0
18.4,1.5
19.3,2.7
19.1,2.1
18.6,-0.2
18.3,0.4
18.8,2.2
18.8,3.1
18.5,5.9
18.8,3.5
18.8,6.4
18.5,8.6
18.9,8.2
17.7,6.9
17.5,8.4
16.5,14.9
17.1,14.1
17.4,12.8
16.9,9.7
16.5,9.1
16.8,8.3
17.3,9.3
17.4,9.1
18.6,7.3
18.5,5.7
18.9,6.5
18.9,4.8
19.2,5.1
19.4,2.7
19.4,5.0
19.3,6.8
19.0,8.4
19.9,9.1
19.8,8.5
20.3,12.8
20.2,11.4
20.0,10.7
20.0,12.1
20.4,13.2
20.6,12.1
20.6,9.1
20.8,9.7
20.8,10.3
21.0,14.5
21.0,17.0
21.0,17.8
20.9,18.0
20.9,18.5
21.0,18.7
21.0,18.6
20.7,18.7
20.9,18.8
21.2,19.0
20.9,19.0
21.2,18.9
21.2,19.0
20.5,19.0
20.8,19.0
21.0,18.9
20.9,19.0
20.6,19.0
20.7,19.0
20.3,18.6
20.4,18.9
20.0,19.0
20.0,18.3
20.3,19.0
20.1,
