DUT,REF
2.9,-6.6
0.0,-9.9
2.0,-16.5
7.0,-15.5
9.8,-11.9
6.7,-10.9
9.2,0.4
7.8,-4.4
7.2,-2.3
8.9,-3.4
10.3,-3.3
7.1,-3.1
8.1,-2.1
8.8,-1.7
7.4,-1.6
7.8,-6.2
9.3,-5.6
13.7,-6.0
14.2,-5.1
13.4,-4.2
10.4,-5.5
14.4,-3.4
15.4,-6.4
16.3,-6.0
16.4,-7.4
16.3,-2.8
16.6,-2.0
17.0,-4.5
17.2,-7.0
15.4,-5.0
14.9,-3.2
15.1,-1.1
16.9,-3.6
16.7,-2.3
17.1,-4.1
17.4,-3.7
17.8,0.9
17.3,0.9
16.9,-0.4
16.3,-2.2
17.0,1.0
16.9,-0.5
16.2,0.2
15.2,-2.9
15.2,-0.4
15.3,-1.6
15.7,-2.1
17.3,-4.2
16.7,-3.6
17.5,-3.7
17.7,-5.7
17.9,-1.0
17.4,-1.4
17.7,-1.1
16.9,-0.2
15.6,0.8
16.3,-2.9
15.8,0.3
16.5,-2.4
16.4,-2.6
16.6,-2.5
17.2,-2.4
17.5,-1.1
18.0,-1.7
18.4,0.0
19.4,0.4
18.7,3.9
18.5,2.6
18.1,5.7
19.1,5.1
19.6,5.1
18.7,5.4
18.1,6.2
18.6,7.4
18.4,8.8
18.4,6.5
18.5,8.1
18.1,5.5
18.8,6.3
18.9,5.6
19.3,5.9
19.7,6.5
19.8,5.4
18.1,7.2
19.0,7.4
18.3,11.2
18.1,8.3
17.5,6.4
18.2,9.0
18.1,6.2
18.4,5.2
18.1,4.4
17.9,4.1
17.8,5.3
18.2,4.8
18.8,3.4
18.4,4.1
18.5,5.1
19.0,7.2
18.9,6.8
18.7,6.2
18.3,7.9
18.4,8.1
18.6,7.2
19.2,6.2
19.0,6.1
19.3,7.4
18.9,6.0
18.5,7.7
18.3,6.5
19.0,5.9
18.2,6.0
18.8,5.0
19.4,8.1
19.4,9.0
19.0,5.4
19.7,3.7
19.3,7.7
19.3,6.8
19.5,6.3
19.8,8.3
20.2,8.0
20.3,9.2
20.0,9.5
19.9,12.9
20.0,9.1
20.5,11.9
20.6,14.3
20.2,11.1
20.7,11.0
20.2,16.4
20.2,17.4
20.0,16.8
20.3,18.7
20.5,18.6
20.7,16.3
20.6,16.1
20.9,13.7
21.1,16.9
21.0,17.3
20.9,18.2
21.1,18.9
21.2,19.0
20.8,18.8
20.3,18.9
20.8,19.0
20.8,19.0
20.8,18.9
20.9,17.4
20.9,18.8
21.0,18.5
21.1,19.0
20.9,18.8
21.3,18.9
21.0,19.0
20.6,19.0
20.4,18.9
20.8,18.9
20.7,19.0
20.7,18.1
20.7,18.8
