DUT,REF
19.0,14.6
20.0,12.3
20.3,10.7
17.6,14.5
16.3,14.0
19.2,13.0
19.6,10.3
20.6,11.0
20.5,10.8
20.7,11.0
20.9,12.2
21.0,13.7
20.9,13.9
20.8,13.3
20.9,13.6
20.7,13.9
20.6,13.8
20.5,13.8
20.7,13.9
20.6,13.8
20.7,14.0
20.2,13.9
19.7,12.9
20.9,12.7
20.9,13.9
21.0,12.9
20.0,11.7
20.3,12.7
19.8,14.6
20.2,14.5
20.6,14.2
21.0,13.9
21.1,14.2
21.0,13.8
21.1,13.6
21.5,14.4
21.0,14.4
21.1,14.7
21.2,14.5
21.8,14.1
21.5,14.3
20.9,13.4
21.1,13.5
20.8,13.7
21.3,14.9
22.2,14.1
22.2,14.5
21.8,14.9
22.5,14.5
22.2,14.9
22.2,15.0
21.6,14.9
22.2,15.0
21.2,15.0
21.3,15.0
21.2,14.9
21.2,14.9
21.4,15.0
21.8,15.0
22.1,15.0
21.6,15.0
21.2,15.0
21.8,15.0
21.4,15.0
21.3,15.0
22.3,15.0
22.6,15.0
22.7,15.0
22.5,15.0
22.1,15.0
23.0,15.0
21.6,15.0
22.5,15.0
23.0,15.0
22.9,15.0
23.1,15.0
22.8,15.0
23.0,15.0
22.7,15.0
22.6,15.0
22.8,15.0
23.3,15.0
22.9,15.0
23.2,15.0
23.3,15.0
22.9,15.0
23.3,15.0
22.8,15.0
22.9,15.0
22.9,15.0
22.8,15.0
22.9,15.0
22.7,15.0
22.9,15.0
23.0,15.0
23.2,15.0
22.9,15.0
23.0,15.0
23.0,15.0
23.1,15.0
23.1,15.0
22.9,15.0
23.3,15.0
23.2,15.0
22.6,15.0
23.0,15.0
22.5,15.0
22.5,15.0
23.1,15.0
23.0,15.0
22.5,15.0
22.3,15.0
23.1,15.0
22.9,15.0
22.6,15.0
23.2,15.0
22.7,15.0
22.7,15.0
22.9,15.0
22.7,15.0
23.1,15.0
23.0,15.0
22.8,15.0
23.1,15.0
23.0,15.0
23.2,15.0
23.1,15.0
23.0,15.0
23.2,15.0
23.1,15.0
23.4,15.0
23.3,15.0
23.2,15.0
23.0,15.0
23.2,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,16.0
,15.0
,15.0
,15.0
,15.0
,14.6
,15.0
,14.9
,14.6
,15.0
,15.0
,14.9
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
,15.0
