DUT,REF
4.0,-10.8
4.0,-5.1
6.0,-11.8
7.7,-11.0
13.7,-6.0
15.2,-3.4
15.2,-11.9
15.6,-15.3
16.1,-12.0
16.0,-14.0
16.3,1.9
16.2,-0.6
15.1,0.8
15.1,2.0
15.3,-0.1
16.1,0.8
16.6,0.7
15.7,0.0
15.8,-1.2
16.2,-1.4
14.8,-2.5
15.0,2.1
14.9,1.4
16.4,-0.1
15.4,0.6
13.6,-0.3
13.5,0.1
14.5,0.1
15.7,1.3
16.0,-0.7
16.1,-0.8
16.0,-2.7
15.8,-1.5
16.4,-3.5
15.0,0.8
15.1,0.9
15.8,2.5
15.2,0.9
14.9,1.0
14.0,3.8
13.2,-0.6
13.7,-0.3
14.9,-1.2
16.2,0.9
16.7,-0.4
16.5,-1.1
16.9,-3.5
17.5,-3.8
15.5,-4.0
14.8,-1.8
15.0,0.3
14.8,1.8
15.4,3.7
15.8,1.7
16.6,2.1
17.2,-1.1
18.3,-1.0
18.7,-1.4
18.2,-0.2
18.7,0.3
18.9,2.6
18.3,1.4
18.4,5.7
17.7,6.2
18.0,6.8
18.1,7.4
19.0,8.9
18.8,8.1
19.4,8.7
19.4,7.6
18.1,5.6
18.7,9.5
18.3,7.9
17.8,9.8
17.6,10.6
17.7,10.5
17.7,9.7
18.4,8.2
19.1,9.1
19.8,7.8
20.4,6.8
20.5,4.6
20.6,5.1
20.3,8.0
20.5,10.2
20.4,13.6
19.7,16.9
20.1,17.9
20.8,17.5
20.5,18.6
20.0,18.8
19.3,17.2
19.9,17.0
19.7,14.6
19.8,17.4
20.0,17.4
19.9,16.6
20.6,14.6
20.3,12.5
20.2,13.8
20.1,17.6
19.8,17.9
20.0,17.4
20.1,18.3
20.1,17.8
20.1,18.0
20.4,16.9
20.5,17.3
20.3,17.4
19.9,17.7
20.1,17.7
19.4,18.4
19.5,18.1
20.1,17.7
20.1,17.6
19.7,18.2
20.4,16.5
20.5,16.6
20.4,17.6
21.0,18.1
20.9,18.3
20.8,18.3
21.0,18.1
20.8,18.0
20.5,18.0
20.1,18.7
20.3,19.0
20.6,18.7
20.7,18.9
20.6,18.9
20.8,19.0
20.9,18.9
20.8,18.8
20.8,18.2
21.0,18.9
21.2,18.8
20.7,18.8
20.6,18.8
20.8,18.9
20.8,18.9
20.7,18.5
20.7,18.8
20.8,19.0
20.3,18.2
20.2,18.8
20.0,18.8
,18.1
,18.8
,19.0
