DUT,REF
8.0,-16.0
1.0,-16.7
12.8,-17.8
6.2,-12.2
15.5,-15.0
14.9,-16.5
16.0,-16.0
15.7,-10.3
16.1,-0.3
15.1,-0.4
15.7,-2.3
14.9,-3.1
16.8,-0.7
17.0,-3.2
16.8,-3.1
16.7,-1.4
16.3,-0.5
14.9,-2.4
15.6,-2.6
15.3,0.0
16.2,-1.1
16.3,-2.8
16.1,0.1
16.7,-2.6
16.7,-1.2
17.1,-1.3
16.8,-0.2
16.8,-1.1
14.6,-0.4
16.6,-0.5
16.6,2.2
15.3,2.3
16.6,1.4
15.3,1.6
16.0,-2.2
15.5,-0.7
15.0,-0.7
13.7,-2.7
12.3,-3.0
13.0,-0.8
13.5,-0.2
15.5,-3.3
16.6,-2.4
15.6,-3.3
17.2,-3.9
17.5,-3.8
16.9,1.3
16.9,1.1
15.5,1.5
16.6,-1.1
17.4,1.2
15.7,-0.2
14.6,-0.5
14.6,-2.9
15.4,-0.3
15.9,0.9
15.9,-2.0
17.2,-2.8
17.2,-4.9
17.1,-5.2
17.1,-5.4
17.2,-0.6
15.9,-1.9
16.0,1.2
15.7,0.1
17.1,0.6
16.1,-0.6
16.8,-4.4
18.1,-2.7
18.3,-3.7
19.0,-1.5
19.4,-1.7
18.4,0.8
19.2,4.0
19.4,3.1
18.9,6.6
18.8,7.5
18.5,6.0
18.7,7.1
18.3,9.2
18.8,7.6
18.5,7.7
18.8,6.7
19.1,6.2
19.2,6.3
19.7,6.3
19.2,9.5
19.6,10.3
18.8,11.1
18.3,12.8
18.3,10.5
17.3,9.9
18.3,14.3
19.0,7.3
20.0,4.8
19.9,4.4
20.6,6.7
20.5,7.5
20.3,13.7
20.6,17.9
20.0,18.4
20.6,18.0
20.7,18.5
20.9,18.6
21.0,18.0
21.1,13.8
21.0,17.0
20.8,18.1
20.7,18.2
20.5,18.9
20.6,19.0
20.7,19.0
20.9,18.9
20.8,18.9
19.9,18.8
19.9,18.7
19.6,18.8
19.8,18.8
20.1,18.9
20.1,18.8
20.1,18.8
19.8,19.0
19.9,18.4
20.5,18.7
20.1,18.2
20.3,18.6
20.2,19.0
20.3,18.9
20.1,19.0
20.2,18.9
20.1,18.6
20.0,17.8
20.2,18.7
20.1,18.6
20.0,17.5
20.1,18.6
19.9,17.5
20.0,19.0
19.9,16.0
20.0,14.1
19.8,15.1
20.4,19.0
20.2,18.5
20.3,16.8
20.5,18.4
20.2,18.4
20.3,18.8
20.4,18.7
20.0,18.9
20.1,19.0
19.7,19.0
20.3,19.0
20.4,19.0
20.5,18.9
20.6,18.7
20.6,18.9
20.8,17.4
20.8,17.8
20.8,18.4
21.0,18.4
20.9,18.9
20.8,18.9
20.9,18.9
21.0,18.6
21.2,19.0
21.3,18.8
21.2,18.8
21.4,18.7
20.9,19.0
21.0,18.9
20.9,19.0
21.0,19.0
21.0,19.0
21.0,18.5
21.0,18.4
21.1,18.8
21.4,18.8
21.3,19.0
,18.9
,18.7
,18.9
,19.0
,18.9
,19.0
,19.0
