DUT,REF
7.9,6.3
16.8,15.1
17.0,15.8
16.7,15.5
17.1,15.3
16.4,15.7
16.8,15.7
16.5,15.6
16.8,15.1
17.0,15.6
16.4,15.1
16.5,15.9
16.4,15.6
16.2,15.8
16.4,15.4
16.6,15.0
16.6,15.2
16.7,15.5
16.9,15.3
16.8,15.8
16.5,15.6
17.0,15.3
17.0,15.2
17.0,14.8
17.0,15.4
17.1,15.2
16.6,15.5
16.8,15.3
16.8,15.4
17.0,15.5
17.3,15.4
17.1,15.3
17.2,15.3
16.9,15.4
16.9,15.5
16.9,15.1
16.8,15.6
17.0,15.0
17.1,15.2
17.1,15.3
17.1,15.3
16.8,14.9
16.8,15.3
17.1,15.3
16.9,15.5
17.0,14.9
16.6,15.3
16.3,15.4
16.4,15.2
16.3,15.5
16.9,15.1
16.8,15.3
16.8,14.9
17.1,15.3
16.4,15.1
16.8,15.9
16.7,15.5
16.9,15.4
16.8,15.4
16.9,15.6
16.7,15.5
16.8,15.6
17.0,15.4
16.9,14.8
17.2,15.1
17.0,15.7
16.9,15.4
17.2,15.5
17.1,15.4
17.0,15.5
17.1,15.3
17.2,15.4
16.9,14.9
16.8,15.1
17.0,15.7
16.8,15.7
17.0,15.9
17.1,15.7
16.9,15.4
17.2,15.4
17.0,15.9
17.1,15.3
17.1,15.4
16.9,15.7
17.3,15.8
17.8,15.4
17.4,15.1
17.4,15.4
17.2,15.7
17.0,15.5
17.2,15.7
17.6,15.3
17.6,15.0
17.7,15.5
17.8,15.4
17.5,15.3
17.8,15.5
17.9,15.4
18.0,15.2
17.8,15.7
18.0,15.1
18.5,15.5
18.5,15.4
18.7,15.4
18.5,15.1
18.5,15.4
18.5,15.6
18.3,15.2
18.4,15.6
18.0,15.6
17.4,15.1
16.8,14.9
17.1,15.3
17.4,15.5
17.1,15.7
16.7,15.2
17.2,15.6
17.0,15.7
16.6,15.0
16.9,15.8
16.5,15.4
17.0,15.5
16.6,15.7
16.8,15.2
17.1,15.6
17.2,15.8
16.9,15.2
17.1,15.4
17.3,15.5
17.0,15.5
17.1,15.5
17.1,15.5
17.5,15.6
16.9,15.8
16.9,15.5
17.1,15.3
17.3,15.4
17.8,15.1
17.3,14.7
17.5,15.8
18.4,16.4
17.3,15.4
17.4,15.3
17.2,15.4
17.3,15.9
17.5,15.6
17.8,15.3
17.7,16.6
18.0,16.9
17.7,16.4
17.5,15.1
17.7,15.7
17.8,16.3
18.3,16.4
18.2,16.1
17.9,15.4
17.5,14.8
17.6,14.3
16.9,14.6
17.1,14.6
16.8,13.7
17.5,15.3
17.0,16.3
17.5,15.7
18.0,16.2
18.4,14.9
18.2,15.4
17.6,15.8
16.9,15.8
17.1,16.1
17.4,15.9
17.3,16.2
18.5,15.9
18.6,16.2
18.6,16.2
18.2,15.7
17.6,15.5
17.6,15.7
18.3,15.7
17.6,15.2
18.0,15.7
18.4,16.2
18.2,15.9
17.8,16.2
18.5,15.3
17.9,14.5
17.6,14.5
16.5,15.1
16.7,15.8
18.8,16.4
17.7,16.2
15.5,15.2
15.9,14.9
16.6,16.1
17.8,15.9
16.6,16.2
17.2,16.5
17.8,16.6
17.4,16.2
17.7,16.1
18.0,16.2
18.0,16.2
18.4,16.5
19.3,16.4
19.5,16.7
19.6,17.2
19.8,17.4
19.6,17.4
19.7,17.4
20.0,17.8
19.9,17.9
20.2,18.0
20.2,17.9
20.0,17.9
19.8,17.7
19.5,17.5
19.6,17.8
19.8,17.9
20.0,17.8
19.8,18.0
20.2,18.0
20.5,18.0
20.5,18.0
20.5,18.0
20.4,18.0
20.2,17.9
20.4,18.0
20.7,18.0
20.7,18.0
19.9,18.0
20.3,18.0
20.0,18.0
20.4,18.0
20.5,18.0
20.5,18.0
20.3,18.0
20.0,18.0
20.2,18.0
20.2,18.0
20.4,18.0
20.0,18.0
20.4,18.0
20.2,18.0
20.1,18.0
20.3,18.0
20.6,18.0
20.7,18.0
20.7,18.0
20.7,18.0
20.6,18.0
20.7,18.0
20.2,18.0
20.5,18.0
20.2,18.0
20.5,18.0
20.6,18.0
20.8,18.0
20.8,18.0
20.7,18.0
20.7,18.0
20.5,18.0
20.7,18.0
20.9,18.0
20.9,18.0
20.9,18.0
20.9,18.0
20.8,18.0
20.8,18.0
21.0,18.0
20.8,18.0
20.7,18.0
20.8,18.0
20.8,18.0
21.0,18.0
21.0,18.0
20.9,18.0
21.1,18.0
20.9,18.0
20.9,18.0
21.0,18.0
21.0,18.0
20.9,18.0
21.0,18.0
21.1,18.0
20.8,18.0
20.9,18.0
21.3,18.0
21.1,18.0
21.1,18.0
21.1,18.0
21.3,18.0
21.1,18.0
20.9,18.0
21.2,18.0
21.2,18.0
21.4,18.0
21.2,18.0
21.2,18.0
21.1,18.0
21.3,18.0
21.3,18.0
21.3,18.0
21.0,18.0
21.0,18.0
21.5,18.0
21.0,18.0
21.0,18.0
22.4,18.0
22.1,18.0
22.4,18.0
22.2,18.0
22.3,18.0
22.1,18.0
22.2,18.0
22.5,18.0
22.4,18.0
22.0,18.0
22.2,18.0
22.0,18.0
22.4,18.0
22.4,18.0
22.0,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
,18.0
