DUT,REF
4.9,0.0
14.5,0.8
15.3,1.3
15.8,0.3
15.7,1.0
15.0,2.7
15.6,1.8
15.0,2.0
15.5,1.5
15.5,1.0
15.5,0.9
15.6,11.6
15.1,12.2
15.4,12.2
15.6,12.0
15.4,11.5
14.9,12.2
15.3,11.6
15.5,12.1
15.2,12.0
14.9,11.9
14.1,12.7
15.1,12.1
15.0,11.4
15.1,12.2
15.5,12.5
15.4,12.1
15.6,12.4
15.4,11.9
15.8,12.2
15.5,11.9
15.7,12.0
15.7,12.0
16.0,11.9
15.8,12.4
15.5,11.7
15.4,11.6
15.2,12.7
15.5,12.3
15.2,12.2
15.1,12.1
12.4,12.0
13.5,12.2
14.3,12.7
11.7,12.7
9.9,12.2
11.1,12.9
12.3,12.4
11.3,12.4
12.5,12.4
13.8,11.9
13.1,13.5
14.3,15.4
14.6,13.2
14.5,13.7
15.0,13.7
12.5,13.4
10.9,14.0
11.9,12.7
11.9,10.2
7.5,9.3
7.4,9.2
12.5,11.2
12.6,12.3
9.7,10.7
8.9,11.4
9.9,12.2
15.0,12.0
12.6,8.3
11.8,7.0
11.2,4.8
13.3,5.0
15.5,7.7
16.9,11.5
16.4,10.5
17.2,12.5
16.9,14.1
16.9,13.8
16.6,12.3
16.0,13.4
16.2,13.9
16.4,14.3
15.0,15.4
15.5,15.7
15.0,15.6
14.8,16.1
15.9,15.6
16.8,16.6
17.1,16.1
17.4,16.5
18.2,16.8
18.9,16.8
18.9,16.7
18.7,16.7
18.9,16.0
19.4,16.1
19.4,16.4
19.0,17.9
19.5,17.4
19.5,17.5
19.5,18.5
19.1,19.0
19.4,18.9
19.5,18.5
19.3,18.9
18.9,19.2
19.4,19.6
19.5,19.5
19.5,19.2
19.4,19.0
19.6,19.1
19.5,19.1
19.3,19.3
19.4,19.1
19.1,19.2
19.7,19.4
19.8,19.4
19.9,19.6
20.0,19.7
19.7,19.6
20.0,19.5
20.1,19.6
20.3,19.2
19.9,19.6
19.8,19.1
20.0,19.6
20.0,19.6
20.0,19.8
19.9,19.7
20.0,19.8
19.6,19.9
19.9,20.2
20.3,20.1
20.5,20.0
20.3,19.9
19.9,20.1
19.8,20.0
20.0,20.1
19.9,19.9
20.1,20.0
20.2,20.2
20.4,20.4
20.3,20.4
20.1,20.4
20.4,20.1
20.7,20.1
20.3,20.2
20.1,20.2
20.0,20.1
20.6,20.1
19.8,20.1
19.8,20.2
19.8,20.6
19.5,20.6
20.0,20.7
20.0,20.7
20.1,20.6
20.2,20.6
19.8,20.8
19.9,20.9
20.0,20.7
20.4,20.6
20.7,20.3
20.6,20.5
20.8,20.6
21.2,20.7
21.3,20.6
19.7,20.7
20.3,20.7
20.6,20.5
,20.7
,20.9
,20.9
,20.8
,20.9
,21.0
,21.1
,20.9
,21.0
,21.1
,21.2
,21.3
,21.3
,21.1
,21.0
,21.2
,21.1
