[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [System] Num of CC (Data),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Event] [Data call test detail events] IPERF Call Event,[LTE] [Data Throughput] [Downlink (All)] [PDSCH] PDSCH TP (Total),[LTE] [Data Throughput] [Uplink (All)] [PUSCH] PUSCH TP (Total)
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-75.190000,17.040000,,,,,,,,,417.783,,,426.655000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-75.240000,16.870000,,,,,,,,,397.038,,,421.563000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-75.270000,16.420000,,,,,,,,,422.251,,,455.659000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-75.050000,16.600000,,,,,,,,,455.266,,,486.231000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.890000,17.630000,,,,,,,,,498.567,,,540.882000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.680000,18.240000,,,,,,,,,522.621,,,542.029000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.340000,18.180000,,,,,,,,,499.152,,,497.182000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.570000,17.920000,,,,,,,,,433.579,,,471.503000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.420000,18.150000,,,,,,,,,477.925,,,527.527000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.470000,19.270000,,,,,,,,,527.164,,,533.756000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.420000,18.470000,,,,,,,,,500.701,,,548.018000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.030000,19.990000,,,,,,,,,539.359,,,554.261000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.140000,19.050000,,,,,,,,,535.083,,,579.737000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-73.890000,18.900000,,,,,,,,,538.936,,,554.532000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-73.830000,19.080000,,,,,,,,,436.145,,,439.364000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-73.920000,18.110000,,,,,,,,,292.873,,,286.266000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.630000,17.730000,,,,,,,,,247.181,,,253.985000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-73.940000,17.500000,,,,,,,,,236.590,,,241.707000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-73.790000,17.560000,,,,,,,,,216.838,,,234.461000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-73.520000,17.280000,,,,,,,,,210.554,,,221.436000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.800000,16.210000,,,,,,,,,206.246,,,213.833000,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.670000,17.090000,,,,,,,,,202.838,,,215.099000,
,,,,,,,,,,,,,,,,Download End Request,,,,,
,,,,,,,,,,,,,,,,Download Ended,,,,,
,,,N41(100)+N71(20)+N25(20)+N41(90),NR SA,4,902,-74.190000,16.440000,,,,,,,,,,,,206.765000,0.177000
,,,N41(100)+N71(20)+N25(20)+N41(90),,4,902,-72.750000,19.150000,,,,,,,,,,,,,
