IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Event] [Data call test detail events] IPERF Call Event,[Call Test] [iPerf] [Call Average] [Throughput] [Excluding SlowStart] UL Avg TP,[Call Test] [iPerf] [Throughput] DL TP (excl. slow start),[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT
1,1,,,-122.1276979,47.6306639,2025-09-14 23:01:31.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,-122.1276979,47.6306639,2025-09-14 23:01:32.000,DUTMergedFile.dml,442,-109.440000,4.400000,B66(20),,,,,,,,,,,,,,,,,,,,
3,1,,,-122.1276978,47.6306639,2025-09-14 23:01:33.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
4,1,,,-122.1276978,47.6306639,2025-09-14 23:01:34.000,DUTMergedFile.dml,442,-107.940000,8.400000,B66(20),,,,,,,,,,,,,,,,,,,,
5,1,,,-122.1276978,47.6306639,2025-09-14 23:01:35.000,DUTMergedFile.dml,442,-107.880000,7.900000,B66(20),,,,,,,,,,,,,,,,,,,,
6,1,,,-122.1276978,47.6306639,2025-09-14 23:01:36.000,DUTMergedFile.dml,442,-105.690000,9.600000,B66(20),,,,,,,,,,,,,,,,,,,,
7,1,,,-122.1276978,47.6306639,2025-09-14 23:01:37.000,DUTMergedFile.dml,442,-108.310000,5.700000,B66(20),,,,,,,,,,,,,,,,,,,,
8,1,,,-122.1276978,47.6306639,2025-09-14 23:01:38.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
9,1,,,-122.1276978,47.6306639,2025-09-14 23:01:39.000,DUTMergedFile.dml,442,-107.120000,5.200000,B66(20),,,,,,,,,,,,,,,,,,,,
10,1,,,-122.1276978,47.6306639,2025-09-14 23:01:40.000,DUTMergedFile.dml,442,-109.380000,4.800000,B66(20),,,,,,,,,,,,,,,,,,,,
11,1,,,-122.1276978,47.6306639,2025-09-14 23:01:41.000,DUTMergedFile.dml,442,-109.440000,1.600000,B66(20),,,,,,,,,,,,,,,,,,,,
12,1,,,-122.1276978,47.6306639,2025-09-14 23:01:42.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,-122.1276978,47.6306639,2025-09-14 23:01:43.000,DUTMergedFile.dml,442,-109.120000,5.200000,B66(20),,,,,,,,,,,,,,,,,,,,
14,1,,,-122.1276978,47.6306639,2025-09-14 23:01:44.021,DUTMergedFile.dml,,,,,,,,,,,,,,,Download Start Request,,,,,,,,,
15,1,,,-122.1276978,47.6306639,2025-09-14 23:01:44.000,DUTMergedFile.dml,442,-108.250000,2.000000,B66(20),LTE (20 MHz),,,,,,,,,,,,,,,,,,,
16,1,,,-122.1276978,47.6306639,2025-09-14 23:01:45.000,DUTMergedFile.dml,442,-110.580000,3.800000,B66(20)+B12(15)+B2(5),LTE 3CA,,,,,,,,,,,,,,,,,,,
17,1,,,-122.1276979,47.6306638,2025-09-14 23:01:45.741,DUTMergedFile.dml,,,,,,,,,,,,,,,Download File Size Retrieved,,,,,,,,,
18,1,,,-122.1276979,47.6306638,2025-09-14 23:01:45.741,DUTMergedFile.dml,,,,,,,,,,,,,,,Download Started,,,,,,,,,
19,1,,,-122.1276979,47.6306638,2025-09-14 23:01:46.000,DUTMergedFile.dml,442,-109.690000,4.480000,B66(20)+B12(15)+B2(5)+N71(20),NR NSA,967,-94.680000,-3.210000,,,,,,,,,,,,,,,,
20,1,,,-122.1276980,47.6306637,2025-09-14 23:01:47.000,DUTMergedFile.dml,442,-109.610000,5.410000,B66(20)+B2(5)+N71(20),NR NSA,967,-92.020000,-3.920000,,,,,,,,,,,,,,,,
21,1,,,-122.1276980,47.6306637,2025-09-14 23:01:48.000,DUTMergedFile.dml,442,-106.830000,7.500000,B66(20)+B2(5)+N71(20),NR NSA,967,-93.710000,-5.030000,,,,,,,,37.024,,,,,,,,
22,1,,,-122.1276980,47.6306637,2025-09-14 23:01:49.000,DUTMergedFile.dml,442,-107.440000,6.870000,B66(20)+B2(5)+N71(20),NR NSA,967,-95.170000,-4.990000,,,,,,,,21.529,,,,,,,,
23,1,,,-122.1276981,47.6306637,2025-09-14 23:01:50.000,DUTMergedFile.dml,442,-106.510000,7.200000,B66(20)+B2(5)+N71(20),NR NSA,967,-94.250000,-8.030000,,,,,,,,32.136,,,,,,,,
24,1,,,-122.1276981,47.6306637,2025-09-14 23:01:51.000,DUTMergedFile.dml,442,-109.130000,5.000000,B66(20)+B2(5)+N71(20),NR NSA,271,-96.780000,-6.680000,,,,,,,,43.561,,,,,,,,
25,1,,,-122.1276981,47.6306637,2025-09-14 23:01:52.000,DUTMergedFile.dml,442,-109.850000,4.560000,B66(20)+B2(5)+N71(20),NR NSA,271,-93.670000,-1.150000,,,,,,,,25.905,,,,,,,,
26,1,,,-122.1276981,47.6306637,2025-09-14 23:01:53.000,DUTMergedFile.dml,442,-110.680000,5.800000,B66(20)+B2(5)+N71(20),NR NSA,271,-92.780000,-2.450000,,,,,,,,41.509,,,,,,,,
27,1,,,-122.1276980,47.6306637,2025-09-14 23:01:54.000,DUTMergedFile.dml,442,-110.060000,5.650000,B66(20)+B2(5)+N71(20),NR NSA,271,-95.120000,-2.340000,,,,,,,,55.913,,,,,,,,
28,1,,,-122.1276980,47.6306637,2025-09-14 23:01:55.000,DUTMergedFile.dml,442,-109.540000,5.430000,B66(20)+B2(5)+N71(20),NR NSA,271,-95.800000,-1.070000,,,,,,,,66.322,,,,,,,,
29,1,,,-122.1276981,47.6306637,2025-09-14 23:01:56.000,DUTMergedFile.dml,442,-110.990000,3.710000,B66(20)+B2(5)+N71(20),NR NSA,271,-95.010000,-1.150000,,,,,,,,65.286,,,,,,,,
30,1,,,-122.1276981,47.6306637,2025-09-14 23:01:57.000,DUTMergedFile.dml,442,-111.290000,4.590000,B66(20)+B2(5)+N71(20),NR NSA,271,-93.840000,-0.720000,,,,,,,,85.812,,,,,,,,
31,1,,,-122.1276981,47.6306637,2025-09-14 23:01:58.000,DUTMergedFile.dml,442,-110.000000,4.730000,B66(20)+B2(5)+N71(20),NR NSA,271,-94.190000,-0.170000,,,,,,,,94.880,,,,,,,,
32,1,,,-122.1276981,47.6306637,2025-09-14 23:01:59.000,DUTMergedFile.dml,442,-109.920000,5.000000,B66(20)+B2(5)+N71(20),NR NSA,271,-94.230000,-2.840000,,,,,,,,97.226,,,,,,,,
33,1,,,-122.1276981,47.6306637,2025-09-14 23:02:00.000,DUTMergedFile.dml,442,-111.100000,3.510000,B66(20)+B2(5)+N71(20),NR NSA,271,-95.450000,-0.400000,,,,,,,,93.760,,,,,,,,
34,1,,,-122.1276980,47.6306637,2025-09-14 23:02:01.000,DUTMergedFile.dml,442,-109.940000,5.100000,B66(20)+B2(5)+N71(20),NR NSA,271,-94.390000,-1.740000,,,,,,,,78.558,,,,,,,,
35,1,,,-122.1276980,47.6306637,2025-09-14 23:02:02.000,DUTMergedFile.dml,442,-110.470000,3.550000,B66(20)+B2(5)+N71(20),NR NSA,271,-91.370000,-0.130000,,,,,,,,83.368,,,,,,,,
36,1,,,-122.1276980,47.6306637,2025-09-14 23:02:03.000,DUTMergedFile.dml,442,-109.920000,4.930000,B66(20)+B2(5)+N71(20),NR NSA,271,-92.080000,-0.230000,,,,,,,,98.143,,,,,,,,
37,1,,,-122.1276980,47.6306637,2025-09-14 23:02:04.000,DUTMergedFile.dml,442,-109.010000,6.240000,B66(20)+B2(5)+N71(20),NR NSA,271,-93.480000,-1.450000,,,,,,,,93.527,,,,,,,,
38,1,,,-122.1276980,47.6306637,2025-09-14 23:02:05.000,DUTMergedFile.dml,442,-109.060000,5.720000,B66(20)+B2(5)+N71(20),NR NSA,271,-95.740000,-3.970000,,,,,,,,91.428,,,,,,,,
39,1,,,-122.1276980,47.6306637,2025-09-14 23:02:06.000,DUTMergedFile.dml,442,-109.250000,5.580000,B66(20)+B2(5)+N71(20),NR NSA,271,-95.870000,-4.180000,,,,,,,,90.398,,,,,,,,
40,1,,,-122.1276980,47.6306636,2025-09-14 23:02:07.000,DUTMergedFile.dml,442,-109.610000,5.700000,B66(20)+B2(5)+N71(20),NR NSA,271,-96.850000,-7.290000,,,,,,,,96.135,,,,,,,,
41,1,,,-122.1276979,47.6306636,2025-09-14 23:02:08.000,DUTMergedFile.dml,442,-110.220000,4.940000,B66(20)+B2(5)+N71(20),NR NSA,967,-99.380000,-6.240000,,,,,,,,103.620,,,,,,,,
42,1,,,-122.1276979,47.6306636,2025-09-14 23:02:09.000,DUTMergedFile.dml,442,-109.600000,5.210000,B66(20)+B2(5)+N71(20),NR NSA,967,-96.360000,-6.500000,,,,,,,,85.857,,,,,,,,
43,1,,,-122.1276979,47.6306636,2025-09-14 23:02:10.000,DUTMergedFile.dml,442,-109.770000,4.470000,B66(20)+B2(5)+N71(20),NR NSA,967,-94.130000,-5.240000,,,,,,,,63.976,,,,,,,,
44,1,,,-122.1276979,47.6306636,2025-09-14 23:02:11.000,DUTMergedFile.dml,442,-109.470000,5.120000,B66(20)+B2(5)+N71(20),NR NSA,967,-94.700000,-5.500000,,,,,,,,105.006,,,,,,,,
45,1,,,-122.1276979,47.6306636,2025-09-14 23:02:12.000,DUTMergedFile.dml,442,-110.870000,3.590000,B66(20)+B2(5)+N71(20),NR NSA,967,-96.850000,-5.860000,,,,,,,,60.365,,,,,,,,
46,1,,,-122.1276979,47.6306636,2025-09-14 23:02:13.000,DUTMergedFile.dml,442,-110.990000,2.550000,B66(20)+B2(5)+N71(20),NR NSA,967,-96.040000,-5.870000,,,,,,,,74.671,,,,,,,,
47,1,,,-122.1276979,47.6306635,2025-09-14 23:02:14.000,DUTMergedFile.dml,442,-110.970000,2.440000,B66(20)+B2(5)+N71(20),NR NSA,967,-94.500000,-3.360000,,,,,,,,54.495,,,,,,,,
48,1,,,-122.1276978,47.6306635,2025-09-14 23:02:15.000,DUTMergedFile.dml,442,-110.850000,3.740000,B66(20)+B2(5)+N71(20),NR NSA,967,-94.120000,-6.560000,,,,,,,,12.972,,,,,,,,
49,1,,,-122.1276979,47.6306635,2025-09-14 23:02:16.000,DUTMergedFile.dml,442,-109.580000,4.360000,B66(20)+B2(5)+N71(20),NR NSA,967,-95.260000,-7.500000,,,,,,,,143.429,,,,,,,,
50,1,,,-122.1276979,47.6306635,2025-09-14 23:02:16.731,DUTMergedFile.dml,,,,,,,,,,,,,,,Download End Request,,,,,,,,,
51,1,,,-122.1276979,47.6306635,2025-09-14 23:02:16.816,DUTMergedFile.dml,,,,,,,,,,,,,,,Download Ended,,,,,,,,,
52,1,,,-122.1276979,47.6306635,2025-09-14 23:02:17.000,DUTMergedFile.dml,442,-110.970000,2.680000,B66(20)+B2(5)+N71(20),NR NSA,967,-101.100000,-10.810000,,,,,,,,43.430,,,,,,,,
53,1,,,-122.1276980,47.6306634,2025-09-14 23:02:18.000,DUTMergedFile.dml,442,-110.560000,2.530000,B66(20)+B2(5)+N71(20),,961,-97.940000,-6.910000,,,,,,,,,,,,,,,,
54,1,,,-122.1276980,47.6306634,2025-09-14 23:02:19.000,DUTMergedFile.dml,442,-109.280000,4.240000,B66(20)+B2(5)+N71(20),,961,-96.210000,-6.460000,,,,,,,,,,,,,,,,
55,1,,,-122.1276980,47.6306634,2025-09-14 23:02:20.000,DUTMergedFile.dml,442,-107.280000,2.760000,B66(20)+B2(5)+N71(20),,961,-94.900000,-5.740000,,,,,,,,,,,,,,,,
56,1,,,-122.1276981,47.6306634,2025-09-14 23:02:21.000,DUTMergedFile.dml,442,-106.780000,5.310000,B66(20)+B2(5)+N71(20),,961,-94.700000,-5.850000,,,,,,,,,,,,,,,,
57,1,,,-122.1276981,47.6306634,2025-09-14 23:02:22.000,DUTMergedFile.dml,442,-105.150000,6.600000,B66(20)+N71(20),,961,-96.080000,-8.220000,,,,,,,,,,,,,,,,
58,1,,,-122.1276981,47.6306634,2025-09-14 23:02:23.000,DUTMergedFile.dml,442,-105.970000,6.000000,B66(20)+N71(20),,961,-96.780000,-10.510000,,,,,,,,,,,,,,,,
59,1,,,-122.1276982,47.6306634,2025-09-14 23:02:24.000,DUTMergedFile.dml,442,-105.980000,6.660000,B66(20)+N71(20),,961,-98.040000,-11.350000,,,,,,,,,,,,,,,,
60,1,,,-122.1276982,47.6306634,2025-09-14 23:02:25.000,DUTMergedFile.dml,442,-106.450000,6.520000,B66(20)+N71(20),,967,-100.110000,-8.980000,,,,,,,,,,,,,,,,
61,1,,,-122.1276982,47.6306634,2025-09-14 23:02:26.000,DUTMergedFile.dml,442,-104.770000,8.660000,B66(20)+N71(20),,967,-95.410000,-5.880000,,,,,,,,,,,,,,,,
62,1,,,-122.1276982,47.6306634,2025-09-14 23:02:27.000,DUTMergedFile.dml,442,-107.190000,4.400000,B66(20)+N71(20),,967,-98.400000,-7.650000,,,,,,,,,,,,,,,,
63,1,,,-122.1276982,47.6306634,2025-09-14 23:02:28.000,DUTMergedFile.dml,442,-106.420000,6.290000,B66(20)+N71(20),,967,-97.280000,-8.390000,,,,,,,,,,,,,,,,
64,1,,,-122.1276982,47.6306633,2025-09-14 23:02:29.000,DUTMergedFile.dml,442,-106.640000,5.730000,B66(20)+N71(20),,967,-96.910000,-9.070000,,,,,,,,,,,,,,,,
65,1,,,-122.1276982,47.6306633,2025-09-14 23:02:30.000,DUTMergedFile.dml,442,-108.600000,3.060000,B66(20)+N71(20),,967,-97.620000,-7.820000,,,,,,,,,,,,,,,,
66,1,,,-122.1276982,47.6306633,2025-09-14 23:02:31.000,DUTMergedFile.dml,442,-108.410000,4.240000,B66(20),,,,,,,,,,,,,,,,,,,,
67,1,,,-122.1276982,47.6306633,2025-09-14 23:02:32.000,DUTMergedFile.dml,442,-109.540000,3.810000,B66(20),,,,,,,,,,,,,,,,,,,,
68,1,,,-122.1276982,47.6306633,2025-09-14 23:02:33.000,DUTMergedFile.dml,442,-108.950000,4.080000,B66(20),,,,,,,,,,,,,,,,,,,,
69,1,,,-122.1276982,47.6306633,2025-09-14 23:02:34.000,DUTMergedFile.dml,442,-109.000000,4.800000,B66(20),,,,,,,,,,,,,,,,,,,,
70,1,,,-122.1276983,47.6306633,2025-09-14 23:02:35.000,DUTMergedFile.dml,442,-107.190000,7.200000,B66(20),,,,,,,,,,,,,,,,,,,,
71,1,,,-122.1276983,47.6306633,2025-09-14 23:02:36.000,DUTMergedFile.dml,442,-107.120000,5.200000,B66(20),,,,,,,,,,,,,,,,,,,,
72,1,,,-122.1276983,47.6306633,2025-09-14 23:02:37.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
73,1,,,-122.1276983,47.6306633,2025-09-14 23:02:38.000,DUTMergedFile.dml,442,-107.810000,3.000000,B66(20),,,,,,,,,,,,,,,,,,,,
74,1,,,-122.1276982,47.6306633,2025-09-14 23:02:39.000,DUTMergedFile.dml,442,-107.810000,5.700000,B66(20),,,,,,,,,,,,,,,,,,,,
75,1,,,-122.1276982,47.6306633,2025-09-14 23:02:40.000,DUTMergedFile.dml,442,-107.380000,4.200000,B66(20),,,,,,,,,,,,,,,,,,,,
76,1,,,-122.1276982,47.6306633,2025-09-14 23:02:41.000,DUTMergedFile.dml,442,-107.880000,4.300000,B66(20),,,,,,,,,,,,,,,,,,,,
77,1,,,-122.1276982,47.6306633,2025-09-14 23:02:42.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
78,1,,,-122.1276982,47.6306633,2025-09-14 23:02:43.000,DUTMergedFile.dml,442,-107.750000,5.700000,B66(20),,,,,,,,,,,,,,,,,,,,
79,1,,,-122.1276982,47.6306633,2025-09-14 23:02:44.000,DUTMergedFile.dml,442,-108.380000,4.100000,B66(20),,,,,,,,,,,,,,,,,,,,
80,1,,,-122.1276982,47.6306633,2025-09-14 23:02:45.000,DUTMergedFile.dml,442,-106.380000,5.800000,B66(20),,,,,,,,,,,,,,,,,,,,
81,1,,,-122.1276982,47.6306633,2025-09-14 23:02:46.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
82,1,,,-122.1276982,47.6306633,2025-09-14 23:02:47.000,DUTMergedFile.dml,442,-107.620000,2.800000,B66(20),,,,,,,,,,,,,,,,,,,,
83,1,,,-122.1276982,47.6306633,2025-09-14 23:02:48.000,DUTMergedFile.dml,442,-105.880000,6.600000,B66(20),,,,,,,,,,,,,,,,,,,,
84,1,,,-122.1276982,47.6306632,2025-09-14 23:02:49.000,DUTMergedFile.dml,442,-106.310000,2.800000,B66(20),,,,,,,,,,,,,,,,,,,,
85,1,,,-122.1276982,47.6306632,2025-09-14 23:02:50.000,DUTMergedFile.dml,442,-108.690000,1.300000,B66(20),,,,,,,,,,,,,,,,,,,,
86,1,,,-122.1276982,47.6306632,2025-09-14 23:02:51.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
87,1,,,-122.1276982,47.6306632,2025-09-14 23:02:52.000,DUTMergedFile.dml,442,-108.880000,5.000000,B66(20),,,,,,,,,,,,,,,,,,,,
88,1,,,-122.1276981,47.6306632,2025-09-14 23:02:53.000,DUTMergedFile.dml,442,-109.060000,6.200000,B66(20),,,,,,,,,,,,,,,,,,,,
89,1,,,-122.1276981,47.6306632,2025-09-14 23:02:54.000,DUTMergedFile.dml,442,-108.190000,7.200000,B66(20),,,,,,,,,,,,,,,,,,,,
90,1,,,-122.1276981,47.6306632,2025-09-14 23:02:55.000,DUTMergedFile.dml,,,,,,,,,,,,,,,,,,,,,,,,
91,1,,,-122.1276982,47.6306632,2025-09-14 23:02:56.000,DUTMergedFile.dml,442,-106.060000,6.400000,B66(20),,,,,,,,,,,,,,,,,,,,
92,1,,,-122.1276982,47.6306632,2025-09-14 23:02:57.000,DUTMergedFile.dml,442,-106.750000,3.800000,B66(20),,,,,,,,,,,,,,,,,,,,
93,1,,,-122.1276982,47.6306632,2025-09-14 23:02:58.000,DUTMergedFile.dml,442,-107.000000,5.700000,B66(20),,,,,,,,,,,,,,,,,,,,
94,1,,,-122.1276983,47.6306632,2025-09-14 23:02:59.000,DUTMergedFile.dml,442,-107.620000,5.800000,B66(20),,,,,,,,,,,,,,,,,,,,
95,1,,,-122.1276983,47.6306632,2025-09-14 23:02:59.751,DUTMergedFile.dml,,,,,,,,,,,,,,,Download Start Request,,,,,,,,,
96,1,,,-122.1276983,47.6306632,2025-09-14 23:03:00.000,DUTMergedFile.dml,442,-108.360000,6.650000,B66(20),LTE (20 MHz),,,,,,,,,,,,,,,,,,,
97,1,,,-122.1276983,47.6306632,2025-09-14 23:03:01.000,DUTMergedFile.dml,442,-108.060000,5.920000,B66(20)+B12(15)+B2(5)+N41(90),NR NSA,67,-99.980000,14.500000,,,,,,,,,,,,,,,,
98,1,,,-122.1276983,47.6306632,2025-09-14 23:03:01.222,DUTMergedFile.dml,,,,,,,,,,,,,,,Download File Size Retrieved,,,,,,,,,
99,1,,,-122.1276983,47.6306632,2025-09-14 23:03:01.222,DUTMergedFile.dml,,,,,,,,,,,,,,,Download Started,,,,,,,,,
100,1,,,-122.1276983,47.6306631,2025-09-14 23:03:02.000,DUTMergedFile.dml,442,-110.160000,4.240000,B66(20)+N41(90),NR NSA,67,-100.690000,13.480000,,,,,,,,,,,,,,,,
101,1,,,-122.1276983,47.6306631,2025-09-14 23:03:03.000,DUTMergedFile.dml,442,-109.850000,4.030000,B66(20)+N41(90),NR NSA,67,-100.860000,12.100000,,,,,,,,,,,,,,,,
102,1,,,-122.1276983,47.6306631,2025-09-14 23:03:04.000,DUTMergedFile.dml,442,-108.750000,5.350000,B66(20)+N41(90),NR NSA,67,-102.960000,11.730000,,,,,,,,118.669,,,,,,,,
103,1,,,-122.1276983,47.6306631,2025-09-14 23:03:05.000,DUTMergedFile.dml,442,-109.270000,4.890000,B66(20)+N41(90),NR NSA,67,-103.050000,12.690000,,,,,,,,183.298,,,,,,,,
104,1,,,-122.1276983,47.6306631,2025-09-14 23:03:06.000,DUTMergedFile.dml,442,-107.050000,7.770000,B66(20)+N41(90),NR NSA,67,-103.010000,9.640000,,,,,,,,226.489,,,,,,,,
105,1,,,-122.1276983,47.6306631,2025-09-14 23:03:07.000,DUTMergedFile.dml,442,-108.060000,7.040000,B66(20)+N41(90),NR NSA,67,-102.860000,11.950000,,,,,,,,300.342,,,,,,,,
106,1,,,-122.1276983,47.6306631,2025-09-14 23:03:08.000,DUTMergedFile.dml,442,-108.380000,5.600000,B66(20)+N41(90),NR NSA,67,-101.840000,12.180000,,,,,,,,372.950,,,,,,,,
107,1,,,-122.1276983,47.6306631,2025-09-14 23:03:09.000,DUTMergedFile.dml,442,-108.580000,5.370000,B66(20)+N41(90),NR NSA,67,-101.810000,12.140000,,,,,,,,264.788,,,,,,,,
108,1,,,-122.1276983,47.6306631,2025-09-14 23:03:10.000,DUTMergedFile.dml,442,-109.620000,5.050000,B66(20)+N41(90),NR NSA,67,-104.450000,13.090000,,,,,,,,365.033,,,,,,,,
109,1,,,-122.1276983,47.6306631,2025-09-14 23:03:11.000,DUTMergedFile.dml,442,-110.730000,3.340000,B66(20)+N41(90),NR NSA,67,-102.620000,11.490000,,,,,,,,389.755,,,,,,,,
110,1,,,-122.1276984,47.6306630,2025-09-14 23:03:12.000,DUTMergedFile.dml,442,-112.650000,1.940000,B66(20)+N41(90),NR NSA,67,-102.520000,11.510000,,,,,,,,386.466,,,,,,,,
111,1,,,-122.1276984,47.6306630,2025-09-14 23:03:13.000,DUTMergedFile.dml,442,-109.060000,4.620000,B66(20)+N41(90),NR NSA,67,-102.570000,11.890000,,,,,,,,260.326,,,,,,,,
112,1,,,-122.1276984,47.6306630,2025-09-14 23:03:14.000,DUTMergedFile.dml,442,-109.340000,4.740000,B66(20)+N41(90),NR NSA,67,-101.350000,12.310000,,,,,,,,183.158,,,,,,,,
113,1,,,-122.1276984,47.6306630,2025-09-14 23:03:15.000,DUTMergedFile.dml,442,-107.670000,4.860000,B66(20)+N41(90),NR NSA,67,-100.030000,15.830000,,,,,,,,183.834,,,,,,,,
114,1,,,-122.1276984,47.6306630,2025-09-14 23:03:16.000,DUTMergedFile.dml,442,-107.960000,5.470000,B66(20)+N41(90),NR NSA,67,-97.560000,15.320000,,,,,,,,172.922,,,,,,,,
115,1,,,-122.1276984,47.6306630,2025-09-14 23:03:17.000,DUTMergedFile.dml,442,-108.310000,5.210000,B66(20)+N41(90),NR NSA,67,-96.900000,14.810000,,,,,,,,264.660,,,,,,,,
116,1,,,-122.1276984,47.6306630,2025-09-14 23:03:18.000,DUTMergedFile.dml,442,-108.310000,5.220000,B66(20)+N41(90),NR NSA,67,-97.630000,16.750000,,,,,,,,311.761,,,,,,,,
117,1,,,-122.1276984,47.6306630,2025-09-14 23:03:19.000,DUTMergedFile.dml,442,-109.010000,4.340000,B66(20)+N41(90),NR NSA,67,-96.860000,16.860000,,,,,,,,345.590,,,,,,,,
118,1,,,-122.1276984,47.6306630,2025-09-14 23:03:20.000,DUTMergedFile.dml,442,-108.540000,4.160000,B66(20)+N41(90),NR NSA,67,-97.450000,15.950000,,,,,,,,323.948,,,,,,,,
119,1,,,-122.1276984,47.6306630,2025-09-14 23:03:21.000,DUTMergedFile.dml,442,-109.080000,4.370000,B66(20)+N41(90),NR NSA,67,-97.140000,15.770000,,,,,,,,314.777,,,,,,,,
120,1,,,-122.1276984,47.6306630,2025-09-14 23:03:22.000,DUTMergedFile.dml,442,-110.220000,4.330000,B66(20)+N41(90),NR NSA,67,-97.570000,14.260000,,,,,,,,337.672,,,,,,,,
121,1,,,-122.1276984,47.6306630,2025-09-14 23:03:23.000,DUTMergedFile.dml,442,-109.250000,3.910000,B66(20)+N41(90),NR NSA,67,-98.030000,13.150000,,,,,,,,326.825,,,,,,,,
122,1,,,-122.1276984,47.6306630,2025-09-14 23:03:24.000,DUTMergedFile.dml,442,-108.920000,5.240000,B66(20)+N41(90),NR NSA,67,-98.600000,12.890000,,,,,,,,334.224,,,,,,,,
123,1,,,-122.1276984,47.6306630,2025-09-14 23:03:25.000,DUTMergedFile.dml,442,-107.990000,5.570000,B66(20)+N41(90),NR NSA,67,-97.960000,12.930000,,,,,,,,347.340,,,,,,,,
124,1,,,-122.1276984,47.6306630,2025-09-14 23:03:26.000,DUTMergedFile.dml,442,-107.930000,5.790000,B66(20)+N41(90),NR NSA,67,-97.570000,12.450000,,,,,,,,353.101,,,,,,,,
125,1,,,-122.1276984,47.6306630,2025-09-14 23:03:27.000,DUTMergedFile.dml,442,-109.680000,4.510000,B66(20)+N41(90),NR NSA,67,-97.160000,12.220000,,,,,,,,362.278,,,,,,,,
126,1,,,-122.1276984,47.6306630,2025-09-14 23:03:28.000,DUTMergedFile.dml,442,-109.220000,5.160000,B66(20)+N41(90),NR NSA,67,-99.110000,12.460000,,,,,,,,378.319,,,,,,,,
127,1,,,-122.1276984,47.6306630,2025-09-14 23:03:29.000,DUTMergedFile.dml,442,-110.360000,3.920000,B66(20)+N41(90),NR NSA,67,-100.720000,11.560000,,,,,,,,344.394,,,,,,,,
128,1,,,-122.1276984,47.6306630,2025-09-14 23:03:30.000,DUTMergedFile.dml,442,-109.260000,3.410000,B66(20)+N41(90),NR NSA,67,-99.750000,11.090000,,,,,,,,349.457,,,,,,,,
129,1,,,-122.1276984,47.6306630,2025-09-14 23:03:31.000,DUTMergedFile.dml,442,-110.180000,3.370000,B66(20)+N41(90),NR NSA,67,-99.690000,12.080000,,,,,,,,302.568,,,,,,,,
130,1,,,-122.1276984,47.6306630,2025-09-14 23:03:32.000,DUTMergedFile.dml,442,-109.410000,3.550000,B66(20)+N41(90),NR NSA,67,-100.110000,11.760000,,,,,,,,354.564,,,,,,,,
131,1,,,-122.1276984,47.6306630,2025-09-14 23:03:32.221,DUTMergedFile.dml,,,,,,,,,,,,,,,Download End Request,,,,,,,,,
132,1,,,-122.1276984,47.6306630,2025-09-14 23:03:32.306,DUTMergedFile.dml,,,,,,,,,,,,,,,Download Ended,,,,,,,,,
133,1,,,-122.1276984,47.6306630,2025-09-14 23:03:33.000,DUTMergedFile.dml,442,-111.380000,2.590000,B66(20)+N41(90),NR NSA,67,-99.930000,12.590000,,,,,,,,379.367,,,,,,,,
134,1,,,-122.1276984,47.6306630,2025-09-14 23:03:34.000,DUTMergedFile.dml,442,-109.000000,5.600000,B66(20)+N41(90),,67,-100.340000,11.270000,,,,,,,,,,,,,,,,
135,1,,,-122.1276984,47.6306630,2025-09-14 23:03:35.000,DUTMergedFile.dml,442,-109.920000,3.470000,B66(20)+N41(90),,67,-100.700000,11.150000,,,,,,,,,,,,,,,,
136,1,,,-122.1276985,47.6306631,2025-09-14 23:03:36.000,DUTMergedFile.dml,442,-111.000000,3.070000,B66(20)+N41(90),,67,-101.520000,10.480000,,,,,,,,,,,,,,,,
137,1,,,-122.1276985,47.6306631,2025-09-14 23:03:37.000,DUTMergedFile.dml,442,-110.440000,2.900000,B66(20)+N41(90),,67,-100.480000,11.350000,,,,,,,,,,,,,,,,
