Device,DUT,REF
1152,-64.0,-61.0
1153,-62.0,-58.0
1154,-62.0,-58.0
1155,-62.0,-58.0
1156,-56.0,-59.0
1157,-56.0,-59.0
1158,-56.0,-61.0
1159,-63.0,-61.0
1160,-63.0,-61.0
1161,-61.0,-60.0
1162,-61.0,-60.0
1163,-61.0,-61.0
1164,-64.0,-61.0
1165,-64.0,-61.0
1166,-64.0,-63.0
1167,-61.0,-63.0
1168,-61.0,-63.0
1169,-61.0,-65.0
1170,-60.0,-65.0
1171,-62.0,-65.0
1172,-64.0,-65.0
1173,-64.0,-64.5
1174,-68.0,-64.0
1175,-68.0,-64.0
1176,-68.0,-65.0
1177,-68.0,-65.0
1178,-68.0,-65.0
1179,-68.0,-69.0
1180,-62.0,-69.0
1181,-62.0,-69.0
1182,-62.0,-64.0
1183,-69.0,-64.0
1184,-69.0,-64.0
1185,-69.0,-64.0
1186,-62.0,-64.0
1187,-62.0,-64.0
1188,-62.0,-67.0
1189,-59.0,-67.0
1190,-59.0,-67.0
1191,-59.0,-66.0
1192,-59.0,-66.0
1193,-59.0,-66.0
1194,-59.0,-66.0
1195,-62.0,-66.0
1196,-62.0,-66.0
1197,-62.0,-65.0
1198,-59.0,-65.0
1199,-59.0,-65.0
1200,-59.0,-64.0
1201,-61.0,-64.0
1202,-61.0,-64.0
1203,-61.0,-65.0
1204,-61.0,-65.0
1205,-61.0,-65.0
1206,-61.0,-63.0
1207,-58.0,-63.0
1208,-58.0,-63.0
1209,-58.0,-65.0
1210,-60.0,-65.0
1211,-60.0,-65.0
1212,-60.0,-65.0
1213,-62.0,-65.0
1214,-62.0,-65.0
1215,-62.0,-69.0
1216,-59.0,-69.0
1217,-59.0,-69.0
1218,-59.0,-69.0
1219,-60.0,-69.0
1220,-60.0,-69.0
1221,-60.0,-68.0
1222,-60.0,-68.0
1223,-60.0,-68.0
1224,-60.0,-68.0
1225,-59.0,-68.0
1226,-59.0,-68.0
1227,-59.0,-70.0
1228,-58.0,-70.0
1229,-58.0,-70.0
1230,-58.0,-66.0
1231,-58.0,-66.0
1232,-58.0,-66.0
1233,-58.0,-66.0
1234,-60.0,-66.0
1235,-60.0,-66.0
1236,-60.0,-67.0
1237,-57.0,-67.0
1238,-57.0,-67.0
1239,-57.0,-68.0
1240,-53.0,-68.0
1241,-53.0,-68.0
1242,-53.0,-67.0
1243,-58.0,-67.0
1244,-58.0,-67.0
1245,-58.0,-68.0
1246,-61.0,-68.0
1247,-61.0,-68.0
1248,-61.0,-69.0
1249,-62.0,-69.0
1250,-62.0,-69.0
1251,-62.0,-74.0
1252,-54.0,-76.0
1253,-54.0,-76.0
1254,-54.0,-76.0
1255,-54.0,-76.0
1256,-54.0,-76.0
1257,-54.0,-76.0
1258,-57.0,-74.0
1259,-57.0,-74.0
1260,-57.0,-74.0
1261,-57.0,-74.0
1262,-57.0,-74.0
1263,-57.0,-74.0
1264,-52.0,-74.0
1265,-52.0,-74.0
1266,-52.0,-74.0
1267,-51.0,-74.0
1268,-51.0,-74.0
1269,-51.0,-74.0
1270,-54.0,-69.0
1271,-54.0,-69.0
1272,-54.0,-69.0
1273,-51.0,-72.0
1274,-51.0,-72.0
1275,-51.0,-72.0
1276,-52.0,-73.0
1277,-52.0,-73.0
1278,-52.0,-73.0
1279,-55.0,-77.0
1280,-55.0,-77.0
1281,-55.0,-77.0
1282,-53.0,-75.0
1283,-53.0,-73.0
1284,-53.0,-73.0
1285,-49.0,-73.0
1286,-49.0,-71.0
1287,-49.0,-71.0
1288,-51.0,-71.0
1289,-51.0,-71.0
1290,-51.0,-71.0
1291,-53.0,-71.0
1292,-53.0,-73.0
1293,-53.0,-73.0
1294,-54.0,-73.0
1295,-54.0,-74.0
1296,-54.0,-74.0
1297,-50.0,-74.0
1298,-50.0,-74.0
1299,-50.0,-74.0
1300,-50.0,-74.0
1301,-50.5,-76.0
1302,-51.0,-76.0
1303,-51.0,-76.0
1304,-50.0,-78.0
1305,-50.0,-78.0
1306,-50.0,-78.0
1307,-46.0,-75.0
1308,-46.0,-75.0
1309,-46.0,-75.0
1310,-51.0,-75.0
1311,-51.0,-75.0
1312,-53.0,-75.0
1313,-53.0,-74.0
1314,-53.0,-74.0
1315,-51.0,-75.0
1316,-51.0,-75.0
1317,-52.0,-75.0
1318,-52.0,-75.0
1319,-52.0,-75.0
1320,-45.0,-75.0
1321,-45.0,-74.0
1322,-45.5,-74.0
1323,-46.0,-74.0
1324,-48.5,-74.0
1325,-51.0,-74.0
1326,-51.0,-74.0
1327,-51.0,-74.0
1328,-51.0,-74.0
1329,-51.0,-74.0
1330,-49.0,-71.0
1331,-49.0,-71.0
1332,-49.0,-71.0
1333,-50.0,-74.0
1334,-50.0,-74.0
1335,-50.0,-74.0
1336,-49.0,-76.0
1337,-49.0,-76.0
1338,-49.0,-76.0
1339,-52.0,-76.0
1340,-52.0,-76.0
1341,-52.0,-76.0
1342,-50.0,-71.0
1343,-50.0,-71.0
1344,-50.0,-71.0
1345,-50.0,-76.0
1346,-50.0,-76.0
1347,-50.0,-76.0
1348,-50.0,-76.0
1349,-50.0,-76.0
1350,-50.0,-76.0
1351,-50.0,-76.0
1352,-50.0,-76.0
1353,-48.0,-71.0
1354,-48.0,-71.0
1355,-48.0,-71.0
1356,-51.0,-78.0
1357,-51.0,-78.0
1358,-51.0,-78.0
1359,-53.0,-72.0
1360,-53.0,-72.0
1361,-53.0,-72.0
1362,-51.0,-73.0
1363,-51.0,-73.0
1364,-51.0,-73.0
1365,-49.0,-68.0
1366,-49.0,-68.0
1367,-49.0,-68.0
1368,-53.0,-74.0
1369,-53.0,-74.0
1370,-53.0,-74.0
1371,-56.0,-65.0
1372,-56.0,-65.0
1373,-56.0,-65.0
1374,-51.0,-63.0
1375,-51.0,-63.0
1376,-51.0,-63.0
1377,-52.0,-63.0
1378,-52.0,-63.0
1379,-52.0,-63.0
1380,-54.0,-63.0
1381,-54.0,-66.0
1382,-54.0,-66.0
1383,-47.0,-66.0
1384,-47.0,-66.0
1385,-47.0,-66.0
1386,-52.0,-66.0
1387,-52.0,-66.0
1388,-52.0,-64.0
1389,-50.0,-64.0
1390,-50.0,-64.0
1391,-50.0,-59.0
1392,-57.0,-59.0
1393,-57.0,-59.0
1394,-57.0,-59.0
1395,-55.0,-59.0
1396,-55.0,-59.0
1397,-55.0,-61.0
1398,-52.0,-61.0
1399,-52.0,-61.0
1400,-52.0,-67.0
1401,-59.0,-67.0
1402,-59.0,-67.0
1403,-59.0,-65.0
1404,-55.0,-65.0
1405,-55.0,-65.0
1406,-55.0,-59.0
1407,-55.0,-59.0
1408,-55.0,-59.0
1409,-55.0,-61.0
1410,-56.0,-61.0
1411,-56.0,-61.0
1412,-56.0,-64.0
1413,-57.0,-64.0
1414,-57.0,-64.0
1415,-57.0,-65.0
1416,-57.0,-65.0
1417,-57.0,-64.0
1418,-57.0,-64.0
1419,-57.0,-64.0
1420,-57.0,-60.0
1421,-57.0,-60.0
1422,-58.0,-60.0
1423,-58.0,-64.0
1424,-58.0,-64.0
1425,-54.0,-64.0
1426,-54.0,-61.0
1427,-54.0,-61.0
1428,-56.0,-61.0
1429,-56.0,-62.0
1430,-56.0,-62.0
1431,-61.0,-62.0
1432,-61.0,-59.0
1433,-61.0,-59.0
1434,-58.0,-59.0
1435,-58.0,-66.0
1436,-58.0,-66.0
1437,-60.0,-66.0
1438,-60.0,-67.0
1439,-60.0,-67.0
1440,-57.0,-67.0
1441,-57.0,-65.0
1442,-57.0,-65.0
1443,-61.0,-65.0
1444,-61.0,-61.0
1445,-61.0,-61.0
1446,-58.0,-61.0
1447,-58.0,-60.0
1448,-58.0,-60.0
1449,-57.0,-60.0
1450,-57.0,-60.0
1451,-57.0,-59.0
1452,-65.0,-59.0
1453,-65.0,-59.0
1454,-65.0,-58.0
1455,-64.0,-58.0
1456,-64.0,-58.0
1457,-64.0,-57.0
1458,-64.0,-57.0
1459,-64.0,-57.0
1460,-64.0,-56.0
1461,-65.0,-56.0
1462,-65.0,-56.0
1463,-65.0,-55.0
1464,-62.0,-55.0
1465,-62.0,-55.0
1466,-62.0,-57.0
1467,-63.0,-57.0
1468,-63.0,-57.0
1469,-63.0,-56.0
1470,-62.0,-56.0
1471,-62.0,-56.0
1472,-62.0,-54.0
1473,-63.0,-54.0
1474,-63.0,-54.0
1475,-63.0,-55.0
1476,-63.0,-55.0
1477,-63.0,-55.0
1478,-63.0,-60.0
1479,-62.0,-60.0
1480,-62.0,-60.0
1481,-62.0,-56.0
1482,-60.0,-56.0
1483,-60.0,-56.0
1484,-60.0,-56.0
1485,-63.0,-56.0
1486,-63.0,-56.0
1487,-63.0,-56.0
1488,-68.0,-56.0
1489,-58.0,-56.0
1490,-58.0,-56.0
1491,-58.0,-57.0
1492,-58.0,-57.0
1493,-57.0,-57.0
1494,-57.0,-58.0
1495,-60.0,-58.0
1496,-60.0,-58.0
1497,-62.0,-58.0
1498,-62.0,-58.0
1499,-66.0,-57.0
1500,-66.0,-57.0
1501,-66.0,-62.0
1502,-65.0,-62.0
1503,-65.0,-60.0
1504,-60.0,-60.0
1505,-60.0,-60.0
1506,-62.0,-60.0
1507,-64.0,-60.0
1508,-57.0,-58.0
1509,-57.0,-58.0
1510,-57.0,-58.0
1511,-60.0,-59.0
1512,-60.0,-59.0
1513,-61.5,-59.0
1514,-63.0,-59.0
1515,-65.0,-59.0
1516,-65.0,-59.0
1517,-65.0,-59.0
1518,-59.0,-59.0
1519,-58.5,-59.0
1520,-58.0,-60.0
1521,-58.0,-60.0
1522,-61.0,-60.0
1523,-61.0,-59.0
1524,-61.0,-59.0
1525,-62.0,-59.0
1526,-62.0,-58.0
1527,-62.0,-58.0
1528,-60.0,-61.0
1529,-60.0,-62.0
1530,-60.0,-62.0
1531,-60.0,-64.0
1532,-60.0,-64.0
1533,-60.0,-64.0
1534,-59.0,-60.0
1535,-59.0,-60.0
1536,-60.0,-60.0
1537,-60.0,-63.0
1538,-60.0,-63.0
1539,-58.0,-63.0
1540,-58.0,-64.0
1541,-58.0,-64.0
1542,-60.0,-64.0
1543,-60.0,-64.0
1544,-60.0,-64.0
1545,-58.0,-64.0
1546,-58.0,-64.0
1547,-58.0,-64.0
1548,-57.0,-64.0
1549,-57.0,-64.0
1550,-57.0,-64.0
1551,-58.0,-61.0
1552,-58.0,-61.0
1553,-58.0,-61.0
1554,-61.0,-62.0
1555,-61.0,-62.0
1556,-58.5,-62.0
1557,-56.0,-64.0
1558,-56.0,-64.0
1559,-55.0,-64.0
1560,-55.0,-65.0
1561,-55.0,-65.0
1562,-55.0,-65.0
1563,-55.0,-67.0
1564,-55.0,-67.0
1565,-57.0,-68.0
1566,-57.0,-68.0
1567,-57.0,-68.0
1568,-54.0,-67.0
1569,-54.0,-67.0
1570,-54.0,-66.0
1571,-54.0,-66.0
1572,-54.0,-66.0
1573,-54.0,-66.0
1574,-53.0,-66.0
1575,-53.0,-66.0
1576,-53.0,-66.0
1577,-56.0,-66.0
1578,-56.0,-66.0
1579,-56.0,-66.0
1580,-54.0,-66.0
1581,-54.0,-66.0
1582,-54.0,-66.0
1583,-53.0,-66.0
1584,-53.0,-66.0
1585,-53.0,-66.0
1586,-53.0,-66.0
1587,-53.0,-66.0
1588,-53.0,-66.0
1589,-54.0,-66.0
1590,-54.0,-66.0
1591,-54.0,-66.0
1592,-52.0,-66.0
1593,-52.0,-66.0
1594,-52.0,-66.0
1595,-57.0,-66.0
1596,-57.0,-66.0
1597,-57.0,-66.0
1598,-55.0,-66.0
1599,-55.0,-66.0
1600,-55.0,-66.0
1601,-53.0,-66.0
1602,-53.0,-66.0
1603,-53.0,-66.0
1604,-53.0,-66.0
1605,-53.0,-66.0
1606,-53.0,-66.0
1607,-57.0,-66.0
1608,-57.0,-70.0
1609,-55.0,-70.0
1610,-53.0,-70.0
1611,-53.0,-71.0
1612,-56.0,-71.0
1613,-56.0,-71.0
1614,-56.0,-75.0
1615,-50.0,-75.0
1616,-50.0,-75.0
1617,-50.0,-77.0
1618,-52.0,-77.0
1619,-52.0,-77.0
1620,-52.0,-74.0
1621,-53.0,-74.0
1622,-53.0,-74.0
1623,-53.0,-74.0
1624,-54.0,-74.0
1625,-54.0,-74.0
1626,-54.0,-70.0
1627,-51.0,-70.0
1628,-51.0,-70.0
1629,-51.0,-72.0
1630,-50.0,-72.0
1631,-50.0,-72.0
1632,-50.0,-73.0
1633,-51.0,-73.0
1634,-51.0,-73.0
1635,-51.0,-73.0
1636,-50.0,-73.0
1637,-50.0,-73.0
1638,-50.0,-75.0
1639,-50.0,-75.0
1640,-50.0,-75.0
1641,-50.0,-75.0
1642,-51.0,-75.0
1643,-51.0,-70.0
1644,-51.0,-70.0
1645,-54.0,-70.0
1646,-54.0,-69.0
1647,-54.0,-69.0
1648,-53.0,-69.0
1649,-53.0,-64.0
1650,-53.0,-64.0
1651,-53.0,-64.0
1652,-53.0,-65.0
1653,-53.0,-65.0
1654,-50.0,-65.0
1655,-50.0,-75.0
1656,-50.0,-75.0
1657,-48.0,-75.0
1658,-48.0,-75.0
1659,-48.0,-75.0
1660,-46.0,-75.0
1661,-46.0,-68.0
1662,-46.0,-68.0
1663,-47.0,-68.0
1664,-47.0,-71.0
1665,-47.0,-71.0
1666,-50.0,-71.0
1667,-50.0,-71.0
1668,-50.0,-71.0
1669,-51.0,-71.5
1670,-51.0,-66.0
1671,-51.0,-66.0
1672,-47.0,-66.0
1673,-47.0,-67.0
1674,-47.0,-67.0
1675,-46.0,-67.0
1676,-46.0,-68.0
1677,-46.0,-68.0
1678,-49.0,-68.0
1679,-49.0,-65.0
1680,-49.0,-65.0
1681,-46.0,-65.0
1682,-46.0,-64.0
1683,-46.0,-64.0
1684,-45.0,-64.0
1685,-45.0,-63.0
1686,-45.0,-63.0
1687,-49.0,-63.0
1688,-49.0,-65.0
1689,-49.0,-65.0
1690,-51.0,-65.0
1691,-51.0,-70.0
1692,-51.0,-70.0
1693,-51.0,-70.0
1694,-51.0,-70.0
1695,-51.0,-70.0
1696,-50.0,-70.0
1697,-50.0,-68.0
1698,-50.0,-68.0
1699,-49.0,-68.0
1700,-49.0,-64.0
1701,-49.0,-64.0
1702,-48.0,-64.0
1703,-48.0,-69.0
1704,-48.0,-69.0
1705,-50.0,-69.0
1706,-50.0,-66.0
1707,-50.0,-66.0
1708,-48.0,-66.0
1709,-48.0,-66.0
1710,-48.0,-66.0
1711,-48.0,-66.0
1712,-48.0,-66.0
1713,-48.0,-66.0
1714,-49.0,-61.0
1715,-49.0,-61.0
1716,-49.0,-61.0
1717,-52.0,-60.0
1718,-52.0,-60.0
1719,-52.0,-60.0
1720,-50.0,-66.0
1721,-50.0,-66.0
1722,-50.0,-66.0
1723,-49.0,-68.0
1724,-49.0,-68.0
1725,-49.0,-68.0
1726,-49.0,-69.0
1727,-43.0,-69.0
1728,-43.0,-69.0
1729,-49.0,-64.0
1730,-49.0,-64.0
1731,-52.0,-64.0
1732,-52.0,-70.0
1733,-48.0,-70.0
1734,-48.0,-70.0
1735,-48.0,-61.0
1736,-48.0,-61.0
1737,-48.0,-61.0
1738,-48.0,-61.0
1739,-48.0,-61.0
1740,-48.0,-61.0
1741,-47.0,-67.0
1742,-47.0,-67.0
1743,-47.0,-67.0
1744,-46.0,-65.0
1745,-46.0,-65.0
1746,-46.5,-65.0
1747,-47.0,-65.0
1748,-47.0,-65.0
1749,-48.0,-65.0
1750,-48.0,-65.0
1751,-48.0,-65.0
1752,-48.0,-65.0
1753,-48.0,-65.0
1754,-48.0,-65.0
1755,-53.0,-65.0
1756,-53.0,-65.0
1757,-53.0,-65.0
1758,-50.0,-65.0
1759,-50.0,-65.0
1760,-50.0,-65.0
1761,-52.0,-65.0
1762,-52.0,-65.0
1763,-52.0,-65.0
1764,-52.0,-65.0
1765,-52.0,-65.0
1766,-52.0,-65.0
1767,-52.0,-65.0
1768,-52.0,-65.0
1769,-52.0,-66.0
1770,-53.0,-66.0
1771,-53.0,-66.0
1772,-53.0,-64.0
1773,-52.0,-64.0
1774,-52.0,-64.0
1775,-52.0,-69.0
1776,-52.0,-69.0
1777,-52.0,-69.0
1778,-52.0,-69.0
1779,-52.0,-69.0
1780,-52.0,-69.0
1781,-52.0,-69.0
1782,-53.0,-69.0
1783,-53.0,-69.0
1784,-53.0,-68.0
1785,-56.0,-68.0
1786,-56.0,-68.0
1787,-56.0,-64.0
1788,-55.0,-64.0
1789,-55.0,-64.0
1790,-55.0,-59.0
1791,-47.0,-59.0
1792,-47.0,-59.0
1793,-47.0,-60.0
1794,-47.0,-60.0
1795,-47.0,-60.0
1796,-47.0,-59.0
1797,-46.0,-59.0
1798,-46.0,-59.0
1799,-46.0,-63.0
1800,-48.0,-63.0
1801,-48.0,-62.0
1802,-48.0,-62.0
1803,-48.0,-62.0
1804,-48.0,-62.0
1805,-48.0,-62.0
1806,-49.0,-62.0
1807,-49.0,-63.0
1808,-49.0,-63.0
1809,-47.0,-63.0
1810,-47.0,-62.0
1811,-47.0,-62.0
1812,-45.0,-62.0
1813,-45.0,-60.0
1814,-45.0,-60.0
1815,-46.0,-60.0
1816,-46.0,-62.0
1817,-46.0,-62.0
1818,-47.0,-62.0
1819,-47.0,-58.0
1820,-47.0,-58.0
1821,-49.0,-58.0
1822,-49.0,-53.0
1823,-49.0,-53.0
1824,-47.0,-53.0
1825,-47.0,-56.0
1826,-47.0,-56.0
1827,-47.0,-56.0
1828,-47.0,-52.0
1829,-47.0,-52.0
1830,-49.0,-52.0
1831,-49.0,-53.0
1832,-49.0,-53.0
1833,-46.0,-53.0
1834,-46.0,-53.0
1835,-46.0,-53.0
1836,-48.0,-54.0
1837,-48.0,-54.0
1838,-48.0,-54.0
1839,-47.0,-54.0
1840,-47.0,-54.0
1841,-47.0,-54.0
1842,-50.0,-54.0
1843,-50.0,-54.0
1844,-50.0,-54.0
1845,-53.0,-57.0
1846,-53.0,-57.0
1847,-53.0,-57.0
1848,,-58.0
1849,,-58.0
1850,,-58.0
1851,,-58.0
1852,,-58.0
1853,,-58.0
1854,,-58.0
1855,,-58.0
1856,,-58.0
1857,,-57.0
1858,,-57.0
1859,,-57.0
1860,,-53.0
1861,,-53.0
1862,,-53.0
1863,,-55.0
1864,,-55.0
1865,,-55.0
1866,,-55.0
1867,,-55.0
1868,,-55.0
1869,,-56.0
1870,,-56.0
1871,,-56.0
1872,,-55.0
1873,,-55.0
1874,,-55.0
1875,,-52.0
1876,,-52.0
1877,,-52.0
1878,,-52.0
1879,,-52.0
1880,,-52.0
1881,,-52.0
1882,,-52.0
1883,,-52.0
1884,,-52.0
1885,,-52.0
1886,,-52.0
1887,,-52.0
1888,,-52.0
1889,,-52.0
1890,,-55.0
1891,,-55.0
1892,,-55.0
1893,,-52.0
1894,,-52.0
1895,,-52.0
1896,,-53.0
1897,,-53.0
1898,,-55.0
1899,,-55.0
1900,,-55.0
1901,,-56.0
1902,,-56.0
1903,,-56.0
1904,,-53.0
1905,,-53.0
1906,,-53.0
1907,,-52.0
1908,,-52.0
1909,,-52.0
1910,,-53.0
1911,,-53.0
1912,,-53.0
1913,,-53.0
1914,,-53.0
1915,,-53.0
1916,,-59.0
1917,,-59.0
1918,,-59.0
1919,,-59.0
1920,,-59.0
1921,,-59.0
1922,,-57.0
1923,,-57.0
1924,,-57.0
1925,,-54.0
1926,,-54.0
1927,,-54.0
1928,,-52.0
1929,,-52.0
1930,,-52.0
1931,,-50.0
1932,,-50.0
1933,,-50.0
1934,,-51.0
1935,,-51.0
1936,,-51.0
1937,,-52.0
1938,,-52.0
1939,,-52.0
1940,,-54.0
1941,,-54.0
1942,,-54.0
1943,,-53.0
1944,,-53.0
1945,,-53.0
1946,,-55.0
1947,,-55.0
1948,,-55.0
1949,,-51.0
1950,,-51.0
1951,,-51.0
1952,,-53.0
1953,,-53.0
1954,,-53.0
1955,,-52.0
1956,,-52.0
1957,,-52.0
1958,,-52.0
1959,,-52.0
1960,,-52.0
1961,,-52.0
1962,,-52.0
1963,,-52.0
1964,,-52.0
1965,,-52.0
1966,,-52.0
1967,,-53.0
1968,,-53.0
1969,,-53.0
1970,,-54.0
1971,,-54.0
1972,,-54.0
1973,,-57.0
1974,,-57.0
1975,,-57.0
1976,,-54.0
1977,,-54.0
1978,,-54.0
1979,,-54.0
1980,,-54.0
1981,,-54.0
1982,,-54.0
1983,,-54.0
1984,,-54.0
1985,,-51.0
1986,,-51.0
1987,,0.0
1988,,0.0
1989,,0.0
1990,,-75.0
1991,,-75.0
1992,,-75.0
1993,,-74.0
1994,,-74.0
1995,,-74.0
1996,,-73.0
1997,,-73.0
1998,,-73.0
1999,,-72.0
2000,,-72.0
2001,,-72.0
2002,,-71.0
2003,,-71.0
2004,,-71.0
