Device,MO DUT,MT DUT,MO REF,MT REF
1,-74.0,-70.0,-71.0,-59.0
2,-74.0,-70.0,-71.0,-59.0
3,-74.0,-70.0,-71.0,-59.0
4,-74.0,-70.0,-72.0,-59.0
5,-74.0,-70.0,-72.0,-59.0
6,-74.0,-70.0,-72.0,-59.0
7,-74.0,-71.0,-72.0,-58.0
8,-74.0,-71.0,-72.0,-58.0
9,-74.0,-71.0,-72.0,-58.0
10,-74.0,-71.0,-72.0,-60.0
11,-74.0,-71.0,-72.0,-60.0
12,-74.0,-71.0,-72.0,-60.0
13,-74.0,-70.0,-72.0,-59.0
14,-74.0,-70.0,-72.0,-59.0
15,-74.0,-70.0,-72.0,-59.0
16,-74.0,-70.0,-72.0,-59.0
17,-74.0,-70.0,-72.0,-59.0
18,-72.0,-70.0,-72.0,-59.0
19,-72.0,-71.0,-72.0,-61.0
20,-72.0,-71.0,-72.0,-61.0
21,-72.0,-71.0,-72.0,-61.0
22,-72.0,-71.0,-72.0,-61.0
23,-72.0,-71.0,-72.0,-61.0
24,-74.0,-71.0,-72.0,-61.0
25,-74.0,-69.0,-72.0,-61.0
26,-74.0,-69.0,-72.0,-61.0
27,-74.0,-69.0,-72.0,-61.0
28,-74.0,-69.0,-73.0,-62.0
29,-74.0,-69.0,-73.0,-62.0
30,-73.0,-69.0,-73.0,-62.0
31,-73.0,-70.0,-74.0,-61.0
32,-73.0,-70.0,-74.0,-61.0
33,-73.0,-70.0,-74.0,-61.0
34,-73.0,-70.0,-74.0,-61.0
35,-73.0,-70.0,-74.0,-61.0
36,-73.0,-70.0,-74.0,-61.0
37,-73.0,-70.0,-74.0,-63.0
38,-73.0,-70.0,-74.0,-63.0
39,-73.0,-70.0,-74.0,-63.0
40,-73.0,-71.0,-74.0,-67.0
41,-73.0,-71.0,-74.0,-67.0
42,-73.0,-71.0,-74.0,-67.0
43,-72.5,-70.0,-73.0,-67.0
44,-72.0,-70.0,-73.0,-67.0
45,-72.0,-70.0,-73.0,-67.0
46,-74.0,-70.0,-74.0,-66.0
47,-74.0,-70.0,-74.0,-66.0
48,-74.0,-70.0,-74.0,-66.0
49,-74.0,-72.0,-73.0,-67.0
50,-74.0,-72.0,-73.0,-67.0
51,-74.0,-72.0,-73.0,-67.0
52,-74.0,-72.0,-73.0,-65.0
53,-74.0,-72.0,-73.0,-65.0
54,-74.0,-71.0,-73.0,-65.0
55,-73.0,-70.0,-73.0,-68.0
56,-73.0,-70.0,-73.0,-68.0
57,-73.0,-70.0,-73.0,-68.0
58,-73.0,-70.0,-73.0,-68.0
59,-73.0,-70.0,-73.0,-68.0
60,-73.0,-71.0,-73.0,-68.0
61,-73.0,-71.0,-73.0,-67.0
62,-73.0,-71.0,-73.0,-67.0
63,-73.0,-70.0,-73.0,-67.0
64,-73.0,-70.0,-73.0,-67.0
65,-73.0,-70.0,-73.0,-67.0
66,-73.0,-71.0,-73.0,-67.0
67,-73.0,-71.0,-73.0,-67.0
68,-73.0,-71.0,-73.0,-67.0
69,-73.0,-71.0,-73.0,-67.0
70,-74.0,-71.0,-73.0,-67.0
71,-74.0,-70.0,-73.0,-67.0
72,-74.0,-70.0,-73.0,-67.0
73,-75.0,-71.0,-73.0,-67.0
74,-75.0,-71.0,-73.0,-67.0
75,-75.0,-72.0,-73.0,-67.0
76,-75.0,-72.0,-73.0,-67.0
77,-75.0,-72.0,-73.0,-67.0
78,-75.0,-72.0,-73.0,-67.0
79,-74.0,-72.0,-73.0,-66.0
80,-74.0,-70.0,-73.0,-66.0
81,-74.0,-70.0,-73.0,-66.0
82,-74.0,-70.0,-73.0,-66.0
83,-74.0,-70.0,-73.0,-66.0
84,-74.0,-70.0,-73.0,-66.0
85,-73.0,-71.0,-73.0,-67.0
86,-73.0,-71.0,-73.0,-67.0
87,-73.0,-71.0,-73.0,-67.0
88,-73.0,-70.0,-73.0,-67.0
89,-73.0,-70.0,-73.0,-67.0
90,-73.0,-70.0,-73.0,-67.0
91,-73.0,-70.0,-73.0,-67.0
92,-73.0,-70.0,-73.0,-67.0
93,-73.0,-70.0,-73.0,-67.0
94,-73.0,-70.0,-73.0,-66.0
95,-73.0,-70.0,-73.0,-66.0
96,-73.0,-70.0,-73.0,-66.0
97,-75.0,-70.0,-73.0,-66.0
98,-75.0,-70.0,-73.0,-66.0
99,-75.0,-70.0,-73.0,-66.0
100,-73.0,-71.0,-73.0,-67.0
101,-73.0,-71.0,-73.0,-67.0
102,-73.0,-71.0,-73.0,-67.0
103,-72.0,-71.0,-73.0,-66.0
104,-72.0,-71.0,-73.0,-66.0
105,-72.0,-71.0,-73.0,-66.0
106,-71.0,-71.0,-73.0,-65.0
107,-71.0,-71.0,-73.0,-65.0
108,-71.0,-71.0,-73.0,-65.0
109,-72.0,-71.0,-73.0,-65.0
110,-72.0,-71.0,-73.0,-65.0
111,-72.0,-71.0,-73.0,-65.0
112,-72.0,-70.0,-73.0,-61.0
113,-72.0,-70.0,-73.0,-61.0
114,-72.0,-70.0,-73.0,-61.0
115,-72.0,-71.0,-73.0,-59.0
116,-72.0,-71.0,-73.0,-59.0
117,-72.0,-71.0,-73.0,-59.0
118,-72.0,-71.0,-73.0,-59.0
119,-72.0,-71.0,-73.0,-59.0
