Device,CH1,CH2
DIR,   DL   ,   DL   
Max,4.44,4.37
Avg,3.29,3.68
Min,1.06,1.06
7,,
6,4.39,4.29
5,4.44,4
4,1.06,1.06
3,1.24,4.37
2,4.28,4.27
1,4.33,4.1
,4.44,4.39
,1.12,4.41
,4.28,4.35
,1.18,1.01
,4.24,4.35
,4.35,4.17
,3.75,3.53
