[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [System] Num of CC (Data),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Event] [Data call test detail events] IPERF Call Event,[LTE] [Data Throughput] [Downlink (All)] [PDSCH] PDSCH TP (Total),[LTE] [Data Throughput] [Uplink (All)] [PUSCH] PUSCH TP (Total)
,,,N41(100)+N41(40),NR SA,1,902,-69.530000,20.160000,,,,,,,,,55.410,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.620000,20.290000,,,,,,,,,48.290,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.190000,19.960000,,,,,,,,,54.168,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.340000,19.970000,,,,,,,,,51.469,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.180000,19.620000,,,,,,,,,55.291,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.280000,19.740000,,,,,,,,,56.033,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.460000,20.030000,,,,,,,,,60.673,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.110000,20.340000,,,,,,,,,62.262,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.840000,20.420000,,,,,,,,,66.072,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.140000,20.030000,,,,,,,,,57.037,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.180000,20.370000,,,,,,,,,61.489,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.730000,20.280000,,,,,,,,,65.166,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.480000,20.780000,,,,,,,,,68.572,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.480000,20.340000,,,,,,,,,73.961,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.800000,20.640000,,,,,,,,,73.972,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.720000,20.920000,,,,,,,,,64.621,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.350000,20.750000,,,,,,,,,71.823,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.490000,20.570000,,,,,,,,,76.024,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.570000,21.430000,,,,,,,,,74.103,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.460000,20.930000,,,,,,,,,73.220,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.300000,20.830000,,,,,,,,,75.762,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.620000,20.420000,,,,,,,,,79.690,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.080000,20.050000,,,,,,,,,69.629,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.150000,19.900000,,,,,,,,,65.145,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.920000,20.530000,,,,,,,,,70.846,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.790000,21.090000,,,,,,,,,70.868,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.770000,20.870000,,,,,,,,,78.880,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.670000,19.080000,,,,,,,,,80.054,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.570000,19.660000,,,,,,,,,81.764,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.560000,18.950000,,,,,,,,,87.340,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.880000,19.230000,,,,,,,,,81.196,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.930000,19.220000,,,,,,,,,86.630,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.310000,19.480000,,,,,,,,,82.571,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.390000,18.620000,,,,,,,,,81.764,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.720000,18.790000,,,,,,,,,81.170,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.190000,19.420000,,,,,,,,,82.872,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.920000,19.350000,,,,,,,,,91.704,,,,
,,,N41(100)+N41(40),NR SA,1,902,-69.590000,20.610000,,,,,,,,,89.773,,,,
,,,N41(100)+N41(40),NR SA,1,902,-70.030000,19.880000,,,,,,,,,97.204,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.530000,19.490000,,,,,,,,,109.100,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.110000,20.550000,,,,,,,,,118.011,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.300000,20.130000,,,,,,,,,126.721,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.390000,19.950000,,,,,,,,,146.701,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.530000,19.740000,,,,,,,,,165.677,,,,
,,,N41(100)+N41(40),NR SA,2,902,-69.990000,20.150000,,,,,,,,,179.181,,,,
,,,N41(100)+N41(40),NR SA,2,902,-69.830000,20.470000,,,,,,,,,215.719,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.280000,20.640000,,,,,,,,,220.599,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.360000,19.890000,,,,,,,,,232.023,,,,
,,,,,,,,,,,,,,,,Download End Request,,,,,
,,,N41(100)+N41(40),NR SA,2,902,-70.130000,20.120000,,,,,,,,,230.504,,,,
,,,,,,,,,,,,,,,,Download Ended,,,,,
,,,N41(100)+N41(40),,2,902,-70.060000,20.040000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-70.200000,20.080000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-69.990000,20.420000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-69.790000,19.730000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-69.590000,20.130000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-69.970000,20.040000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-70.530000,19.380000,,,,,,,,,,,,,
,,,N41(100)+N41(40),,2,902,-68.630000,20.990000,,,,,,,,,,,,,
,,,N41(100),,1,902,-69.360000,22.540000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-67.760000,17.200000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.270000,17.480000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-74.550000,10.750000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-74.080000,12.730000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-74.660000,10.690000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-73.920000,11.690000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.010000,10.410000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.060000,10.680000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.720000,10.050000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-73.560000,13.260000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.060000,11.330000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.360000,12.360000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-76.530000,9.550000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-74.910000,13.560000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.530000,10.610000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-75.270000,12.060000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-73.730000,10.910000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-74.290000,12.870000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N41(100),,1,902,-73.330000,13.880000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
