[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [System] Num of CC (Data),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Event] [Data call test detail events] IPERF Call Event,[LTE] [Data Throughput] [Downlink (All)] [PDSCH] PDSCH TP (Total),[LTE] [Data Throughput] [Uplink (All)] [PUSCH] PUSCH TP (Total)
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,3,872,-110.400000,-5.340000,,,,,,,,,6.601,,,6.003000,
,,,,,,,,,,,,,,,,Download End Request,,,,,
,,,,,,,,,,,,,,,,Download Ended,,,,,
,,,N25(20)+N71(20)+N41(100)+N41(90),NR SA,3,872,-109.530000,-4.720000,,,,,,,,,10.613,,,8.908000,
,,,N25(20)+N71(20)+N41(100)+N41(90),,3,872,-108.850000,-3.360000,,,,,,,,,,,,11.049000,0.016000
,,,N25(20)+N71(20)+N41(100)+N41(90),,3,872,-109.890000,-3.760000,,,,,,,,,,,,7.580000,0.116000
,,,N25(20)+N71(20)+N41(100)+N41(90),,3,872,-112.030000,-7.850000,,,,,,,,,,,,2.241000,0.017000
,,,N25(20)+N71(20)+N41(100)+N41(90),,3,872,-109.520000,-3.540000,,,,,,,,,,,,,
,,,N25(20)+N71(20)+N41(100)+N41(90),,2,872,-108.370000,-2.870000,,,,,,,,,,,,,
,,,N25(20)+N71(20)+N41(100)+N41(90),,2,872,-107.990000,-2.500000,,,,,,,,,,,,,
,,,N25(10)+N71(x)+N41(x)+N41(x),,2,872,-110.340000,-3.900000,,,,,,,,,,,,,
,,,N25(10),,1,75,-105.720000,-3.680000,,,,,,,,,,,,,
,,,N25(10),,1,75,-105.290000,-3.710000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-104.640000,-2.220000,,,,,,,,,,,,,
,,,N25(10),,1,75,-105.190000,-2.880000,,,,,,,,,,,,,
,,,N25(10),,0,75,-110.130000,-7.050000,,,,,,,,,,,,,
,,,N25(10),,1,75,-107.990000,-3.540000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-106.620000,-3.040000,,,,,,,,,,,,,
,,,N25(10),,0,75,-104.400000,-2.770000,,,,,,,,,,,,,
,,,N25(10),,1,75,-104.990000,-2.270000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-105.310000,-2.060000,,,,,,,,,,,,,
,,,N25(10),,0,75,-106.090000,-3.600000,,,,,,,,,,,,,
,,,N25(10),,1,75,-105.530000,-4.010000,,,,,,,,,,,,,
,,,N25(10),,1,75,-106.210000,-5.030000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-108.810000,-7.400000,,,,,,,,,,,,,
,,,N25(10),,1,75,-108.030000,-6.660000,,,,,,,,,,,,,
,,,N25(10),,1,75,-107.250000,-5.910000,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,N25(10),,1,75,-99.600000,-3.740000,,,,,,,,,,,,,
,,,N25(10),,0,75,-105.380000,-3.940000,,,,,,,,,,,,,
