[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,N25(20),NR SA,75,-112.610000,-2.320000,,,,,,,,,,,,,0.002,0.063
,,,N25(20),NR SA,75,-111.770000,-1.390000,,,,,,,,,,,,,0.000,
,,,N25(20),NR SA,75,-110.850000,-0.560000,,,,,,,,,,,,,0.002,0.009
,,,N25(20),NR SA,75,-113.100000,-4.840000,,,,,,,,,,,,,0.002,
,,,N25(20),NR SA,75,-111.040000,-6.300000,,,,,,,,,,,,,0.000,0.205
,,,N25(20),NR SA,872,-109.040000,-2.030000,,,,,,,,,,,,,0.012,0.018
,,,N25(20),NR SA,872,-107.700000,-0.810000,,,,,,,,,,,,,0.156,0.159
,,,N25(20),NR SA,872,-108.130000,-2.050000,,,,,,,,,,,,,0.012,0.119
,,,N25(20),NR SA,872,-108.400000,-1.850000,,,,,,,,,,,,,0.000,
,,,N25(20),NR SA,872,-109.040000,-2.390000,,,,,,,,,,,,,0.000,
,,,N25(20),NR SA,872,-108.260000,-2.890000,,,,,,,,,,,,,0.000,
,,,N25(20),NR SA,872,-110.400000,-3.740000,,,,,,,,,,,,,0.048,0.256
,,,N25(20),NR SA,872,-113.050000,-2.830000,,,,,,,,,,,,,0.227,0.094
,,,N25(20),NR SA,872,-115.140000,-4.850000,,,,,,,,,,,,,0.000,0.011
,,,N25(20),NR SA,872,-114.170000,-1.880000,,,,,,,,,,,,,0.000,0.014
,,,N25(20),NR SA,872,-110.200000,-1.140000,,,,,,,,,,,,,0.000,0.011
,,,N25(20),NR SA,872,-113.070000,-3.960000,,,,,,,,,,,,,0.000,0.011
,,,N25(20),NR SA,872,-110.030000,-1.040000,,,,,,,,,,,,,0.000,0.012
,,,N25(20),NR SA,872,-110.660000,-2.200000,,,,,,,,,,,,,0.000,0.016
,,,N25(20),NR SA,872,-110.970000,-3.120000,,,,,,,,,,,,,0.000,0.015
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-107.650000,0.150000,,,,,,,,,,,,,0.384,0.206
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-107.970000,-0.460000,,,,,,,,,,,,,0.013,0.063
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.160000,-2.060000,,,,,,,,,,,,,0.003,0.066
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.650000,-2.310000,,,,,,,,,,,,,0.003,0.036
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-108.610000,-0.420000,,,,,,,,,,,,,0.046,0.083
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.730000,-4.260000,,,,,,,,,,,,,0.004,0.056
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.030000,-4.710000,,,,,,,,,,,,,0.004,0.006
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.050000,-4.350000,,,,,,,,,,,,,0.055,0.044
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.430000,-3.110000,,,,,,,,,,,,,0.007,0.137
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.110000,-1.950000,,,,,,,,,,,,,0.073,0.241
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.330000,-2.980000,,,,,,,,,,,,,0.353,0.120
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-114.150000,-5.050000,,,,,,,,,,,,,0.134,0.364
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.940000,-4.780000,,,,,,,,,,,,,2.181,0.371
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.170000,-3.230000,,,,,,,,,,,,,1.864,0.077
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.670000,-4.270000,,,,,,,,,,,,,4.943,0.160
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.290000,-4.030000,,,,,,,,,,,,,6.610,0.203
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.150000,-5.110000,,,,,,,,,,,,,3.012,0.079
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.770000,-4.390000,,,,,,,,,,,,,3.975,0.117
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.620000,-4.660000,,,,,,,,,,,,,1.349,0.079
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.070000,-3.450000,,,,,,,,,,,,,1.000,0.098
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.700000,-3.040000,,,,,,,,,,,,,1.878,0.115
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.650000,-1.960000,,,,,,,,,,,,,0.223,0.064
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.880000,-2.750000,,,,,,,,,,,,,0.051,0.085
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-114.940000,-4.170000,,,,,,,,,,,,,0.012,0.076
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.790000,-3.910000,,,,,,,,,,,,,0.047,0.103
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.940000,-6.160000,,,,,,,,,,,,,0.044,0.061
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.530000,-3.610000,,,,,,,,,,,,,0.046,0.055
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.610000,-3.190000,,,,,,,,,,,,,0.054,0.109
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.340000,-3.810000,,,,,,,,,,,,,0.011,0.097
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-114.580000,-4.940000,,,,,,,,,,,,,0.005,0.079
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.350000,-2.730000,,,,,,,,,,,,,0.129,0.076
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.320000,-2.980000,,,,,,,,,,,,,0.062,0.095
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.580000,-3.190000,,,,,,,,,,,,,0.044,0.117
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-114.480000,-5.220000,,,,,,,,,,,,,0.041,0.087
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.530000,-0.350000,,,,,,,,,,,,,0.144,0.081
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-110.610000,-2.480000,,,,,,,,,,,,,0.138,0.065
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.770000,-5.070000,,,,,,,,,,,,,0.178,0.029
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.050000,-1.720000,,,,,,,,,,,,,0.120,0.034
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-114.750000,-4.830000,,,,,,,,,,,,,0.043,0.033
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-111.510000,-2.020000,,,,,,,,,,,,,0.003,0.010
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-108.160000,1.040000,,,,,,,,,,,,,0.011,0.073
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.590000,-2.830000,,,,,,,,,,,,,0.032,0.077
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-109.830000,-0.690000,,,,,,,,,,,,,0.034,0.081
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-112.560000,-3.890000,,,,,,,,,,,,,0.020,0.098
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-115.610000,-4.890000,,,,,,,,,,,,,0.076,0.406
,,,N25(20)+N71(x)+N41(x)+N41(x),NR SA,872,-113.830000,-5.110000,,,,,,,,,,,,,1.330,0.346
,,,N71(20)+N71(x)+N41(x)+N41(x),NR SA,80,-103.170000,-2.540000,,,,,,,,,,,,,0.503,0.123
,,,N71(20),NR SA,80,-98.870000,-2.420000,,,,,,,,,,,,,0.000,0.115
,,,N71(20),NR SA,80,-100.150000,-2.290000,,,,,,,,,,,,,0.004,0.006
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-101.400000,-2.350000,,,,,,,,,,,,,0.169,0.020
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-99.370000,-0.010000,,,,,,,,,,,,,7.213,0.225
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-97.790000,0.530000,,,,,,,,,,,,,23.351,0.294
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-99.330000,-0.010000,,,,,,,,,,,,,41.048,0.362
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-100.340000,-1.290000,,,,,,,,,,,,,72.844,0.580
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-99.360000,0.880000,,,,,,,,,,,,,187.432,1.280
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-104.840000,-1.520000,,,,,,,,,,,,,174.609,1.466
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-105.230000,-1.830000,,,,,,,,,,,,,177.070,1.189
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-104.190000,-1.220000,,,,,,,,,,,,,162.298,1.033
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-104.080000,0.450000,,,,,,,,,,,,,216.470,1.505
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-103.110000,-0.160000,,,,,,,,,,,,,185.302,1.400
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-103.690000,-2.640000,,,,,,,,,,,,,0.002,0.001
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-103.730000,-4.640000,,,,,,,,,,,,,0.155,0.632
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-96.220000,-0.730000,,,,,,,,,,,,,0.191,0.266
,,,N71(20)+N25(x)+N41(x)+N41(x),NR SA,80,-96.240000,-0.860000,,,,,,,,,,,,,0.006,0.097
