[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,,,,,,,,,,,,,,,,,,,
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-112.600000,-2.940000,,,,,,,,,,,,,0.000,0.007
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-111.690000,-1.100000,,,,,,,,,,,,,0.001,0.013
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-109.790000,0.300000,,,,,,,,,,,,,0.000,0.006
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-107.890000,0.900000,,,,,,,,,,,,,0.000,0.005
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-107.480000,1.300000,,,,,,,,,,,,,0.000,0.006
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-107.180000,2.320000,,,,,,,,,,,,,0.000,0.005
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-107.760000,1.680000,,,,,,,,,,,,,0.000,0.007
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-111.120000,-1.810000,,,,,,,,,,,,,0.000,0.009
,,,N25(x)+N71(x)+N41(x)+N41(x),,872,-112.660000,-3.310000,,,,,,,,,,,,,0.000,0.005
,,,N25(x)+N71(x)+N41(x)+N41(x),NR SA,872,-110.390000,-1.060000,,,,,,,,,,,,,0.000,0.008
,,,N25(x)+N71(x)+N41(x)+N41(x),NR SA,872,-108.360000,1.430000,,,,,,,,,,,,,0.000,0.006
,,,N25(x)+N71(x)+N41(x)+N41(x),NR SA,872,-109.500000,0.250000,,,,,,,,,,,,,0.000,0.006
,,,N25(x)+N71(x)+N41(x)+N41(x),NR SA,872,-111.480000,-1.250000,,,,,,,,,,,,,0.000,0.005
,,,N25(x)+N71(x)+N41(x)+N41(x),NR SA,872,-112.060000,-2.880000,,,,,,,,,,,,,0.001,0.008
,,,N25(x)+N71(x)+N41(x)+N41(x),NR SA,872,-110.570000,-0.720000,,,,,,,,,,,,,0.000,0.065
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,55,-104.430000,8.130000,,,,,,,,,,,,,0.000,0.046
,,,N41(40),NR SA,55,-104.270000,8.340000,,,,,,,,,,,,,0.013,0.062
,,,N41(40),NR SA,55,-106.040000,6.550000,,,,,,,,,,,,,0.071,0.108
,,,N41(40),NR SA,55,-109.510000,6.270000,,,,,,,,,,,,,0.209,0.204
,,,N41(40),NR SA,55,-111.870000,4.320000,,,,,,,,,,,,,0.226,0.233
,,,N25(40),NR SA,872,-107.200000,1.790000,,,,,,,,,,,,,0.035,0.111
,,,N25(40),NR SA,872,-107.840000,0.710000,,,,,,,,,,,,,0.175,0.041
,,,N25(40),NR SA,872,-106.620000,2.680000,,,,,,,,,,,,,0.048,0.026
,,,N25(40),NR SA,872,-107.350000,2.130000,,,,,,,,,,,,,0.009,0.022
,,,N25(40),NR SA,872,-108.790000,0.630000,,,,,,,,,,,,,0.000,0.024
,,,N25(40),NR SA,872,-109.380000,-0.190000,,,,,,,,,,,,,0.000,
,,,N25(40),NR SA,872,-110.040000,-0.900000,,,,,,,,,,,,,0.000,
,,,N25(40),NR SA,872,-110.130000,-0.300000,,,,,,,,,,,,,0.000,
,,,N25(40),NR SA,872,-108.050000,0.280000,,,,,,,,,,,,,0.000,
,,,N25(40),NR SA,872,-107.320000,0.170000,,,,,,,,,,,,,0.000,0.281
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-106.860000,0.060000,,,,,,,,,,,,,0.173,0.125
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-107.250000,0.280000,,,,,,,,,,,,,0.000,0.003
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-107.870000,0.640000,,,,,,,,,,,,,0.001,0.013
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-110.000000,-0.740000,,,,,,,,,,,,,0.000,0.021
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-108.640000,1.360000,,,,,,,,,,,,,0.001,0.037
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-108.430000,1.240000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-107.520000,2.600000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-107.740000,1.710000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-108.880000,1.060000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-110.870000,-0.810000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-111.060000,-1.480000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-109.870000,-1.800000,,,,,,,,,,,,,0.000,
,,,N25(40)+N71(x)+N41(x)+N41(x),NR SA,872,-106.080000,1.440000,,,,,,,,,,,,,0.000,0.083
,,,N25(10)+N71(x)+N41(x)+N41(x),NR SA,872,-105.800000,1.940000,,,,,,,,,,,,,0.000,0.154
,,,N25(10),NR SA,872,-104.800000,3.670000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,872,-104.960000,3.580000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,872,-105.870000,3.560000,,,,,,,,,,,,,,
,,,N25(10),NR SA,872,-105.600000,2.430000,,,,,,,,,,,,,,
,,,N25(10),NR SA,872,-106.120000,0.430000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,872,-108.380000,-2.440000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,872,-109.770000,-2.750000,,,,,,,,,,,,,,
