PC2,PC3
21.8,20.9
15.9,14.9
19.6,16.4
16.0,12.0
15.3,9.6
11.1,6.4
11.1,4.8
6.5,1.2
-5.3,-2.6
-5.7,-4.9
-6.4,6.2
-4.2,3.6
3.6,7.2
3.8,4.6
5.9,6.2
5.9,7.6
6.1,10.1
6.3,8.0
6.0,9.5
9.4,11.0
10.6,11.2
13.2,11.9
13.3,12.3
12.8,16.0
14.1,21.9
14.8,20.2
19.3,19.0
16.8,21.3
5.7,21.1
8.0,16.7
12.2,18.3
16.5,11.8
19.8,16.0
21.0,17.6
21.5,18.6
20.1,18.5
21.0,19.2
19.7,19.5
20.1,20.5
19.1,21.5
20.2,22.4
21.5,20.8
21.6,21.6
20.4,21.1
20.7,23.9
20.5,22.6
22.6,23.4
20.8,23.9
21.4,23.2
19.6,24.0
20.8,23.9
21.4,23.3
23.5,21.2
22.7,18.0
23.5,22.2
22.0,22.4
21.0,21.9
21.6,22.7
20.9,20.5
21.9,21.1
21.5,21.5
21.4,22.6
21.9,23.0
22.9,22.5
22.2,23.9
23.6,24.0
23.6,24.0
23.5,23.6
23.5,23.2
23.4,22.5
23.3,23.2
25.2,23.0
25.3,21.5
25.3,21.5
25.3,21.4
25.3,22.6
25.3,22.9
25.3,23.5
25.3,22.9
25.3,22.4
24.0,21.9
24.1,21.0
24.3,22.3
23.9,22.8
24.2,24.0
24.3,22.0
24.1,21.7
23.9,21.9
23.9,22.7
24.0,22.1
24.2,23.6
24.2,23.8
24.2,23.1
24.1,23.1
24.3,24.0
