PC2,PC3
-4.0,1.1
-3.1,-6.9
-2.0,1.3
-0.8,-0.2
-2.0,-3.9
-2.9,-5.4
-3.9,-0.6
-4.3,1.8
1.6,4.8
12.7,4.7
10.7,11.5
12.1,11.8
14.7,15.7
15.6,19.5
20.0,17.5
17.3,17.9
17.4,19.7
20.1,16.8
19.3,19.2
19.7,20.6
20.9,19.6
19.6,18.6
18.1,18.9
16.5,18.7
18.2,19.1
16.6,18.0
18.5,12.8
9.8,14.4
10.0,20.1
13.7,19.0
12.2,18.8
13.4,21.2
21.3,21.9
19.0,24.0
23.1,22.2
22.3,23.9
23.7,23.5
22.5,23.9
22.6,23.5
21.9,23.5
23.0,23.9
22.2,22.5
21.8,22.4
20.6,21.4
19.7,22.8
20.8,22.1
21.5,20.2
16.7,22.4
21.0,22.9
21.3,24.0
22.6,24.0
20.0,24.0
23.7,23.5
24.0,24.0
24.0,23.6
24.0,23.9
22.2,23.9
24.1,24.0
24.7,24.0
24.7,21.2
24.7,22.1
24.4,23.8
24.9,23.6
