PC2,PC3
13.8,-3.9
-7.4,-5.8
-4.8,-2.4
-3.4,-0.6
-1.4,-6.5
-2.5,-0.4
-1.7,-3.7
1.6,-0.6
-6.0,5.9
-5.2,9.1
5.1,6.0
5.1,7.3
3.7,8.6
9.6,12.1
10.4,13.1
12.1,11.8
13.9,10.8
13.3,10.0
14.6,18.3
15.7,20.9
17.7,17.4
20.5,16.9
18.4,17.7
15.9,19.4
15.9,20.2
15.9,16.9
20.3,13.4
19.4,12.4
16.4,13.3
15.7,14.9
19.1,11.5
18.1,10.6
16.8,14.4
11.2,16.5
14.3,17.6
9.6,17.2
10.1,17.2
13.1,17.5
13.6,20.2
14.3,21.5
15.4,20.7
19.5,21.7
20.8,21.6
20.6,16.5
19.8,21.9
15.8,20.3
19.7,22.1
21.5,22.1
22.2,21.2
21.6,21.8
21.7,21.1
22.9,21.5
22.3,20.8
16.4,20.5
19.4,18.3
18.6,20.0
22.0,23.5
19.1,23.2
22.8,23.0
21.8,22.5
21.6,20.3
19.2,23.5
10.4,24.0
20.7,23.7
19.4,23.3
17.3,23.6
21.7,23.6
22.4,23.6
22.5,23.9
25.0,24.0
24.0,24.0
23.8,23.5
23.9,23.4
23.3,23.1
23.3,23.8
23.1,24.0
24.8,24.0
25.4,23.9
24.4,23.6
24.0,23.6
23.9,24.0
23.4,23.8
25.2,23.3
25.2,23.2
24.1,23.4
24.0,23.6
23.9,23.0
