[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [Throughput] Application DL TP,[Call Test] [Throughput] Application UL TP,[Event] [Data call test detail events] IPERF Call Event,[Call Test] [iPerf] [Call Average] [Throughput] [Excluding SlowStart] UL Avg TP,[Call Test] [iPerf] [Throughput] DL TP (excl. slow start),[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.130000,1.520000,,,,,,,,,27.263,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.870000,1.630000,,,,,,,,,22.020,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.170000,1.230000,,,,,,,,,12.583,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.010000,1.420000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.650000,1.750000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.600000,2.290000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.500000,2.180000,,,,,,,,,24.117,,,,,,,
,,,,,,,,,,,,,,Upload End Request,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.210000,1.990000,,,,,,,,,0.000,,,,,,,
,,,,,,,,,,,,,,Upload Ended,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.070000,1.890000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.730000,2.800000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.080000,2.040000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.850000,2.240000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.240000,2.360000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.990000,2.560000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.610000,1.680000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.910000,1.220000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.670000,2.190000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Start Request,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.200000,2.710000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.700000,1.910000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.500000,1.050000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.450000,1.220000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Started,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.470000,1.360000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.300000,0.720000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.740000,1.600000,,,,,,,,,78.643,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.480000,1.530000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.450000,1.340000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.140000,1.830000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.370000,1.350000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.420000,1.460000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.840000,1.820000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.520000,1.560000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.990000,1.120000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.660000,0.760000,,,,,,,,,13.631,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.470000,0.800000,,,,,,,,,6.291,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.560000,0.620000,,,,,,,,,12.583,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.380000,0.870000,,,,,,,,,11.534,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.930000,1.070000,,,,,,,,,12.583,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.900000,1.260000,,,,,,,,,17.826,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.970000,1.480000,,,,,,,,,20.972,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.580000,1.990000,,,,,,,,,19.923,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.610000,2.330000,,,,,,,,,14.665,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.970000,1.830000,,,,,,,,,29.390,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.770000,3.160000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.280000,2.530000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.820000,3.410000,,,,,,,,,8.389,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.010000,3.640000,,,,,,,,,26.214,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.450000,3.430000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.960000,2.590000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.140000,2.590000,,,,,,,,,20.972,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.960000,2.510000,,,,,,,,,9.437,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.880000,2.870000,,,,,,,,,15.729,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.250000,2.580000,,,,,,,,,0.000,,,,,,,
,,,,,,,,,,,,,,Upload End Request,,,,,,,,,
,,,,,,,,,,,,,,Upload Ended,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.960000,2.620000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.450000,2.420000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.420000,2.670000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.720000,3.400000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.760000,3.050000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.540000,3.140000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.770000,2.530000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.360000,2.650000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.490000,2.350000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.550000,2.200000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Start Request,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.150000,1.620000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.200000,1.820000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Started,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.000000,2.230000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.020000,2.120000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.070000,2.370000,,,,,,,,,62.915,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.270000,2.170000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.390000,2.520000,,,,,,,,,29.390,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.700000,2.620000,,,,,,,,,20.972,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.920000,2.670000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.450000,2.310000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.610000,2.170000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.220000,2.830000,,,,,,,,,16.777,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.180000,2.540000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.190000,3.430000,,,,,,,,,24.117,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.410000,2.190000,,,,,,,,,30.409,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.710000,1.860000,,,,,,,,,13.631,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.080000,1.650000,,,,,,,,,8.389,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.580000,2.220000,,,,,,,,,22.020,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.500000,2.250000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.060000,2.530000,,,,,,,,,22.020,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.110000,2.180000,,,,,,,,,7.340,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.630000,2.210000,,,,,,,,,13.631,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.750000,3.050000,,,,,,,,,23.069,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.450000,2.880000,,,,,,,,,9.437,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.330000,3.380000,,,,,,,,,13.631,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.270000,2.480000,,,,,,,,,24.117,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.930000,2.390000,,,,,,,,,23.069,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.770000,2.350000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.870000,2.510000,,,,,,,,,9.437,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.950000,3.650000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.500000,3.000000,,,,,,,,,25.166,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.670000,2.150000,,,,,,,,,15.729,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.210000,2.670000,,,,,,,,,0.000,,,,,,,
,,,,,,,,,,,,,,Upload End Request,,,,,,,,,
,,,,,,,,,,,,,,Upload Ended,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.130000,2.440000,,,,,,,,,10.486,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.710000,2.030000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.570000,2.260000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.490000,2.450000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.510000,2.150000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.930000,2.880000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.730000,1.760000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.910000,1.270000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.770000,0.810000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.880000,1.190000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Start Request,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.410000,0.800000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Started,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.950000,1.230000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.930000,1.240000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.550000,2.050000,,,,,,,,,100.663,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.640000,1.760000,,,,,,,,,36.700,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.880000,1.380000,,,,,,,,,60.817,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.800000,1.970000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.120000,2.880000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.130000,3.540000,,,,,,,,,29.360,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.080000,2.080000,,,,,,,,,27.263,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.690000,2.040000,,,,,,,,,46.137,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.650000,2.450000,,,,,,,,,12.583,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.190000,3.080000,,,,,,,,,12.570,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.900000,1.760000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.150000,1.740000,,,,,,,,,15.744,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.190000,1.690000,,,,,,,,,29.360,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.280000,1.180000,,,,,,,,,29.360,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.610000,0.580000,,,,,,,,,14.680,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.740000,0.440000,,,,,,,,,46.137,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.610000,1.160000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.470000,0.890000,,,,,,,,,18.874,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.640000,0.870000,,,,,,,,,37.711,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.470000,0.640000,,,,,,,,,16.794,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.410000,1.200000,,,,,,,,,14.680,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.620000,1.860000,,,,,,,,,16.760,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.470000,2.320000,,,,,,,,,55.630,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.090000,2.790000,,,,,,,,,37.749,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.910000,2.650000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.310000,3.000000,,,,,,,,,21.998,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.080000,2.860000,,,,,,,,,23.092,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.310000,3.160000,,,,,,,,,22.020,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.310000,2.860000,,,,,,,,,0.000,,,,,,,
,,,,,,,,,,,,,,Upload End Request,,,,,,,,,
,,,,,,,,,,,,,,Upload Ended,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.960000,3.230000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.120000,2.890000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.270000,2.770000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.660000,2.900000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.060000,2.360000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.660000,1.340000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.630000,1.410000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.130000,2.420000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.350000,2.500000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-93.950000,1.350000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Start Request,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.770000,1.640000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-94.430000,0.490000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.650000,1.040000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.780000,2.260000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Started,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.050000,2.270000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-94.000000,1.000000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-95.070000,-0.330000,,,,,,,,,62.915,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-97.320000,-2.080000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-98.500000,-2.720000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-95.060000,-0.630000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-94.120000,-0.090000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-94.340000,-0.410000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.870000,1.300000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.210000,1.760000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.890000,2.150000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.320000,1.350000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.890000,0.760000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.430000,1.190000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.910000,1.690000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.800000,1.440000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.780000,2.540000,,,,,,,,,12.583,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-94.120000,-0.060000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.320000,0.450000,,,,,,,,,12.583,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.570000,0.280000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.160000,0.460000,,,,,,,,,10.486,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.620000,2.260000,,,,,,,,,18.874,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.420000,1.920000,,,,,,,,,15.729,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.460000,1.730000,,,,,,,,,29.360,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.000000,2.000000,,,,,,,,,32.506,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.960000,2.570000,,,,,,,,,32.506,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.040000,2.670000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.780000,1.590000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-91.970000,1.850000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.560000,2.870000,,,,,,,,,34.603,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-93.450000,1.180000,,,,,,,,,0.000,,,,,,,
,,,,,,,,,,,,,,Upload End Request,,,,,,,,,
,,,,,,,,,,,,,,Upload Ended,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.990000,1.820000,,,,,,,,,7.340,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-92.040000,2.550000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-91.830000,2.840000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.740000,2.570000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.850000,2.410000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.950000,2.560000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.590000,3.070000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.860000,2.710000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-89.630000,3.210000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),,872,-90.000000,2.790000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Start Request,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.990000,2.490000,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Upload Started,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.120000,2.060000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.110000,2.080000,,,,,,,,,,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.000000,1.720000,,,,,,,,,78.643,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.200000,2.030000,,,,,,,,,14.680,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.300000,1.800000,,,,,,,,,36.700,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.370000,1.950000,,,,,,,,,59.769,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-92.230000,2.310000,,,,,,,,,20.951,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.040000,3.290000,,,,,,,,,36.737,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.020000,2.630000,,,,,,,,,20.972,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.840000,3.200000,,,,,,,,,11.534,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.800000,2.810000,,,,,,,,,23.069,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.780000,2.680000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-90.160000,2.720000,,,,,,,,,23.069,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.720000,3.300000,,,,,,,,,8.389,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.720000,3.130000,,,,,,,,,22.020,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.950000,2.730000,,,,,,,,,0.000,,,,,,,
,,,N25(20)+N25(20)+N41(100)+N41(90),NR SA,872,-89.940000,2.140000,,,,,,,,,42.992,,,,,,,
