[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
,272,-92.540000,,,,,,,,,,,,,,,,,,,,,,,
,272,-93.280000,,,,,,,,,,,,,,,,,,,,,,,
,272,-91.420000,,,,,,,,,,,,,,,,,,,,,,,
,272,-90.780000,,,,,,,,,,,,,,,,,,,,,,,
,272,-89.780000,,,,,,,,,,,,,,,,,,,,,,,
,272,-90.580000,,,,,,,,,,,,,,,,,,,,,,,
,272,-90.670000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.420000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.280000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.010000,,,,,,,,,,,,,,,,,,,,,,,
,272,-87.820000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,
,272,-90.410000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,UL,INVITE,,,,,,,,,,,,
,272,-92.310000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,,200 OK,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
,272,-91.590000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-91.070000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-90.920000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-91.270000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-88.600000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-90.350000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-91.860000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-91.150000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,272,-90.810000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-93.160000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-93.910000,,,,,,53.406,NR SA,,,,,,,,,,,,,,,,
,272,-93.140000,,,,,,89.491,NR SA,,,,,,,,,,,,,,,,
,272,-93.450000,,,,,,103.962,NR SA,,,,,,,,,,,,,,,,
,272,-93.220000,,,,,,104.774,NR SA,,,,,,,,,,,,,,,,
,272,-92.640000,,,,,,34.822,NR SA,,,,,,,,,,,,,,,,
,272,-92.400000,,,,,,58.987,NR SA,,,,,,,,,,,,,,,,
,272,-93.080000,,,,,,37.504,NR SA,,,,,,,,,,,,,,,,
,272,-92.220000,,,,,,112.994,NR SA,,,,,,,,,,,,,,,,
,272,-92.020000,,,,,,74.410,NR SA,,,,,,,,,,,,,,,,
,272,-92.240000,,,,,,66.522,NR SA,,,,,,,,,,,,,,,,
,272,-91.930000,,,,,,71.759,NR SA,,,,,,,,,,,,,,,,
,272,-91.490000,,,,,,59.030,NR SA,,,,,,,,,,,,,,,,
,272,-92.590000,,,,,,58.089,NR SA,,,,,,,,,,,,,,,,
,272,-92.960000,,,,,,56.390,NR SA,,,,,,,,,,,,,,,,
,272,-92.610000,,,,,,79.016,NR SA,,,,,,,,,,,,,,,,
,272,-92.380000,,,,,,74.763,NR SA,,,,,,,,,,,,,,,,
,272,-92.340000,,,,,,66.960,NR SA,,,,,,,,,,,,,,,,
,272,-91.030000,,,,,,74.100,NR SA,,,,,,,,,,,,,,,,
,272,-90.890000,,,,,,75.169,NR SA,,,,,,,,,,,,,,,,
,272,-89.960000,,,,,,116.756,NR SA,,,,,,,,,,,,,,,,
,272,-91.760000,,,,,,84.115,NR SA,,,,,,,,,,,,,,,,
,272,-91.450000,,,,,,85.707,NR SA,,,,,,,,,,,,,,,,
,272,-90.530000,,,,,,139.382,NR SA,,,,,,,,,,,,,,,,
,272,-91.490000,,,,,,83.976,NR SA,,,,,,,,,,,,,,,,
,272,-91.210000,,,,,,70.584,NR SA,,,,,,,,,,,,,,,,
,272,-92.550000,,,,,,49.507,NR SA,,,,,,,,,,,,,,,,
,272,-92.820000,,,,,,44.793,NR SA,,,,,,,,,,,,,,,,
,272,-93.770000,,,,,,42.709,NR SA,,,,,,,,,,,,,,,,
,272,-94.090000,,,,,,61.926,NR SA,,,,,,,,,,,,,,,,
,272,-93.650000,,,,,,52.029,NR SA,,,,,,,,,,,,,,,,
,272,-93.820000,,,,,,62.022,NR SA,,,,,,,,,,,,,,,,
,272,-93.950000,,,,,,68.414,NR SA,,,,,,,,,,,,,,,,
,272,-94.220000,,,,,,57.544,NR SA,,,,,,,,,,,,,,,,
,272,-93.680000,,,,,,67.024,NR SA,,,,,,,,,,,,,,,,
,272,-94.140000,,,,,,68.115,NR SA,,,,,,,,,,,,,,,,
,272,-91.700000,,,,,,66.426,NR SA,,,,,,,,,,,,,,,,
,272,-90.500000,,,,,,69.921,NR SA,,,,,,,,,,,,,,,,
,272,-90.450000,,,,,,93.627,NR SA,,,,,,,,,,,,,,,,
,272,-91.140000,,,,,,86.295,NR SA,,,,,,,,,,,,,,,,
,272,-92.830000,,,,,,57.234,NR SA,,,,,,,,,,,,,,,,
,272,-92.940000,,,,,,100.104,NR SA,,,,,,,,,,,,,,,,
,272,-93.620000,,,,,,82.757,NR SA,,,,,,,,,,,,,,,,
,272,-93.800000,,,,,,56.379,NR SA,,,,,,,,,,,,,,,,
,272,-93.380000,,,,,,73.652,NR SA,,,,,,,,,,,,,,,,
,272,-92.990000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-93.170000,,,,,,71.061,NR SA,,,,,,,,,,,,,,,,
,272,-92.830000,,,,,,66.469,NR SA,,,,,,,,,,,,,,,,
,272,-91.920000,,,,,,66.714,NR SA,,,,,,,,,,,,,,,,
,272,-92.840000,,,,,,62.076,NR SA,,,,,,,,,,,,,,,,
,272,-92.800000,,,,,,62.129,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Complete,[Tool] Voice - Call Result : Complete,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
,,,,,,,,,,,,UL,BYE,,,,,,,,,,,,
,272,-93.510000,,,,,,54.990,,,,,,,,,,,,,1,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,272,-93.190000,,,,,,59.276,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
