[Call Test] [Misc] [Mobile] IMEI,[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Voice or Video Call] Result & Reason,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Real Service,[Call Test] Call Type,[Call Test] Call Result,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool)
,272,-90.200000,,,,,,,,,,,,,,,,,,,,,,,
,272,-89.460000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.090000,,,,,,,,,,,,,,,,,,,,,,,
,272,-87.680000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.550000,,,,,,,,,,,,,,,,,,,,,,,
,272,-90.380000,,,,,,,,,,,,,,,,,,,,,,,
,272,-90.670000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.340000,,,,,,,,,,,,,,,,,,,,,,,
,272,-88.380000,,,,,,,,,,,,,,,,,,,,,,,
,272,-90.760000,,,,,,,,,,,,,,,,,,,,,,,
,272,-92.040000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,
,,,,,,,,,,,,UL,INVITE,,,,,,,,,,,,
,272,-88.630000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DL,,200 OK,,,,,,,,,,,
,272,-88.730000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,
,272,-89.230000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-87.740000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-87.040000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-87.970000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-86.150000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-88.000000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-87.780000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-87.540000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,Download Start Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download File Size Retrieved,,,,,,,,,,,,,,,
,,,,,,,,,,Download Started,,,,,,,,,,,,,,,
,272,-87.630000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-88.050000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-90.530000,,,,,,6.692,NR SA,,,,,,,,,,,,,,,,
,272,-90.580000,,,,,,12.184,NR SA,,,,,,,,,,,,,,,,
,272,-89.560000,,,,,,21.312,NR SA,,,,,,,,,,,,,,,,
,272,-90.130000,,,,,,34.212,NR SA,,,,,,,,,,,,,,,,
,272,-89.850000,,,,,,47.412,NR SA,,,,,,,,,,,,,,,,
,272,-89.980000,,,,,,74.143,NR SA,,,,,,,,,,,,,,,,
,272,-89.670000,,,,,,58.592,NR SA,,,,,,,,,,,,,,,,
,272,-89.630000,,,,,,106.880,NR SA,,,,,,,,,,,,,,,,
,272,-89.090000,,,,,,77.167,NR SA,,,,,,,,,,,,,,,,
,272,-89.260000,,,,,,68.906,NR SA,,,,,,,,,,,,,,,,
,272,-89.430000,,,,,,73.972,NR SA,,,,,,,,,,,,,,,,
,272,-89.010000,,,,,,57.117,NR SA,,,,,,,,,,,,,,,,
,272,-87.640000,,,,,,62.236,NR SA,,,,,,,,,,,,,,,,
,272,-87.390000,,,,,,37.504,NR SA,,,,,,,,,,,,,,,,
,272,-87.370000,,,,,,0.363,NR SA,,,,,,,,,,,,,,,,
,272,-88.280000,,,,,,6.114,NR SA,,,,,,,,,,,,,,,,
,272,-88.270000,,,,,,60.077,NR SA,,,,,,,,,,,,,,,,
,272,-88.520000,,,,,,72.582,NR SA,,,,,,,,,,,,,,,,
,272,-88.510000,,,,,,65.624,NR SA,,,,,,,,,,,,,,,,
,272,-89.100000,,,,,,0.374,NR SA,,,,,,,,,,,,,,,,
,272,-89.810000,,,,,,2.586,NR SA,,,,,,,,,,,,,,,,
,272,-87.540000,,,,,,40.935,NR SA,,,,,,,,,,,,,,,,
,272,-88.910000,,,,,,0.000,NR SA,,,,,,,,,,,,,,,,
,272,-89.930000,,,,,,0.053,NR SA,,,,,,,,,,,,,,,,
,272,-88.420000,,,,,,0.994,NR SA,,,,,,,,,,,,,,,,
,272,-88.240000,,,,,,6.263,NR SA,,,,,,,,,,,,,,,,
,272,-89.900000,,,,,,31.594,NR SA,,,,,,,,,,,,,,,,
,272,-89.670000,,,,,,47.155,NR SA,,,,,,,,,,,,,,,,
,272,-90.110000,,,,,,60.836,NR SA,,,,,,,,,,,,,,,,
,272,-89.540000,,,,,,61.221,NR SA,,,,,,,,,,,,,,,,
,272,-89.830000,,,,,,59.511,NR SA,,,,,,,,,,,,,,,,
,272,-90.600000,,,,,,58.410,NR SA,,,,,,,,,,,,,,,,
,272,-90.580000,,,,,,45.510,NR SA,,,,,,,,,,,,,,,,
,272,-91.150000,,,,,,39.556,NR SA,,,,,,,,,,,,,,,,
,272,-91.880000,,,,,,43.777,NR SA,,,,,,,,,,,,,,,,
,272,-91.500000,,,,,,77.662,NR SA,,,,,,,,,,,,,,,,
,272,-92.830000,,,,,,76.986,NR SA,,,,,,,,,,,,,,,,
,272,-93.100000,,,,,,83.860,NR SA,,,,,,,,,,,,,,,,
,272,-92.690000,,,,,,78.999,NR SA,,,,,,,,,,,,,,,,
,272,-90.130000,,,,,,69.098,NR SA,,,,,,,,,,,,,,,,
,272,-88.840000,,,,,,75.233,NR SA,,,,,,,,,,,,,,,,
,272,-88.730000,,,,,,68.879,NR SA,,,,,,,,,,,,,,,,
,272,-88.890000,,,,,,57.202,NR SA,,,,,,,,,,,,,,,,
,272,-88.780000,,,,,,62.748,NR SA,,,,,,,,,,,,,,,,
,272,-88.740000,,,,,,,NR SA,,,,,,,,,,,,,,,,
,272,-88.350000,,,,,,55.599,NR SA,,,,,,,,,,,,,,,,
,272,-88.470000,,,,,,65.826,NR SA,,,,,,,,,,,,,,,,
,272,-87.950000,,,,,,68.268,NR SA,,,,,,,,,,,,,,,,
,272,-88.330000,,,,,,58.335,NR SA,,,,,,,,,,,,,,,,
,272,-88.380000,,,,,,64.684,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Complete,[Tool] Voice - Call Result : Complete,,,,,
,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Release Call Request,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,,,,,,,,,,,,UL,BYE,,,,,,,,,,,,
,272,-88.710000,,,,,,50.704,NR SA,,,,,,,,,,,,1,,,,
,272,-89.590000,,,,,,59.265,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Release Call Success,,,,,
,272,-90.040000,,,,,,42.463,NR SA,,,,,,,,,,,,,,,,
,272,-89.120000,,,,,,47.155,NR SA,,,,,,,,,,,,,,,,
,272,-89.560000,,,,,,47.380,NR SA,,,,,,,,,,,,,,,,
,272,-89.520000,,,,,,50.052,NR SA,,,,,,,,,,,,,,,,
,272,-89.370000,,,,,,46.044,NR SA,,,,,,,,,,,,,,,,
,272,-89.430000,,,,,,41.726,NR SA,,,,,,,,,,,,,,,,
,272,-89.860000,,,,,,47.241,NR SA,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Incomplete,,,,,,
,,,,,,,,,,Download End Request,,,,,,,,,,,,,,,
,,,,,,,,,,Download Ended,,,,,,,,,,,,,,,
,272,-90.380000,,,,,,38.968,NR SA,,,,,,,,,,,,,,,,
,272,-89.330000,,,,,,,,,,,,,,,,,,,,,,,
,272,-87.420000,,,,,,,,,,,,,,,,,,,,,,,
,272,-86.880000,,,,,,,,,,,,,,,,,,,,,,,
