PC2,PC3
3.2,8.9
13.5,13.9
12.9,14.1
11.0,13.8
14.0,15.0
10.9,12.8
11.7,12.6
13.2,14.6
12.6,13.6
10.6,12.4
13.7,14.6
13.7,14.7
13.6,14.8
14.2,15.2
12.2,13.6
13.3,14.0
12.2,13.5
13.2,13.4
14.7,14.8
16.1,14.3
18.7,14.6
18.1,15.0
17.8,14.9
18.9,14.8
18.8,15.0
18.9,15.1
18.8,15.0
19.0,15.1
18.9,15.2
19.0,15.0
18.9,14.6
17.7,14.6
18.4,14.5
19.0,14.8
18.9,15.0
18.8,14.9
18.7,14.5
18.8,14.8
18.7,14.6
18.8,14.4
17.5,13.4
18.8,13.8
18.6,14.2
18.9,13.7
18.8,14.5
18.9,15.3
18.9,15.1
18.9,14.7
19.0,15.2
19.0,15.2
18.8,15.0
19.0,15.3
18.9,15.2
19.0,14.7
18.6,15.1
18.7,15.0
18.9,15.2
18.9,14.8
18.8,14.7
16.2,14.1
15.7,15.0
13.5,14.4
13.7,13.6
12.9,14.8
13.4,14.6
16.2,13.8
17.3,15.4
17.6,15.3
18.3,15.2
15.6,12.8
18.4,15.2
18.9,15.7
16.5,15.6
18.3,15.5
18.1,15.9
18.8,15.8
18.1,15.8
15.6,15.5
18.6,15.8
17.5,14.8
18.5,15.7
19.0,16.0
19.0,16.0
18.8,16.0
18.9,16.0
18.9,16.0
18.8,15.9
18.9,16.0
18.7,16.0
18.6,15.9
18.4,16.1
19.0,16.0
19.2,16.2
19.2,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.0
19.0,16.9
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.3,19.0
19.4,19.2
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
18.1,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.2,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.2,19.0
19.0,19.0
19.0,19.0
18.3,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,19.0
18.0,18.3
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
18.0,18.0
18.2,18.0
19.0,18.4
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.2,19.4
19.2,19.5
19.1,19.1
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.0,19.0
19.4,19.3
19.2,19.6
19.1,19.6
19.2,19.4
19.3,19.4
19.8,19.2
19.4,19.3
19.2,19.5
19.1,19.6
19.6,19.2
19.4,19.3
19.2,19.5
19.3,19.3
19.3,19.3
19.2,19.2
19.2,19.5
19.3,19.5
19.4,19.5
19.5,19.2
19.3,19.4
19.5,19.2
19.2,19.4
19.4,19.4
24.0,19.3
