[General] Serving Network (In Traffic),[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] PCI,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G RSRP,[Call Test] [Voice Quality] [Per Rx Clip] [RF Quality] 5G SINR,[NR5G] [System] Band,[NR5G] [RF] PCI,[Call Test] [Voice Quality] [UL MOS] MOS,[Call Test] [Voice Quality] [Per Rx Clip] MOS Value
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
,,,,,,,2.220000,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,25,679,,
NR SA,,,,,25,679,,
NR SA,,,,,25,679,,
NR SA,,,,,25,679,,
NR SA,,,,,25,679,,
NR SA,,,,,25,679,,
NR SA,,,,,25,679,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-100.436566,,,,,3.719592
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,,,4.350000,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-82.186405,,,,,4.348084
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,,,2.320000,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-83.098275,,,,,4.394469
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,,,4.410000,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-83.472945,,,,,4.338192
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,,,4.300000,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-81.302559,,,,,4.335282
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,,,4.490000,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-82.317320,,,,,3.607081
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,,,4.430000,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-85.142516,,,,,4.338354
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,,,4.420000,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,-83.670239,,,,,4.370001
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
,,,,,,,4.220000,
,,,,,41,684,,
,,,,,41,684,,
,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
,,,-98.448320,,,,,4.407217
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,41,684,,
NR SA,,,,,71,683,,
NR SA,,,,,71,683,,
,,,,,,,3.960000,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
,,,-101.886890,,,,,4.083222
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
,,,,,,,4.280000,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
,,,-102.014084,,,,,4.327802
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
,,,,,,,4.220000,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,71,335,,
NR SA,,,,,71,335,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
,,,-104.381879,,,,,4.395762
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
,,,,,,,4.430000,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,339,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,338,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
,,,-73.993295,,,,,4.137664
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
,,,,,,,4.360000,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,337,,
NR SA,,,,,25,752,,
NR SA,,,,,25,752,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-98.475670,,,,,3.723257
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.470000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-98.609482,,,,,4.335998
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.420000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,272,,
NR SA,,,,,41,272,,
NR SA,,,,,41,272,,
NR SA,,,,,41,272,,
NR SA,,,,,25,752,,
NR SA,,,,,25,752,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-100.665626,,,,,3.040428
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.350000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-92.762391,,,,,4.325765
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.360000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-94.229186,,,,,4.333980
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.340000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-90.619150,,,,,4.385293
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.430000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-88.469461,,,,,4.351839
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.350000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-79.861711,,,,,4.349131
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.430000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-78.444030,,,,,4.295979
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.060000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-86.879031,,,,,4.296100
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.240000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.503410,,,,,4.394978
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.290000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-77.966304,,,,,4.320422
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.370000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.321479,,,,,4.367392
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.420000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-77.793762,,,,,4.310018
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.360000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-77.963466,,,,,4.374169
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.190000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.445761,,,,,4.278925
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.450000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-77.921890,,,,,4.241749
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.380000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-78.186229,,,,,4.353697
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.360000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-78.272165,,,,,4.188418
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.450000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.205413,,,,,4.362519
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.260000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-79.505557,,,,,4.313099
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.500000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-81.171591,,,,,4.274035
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.400000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-82.070078,,,,,4.386204
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.410000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-79.604470,,,,,4.314603
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.240000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-79.548782,,,,,4.305147
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.360000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-80.369061,,,,,4.322269
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.410000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-76.509863,,,,,4.330292
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.430000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,-81.021747,,,,,4.339014
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
,,,,,,,4.360000,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
NR SA,,,,,41,744,,
