PC2,PC3
-3.6,2.3
-3.5,3.8
-4.4,-1.6
-2.4,-1.0
0.5,-3.1
1.8,-3.0
1.4,1.6
5.0,0.6
5.0,-1.3
3.6,-0.5
3.9,7.8
4.0,5.1
1.9,3.7
5.3,7.1
5.3,5.5
5.9,6.3
5.3,7.0
4.8,5.2
4.8,5.1
5.9,6.2
10.1,5.1
9.2,5.9
10.4,6.2
8.4,11.8
1.8,5.9
1.8,5.0
11.1,4.6
9.7,6.1
8.7,8.8
9.2,7.8
7.6,9.7
8.7,10.8
10.7,12.4
9.4,8.6
10.0,11.7
15.4,16.0
14.8,16.8
14.4,17.0
15.3,16.6
15.0,16.6
14.7,17.3
15.6,17.1
13.9,16.7
15.1,17.3
14.5,18.3
13.6,17.1
13.6,18.5
12.7,17.8
13.0,12.6
11.3,11.6
11.9,11.8
11.4,9.9
11.8,11.4
13.0,9.8
10.1,11.9
10.7,13.2
11.0,10.9
7.5,12.6
13.7,12.4
13.4,17.8
14.7,17.8
16.2,18.3
16.0,18.7
16.2,19.1
17.1,19.5
16.7,19.1
17.2,19.7
18.5,20.2
18.4,20.2
19.1,20.0
16.4,19.0
16.4,18.4
16.3,17.5
14.7,19.1
16.7,19.3
17.1,19.6
16.7,18.0
17.4,19.5
18.2,18.4
18.7,19.4
17.3,17.2
15.2,19.2
18.2,20.0
18.0,20.3
18.3,20.3
17.7,20.6
17.8,19.9
16.4,19.5
17.2,19.8
16.8,19.9
17.0,19.9
16.7,20.3
17.4,18.7
16.8,19.2
17.4,18.1
17.9,17.8
9.6,11.0
12.0,12.5
14.3,10.8
15.2,10.3
16.7,9.6
17.9,16.7
19.2,19.3
17.3,18.8
17.6,19.1
17.9,19.4
18.0,19.7
18.3,19.8
19.0,20.1
18.4,19.2
18.2,19.1
18.3,18.7
18.0,19.6
17.7,19.4
16.9,19.3
14.5,17.6
17.9,18.5
17.5,19.7
13.9,17.1
14.3,16.5
14.7,17.7
15.3,17.2
15.3,19.7
15.8,18.8
14.2,17.0
13.8,16.7
16.7,18.9
19.3,22.1
20.3,21.6
20.6,22.5
20.8,22.6
20.7,22.3
20.3,22.7
20.7,22.5
20.6,23.2
21.1,23.7
21.1,23.6
21.1,23.8
21.2,23.8
21.1,23.7
20.9,22.9
19.9,22.6
21.2,22.8
21.7,23.0
20.8,22.9
21.9,24.4
22.3,24.7
22.5,24.2
22.6,24.5
22.4,24.4
21.5,23.9
21.3,23.9
21.2,23.8
21.3,23.9
21.2,23.8
21.3,23.8
21.2,23.9
21.4,23.8
21.2,23.9
21.4,24.0
21.3,23.8
21.3,23.8
21.2,23.8
21.2,23.7
21.1,23.8
21.2,23.9
21.6,23.6
22.6,24.9
22.7,25.0
23.1,25.0
22.6,24.8
22.7,24.7
22.5,24.8
22.4,24.6
22.9,24.0
22.0,23.9
21.3,23.7
21.2,23.8
21.6,24.2
22.4,25.0
22.8,25.2
23.3,25.9
23.5,26.6
