[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,,,,,,,,,,,,,,,,,,0,
,,,,,266,-96.07,14.89,,,,,,,,,,,,,0,0
,,,,,266,-96,13.24,,,,,,,,,,,,,0,0
,,,,,266,-95.41,15.27,,,,,,,,,,,,,0,
,,,,,266,-95.85,13.84,,,,,,,,,,,,,0,0
,,,,,266,-97.4,13.12,,,,,,,,,,,,,0,0
,,,,,266,-95.9,17.56,,,,,,,,,,,,,0,0
,,,,,266,-96.29,16.68,,,,,,,,,,,,,0,0
,,,,,266,-96.61,15.78,,,,,,,,,,,,,0,
,,,,,266,-97.78,10.72,,,,,,,,,,,,,0,0
,,,,NR SA,266,-100.63,10.38,,,,,,,,,,,,,0,0
,,,N41(100),NR SA,266,-99.3,13.4,,,,,,,,,,,,,0.001,0.001
,,,N41(100),NR SA,266,-102.09,5.76,,,,,,,,,,,,,0,
,,,N41(100),NR SA,266,-100.3,12.81,,,,,,,,,,,,,0,
,,,N41(40),NR SA,266,-100.48,12.92,,,,,,,,,,,,,0.06,0.002
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,266,-96.59,12.79,,,,,,,,,,,,,0.001,0.002
,,,N41(40),NR SA,266,-98.9,11.22,,,,,,,,,,,,,0.004,0.038
,,,N41(40),NR SA,266,-97.38,13.34,,,,,,,,,,,,,0.129,0.123
,,,N41(40),NR SA,266,-97.68,13.66,,,,,,,,,,,,,0.14,0.115
,,,N41(40),NR SA,266,-96.99,13.82,,,,,,,,,,,,,0.258,0.135
,,,N41(40),NR SA,266,-96.28,15.54,,,,,,,,,,,,,1.473,0.293
,,,N41(40),NR SA,266,-93.71,18.06,,,,,,,,,,,,,26.706,0.43
,,,N41(40),NR SA,266,-93.68,18.27,,,,,,,,,,,,,132.311,1.051
,,,N41(40)+N41(40),NR SA,266,-91.71,17.57,,,,,,,,,,,,,115.248,0.808
,,,N41(40)+N41(40),NR SA,266,-93.16,13.4,,,,,,,,,,,,,4.34,0.067
,,,N41(40)+N41(40),NR SA,266,-94.55,13.33,,,,,,,,,,,,,0.267,0.233
,,,N41(40)+N41(40),NR SA,266,-97.81,11.87,,,,,,,,,,,,,48.505,0.493
,,,N41(40)+N41(40),NR SA,266,-98.1,13.03,,,,,,,,,,,,,9.329,0.095
,,,N41(40)+N41(40),NR SA,266,-100.17,12.26,,,,,,,,,,,,,0.003,0.005
,,,N41(40)+N41(40),NR SA,266,-96.75,12.81,,,,,,,,,,,,,0,0
,,,N41(40)+N41(40),NR SA,266,-94.98,15.37,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-94.04,16.56,,,,,,,,,,,,,0,0
,,,N41(40)+N41(40),NR SA,266,-93.63,15.09,,,,,,,,,,,,,0,0.003
,,,N41(40)+N41(40),NR SA,266,-96.62,12.91,,,,,,,,,,,,,0,0
,,,N41(40)+N41(40),NR SA,266,-94.75,16.19,,,,,,,,,,,,,0,0
,,,N41(40)+N41(40),NR SA,266,-93.93,16.93,,,,,,,,,,,,,0,0
,,,N41(40)+N41(40),NR SA,266,-93.63,16.6,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-94.47,14.56,,,,,,,,,,,,,0,0
,,,N41(40)+N41(40),NR SA,266,-95.05,12.41,,,,,,,,,,,,,0,0.001
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,NR SA,266,-99.96,11.72,,,,,,,,,,,,,0,0
,,,N41(40),NR SA,266,-97,16.42,,,,,,,,,,,,,0.02,0.043
,,,N41(40),NR SA,266,-96.49,15.16,,,,,,,,,,,,,0.069,0.137
,,,N41(40),NR SA,266,-99.16,11.27,,,,,,,,,,,,,0.173,0.248
,,,N41(40)+N41(40),NR SA,266,-99.03,11.71,,,,,,,,,,,,,15.284,0.583
,,,N41(40)+N41(40),NR SA,266,-99.46,12.06,,,,,,,,,,,,,86.827,0.66
,,,N41(40)+N41(40),NR SA,266,-97.52,14.23,,,,,,,,,,,,,17.196,0.154
,,,N41(40)+N41(40),NR SA,266,-97.62,13.36,,,,,,,,,,,,,98.857,0.705
,,,N41(40)+N41(40),NR SA,266,-97.38,10.56,,,,,,,,,,,,,50.805,0.357
,,,N41(40)+N41(40),NR SA,266,-100.72,10.9,,,,,,,,,,,,,37.821,0.51
,,,N41(40)+N41(40),NR SA,266,-98.95,10.57,,,,,,,,,,,,,18.057,0.346
,,,N41(40)+N41(40),NR SA,266,-101.04,10.2,,,,,,,,,,,,,0.005,0.009
,,,N41(40)+N41(40),NR SA,266,-102.51,10.82,,,,,,,,,,,,,0,0.007
,,,N41(40)+N41(40),NR SA,266,-99.96,12.5,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-97.7,14.88,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-96.32,17.36,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-97.39,16.35,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-96.99,16.74,,,,,,,,,,,,,0.086,0.067
,,,N41(40)+N41(40),NR SA,266,-98.83,12.97,,,,,,,,,,,,,0,
,,,N41(40)+N41(40),NR SA,266,-102.09,10.23,,,,,,,,,,,,,0,0.002
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
