[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,N41(x),,67,-98.240000,10.490000,,,,,,,,,,,,,,
,,,N41(x),,67,-97.000000,10.590000,,,,,,,,,,,,,0.000,
,,,N41(x),,67,-96.770000,12.240000,,,,,,,,,,,,,,
,,,N41(x),,67,-96.580000,15.120000,,,,,,,,,,,,,,
,,,N41(x),,67,-94.380000,13.670000,,,,,,,,,,,,,0.000,
,,,N41(x),,67,-98.100000,5.880000,,,,,,,,,,,,,,
,,,N41(x),,67,-100.240000,5.260000,,,,,,,,,,,,,0.000,
,,,N41(x),,67,-101.260000,7.540000,,,,,,,,,,,,,0.000,
,,,N41(x),,67,-102.920000,7.420000,,,,,,,,,,,,,0.000,
,,,N41(x),NR SA,67,-103.650000,6.370000,,,,,,,,,,,,,,
,,,N41(x),NR SA,67,-104.020000,6.400000,,,,,,,,,,,,,0.000,
,,,N41(x),NR SA,67,-101.190000,7.420000,,,,,,,,,,,,,,
,,,N41(x),NR SA,67,-97.620000,11.410000,,,,,,,,,,,,,,
,,,N41(40),NR SA,67,-98.880000,10.700000,,,,,,,,,,,,,0.013,0.007
,,,N41(40),NR SA,67,-98.850000,12.730000,,,,,,,,,,,,,0.255,0.585
,,,N41(40),NR SA,67,-97.870000,14.640000,,,,,,,,,,,,,0.006,0.014
,,,N41(40),NR SA,67,-97.760000,14.330000,,,,,,,,,,,,,0.004,0.063
,,,N41(40),NR SA,67,-101.300000,11.400000,,,,,,,,,,,,,0.002,0.002
,,,N41(40),NR SA,67,-98.270000,11.280000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-95.840000,11.890000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-99.100000,10.080000,,,,,,,,,,,,,0.004,0.041
,,,N41(40),NR SA,67,-100.290000,10.400000,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,67,-98.280000,7.620000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-101.920000,4.520000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-102.410000,3.550000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-101.920000,6.330000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-96.180000,10.800000,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,67,-98.170000,9.180000,,,,,,,,,,,,,0.000,0.000
,,,N41(40),NR SA,67,-98.590000,9.010000,,,,,,,,,,,,,0.005,0.071
,,,N41(40),NR SA,67,-97.220000,12.680000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-95.980000,13.870000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-97.130000,10.600000,,,,,,,,,,,,,0.000,0.001
,,,N41(40),NR SA,67,-98.610000,8.520000,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,67,-101.610000,6.690000,,,,,,,,,,,,,0.000,0.000
,,,N41(40),NR SA,67,-101.290000,5.680000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,67,-99.540000,9.790000,,,,,,,,,,,,,0.087,0.271
,,,N41(40)+N71(x)+N25(x)+N41(x)+N71(x),NR SA,67,-99.210000,10.640000,,,,,,,,,,,,,0.003,0.053
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,67,-100.640000,10.460000,,,,,,,,,,,,,0.046,0.034
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,67,-100.230000,8.310000,,,,,,,,,,,,,0.000,0.087
,,,N41(40)+N25(x)+N41(x)+N71(x),NR SA,67,-101.640000,8.800000,,,,,,,,,,,,,0.008,0.125
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,67,-102.280000,8.470000,,,,,,,,,,,,,0.001,0.044
,,,N41(40),NR SA,67,-107.620000,6.520000,,,,,,,,,,,,,0.004,0.056
,,,N41(40),NR SA,67,-108.810000,7.120000,,,,,,,,,,,,,0.119,0.152
,,,N41(40),NR SA,67,-105.370000,9.250000,,,,,,,,,,,,,0.434,0.337
,,,N41(40),NR SA,67,-100.840000,11.650000,,,,,,,,,,,,,0.020,0.071
,,,N41(40),NR SA,67,-99.840000,9.830000,,,,,,,,,,,,,0.004,0.032
,,,N41(40),NR SA,67,-98.990000,12.820000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-97.540000,13.940000,,,,,,,,,,,,,0.036,0.069
,,,N41(40),NR SA,67,-96.050000,13.150000,,,,,,,,,,,,,0.004,0.002
,,,N41(40),NR SA,67,-95.150000,12.570000,,,,,,,,,,,,,0.000,0.464
,,,N41(40),NR SA,67,-95.880000,12.140000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-97.680000,8.760000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-101.160000,7.540000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-101.620000,5.720000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-99.470000,7.060000,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,67,-100.810000,2.880000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-99.310000,7.350000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-97.350000,7.000000,,,,,,,,,,,,,0.000,0.014
,,,N41(40),NR SA,67,-98.060000,6.610000,,,,,,,,,,,,,0.000,0.394
,,,N41(40),NR SA,67,-96.180000,10.360000,,,,,,,,,,,,,0.010,0.236
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,67,-100.010000,9.590000,,,,,,,,,,,,,0.702,0.486
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,67,-102.950000,9.620000,,,,,,,,,,,,,211.317,2.102
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,67,-105.270000,8.180000,,,,,,,,,,,,,384.867,3.497
,,,N41(40)+N71(x)+N25(x)+N41(x),NR SA,67,-106.190000,7.770000,,,,,,,,,,,,,508.139,3.502
