DUT,REF
-82.38,-79.18
-82.26,-79.38
-83.5,-78.96
-82.17,-78.84
-82.59,-79.15
-82.08,-79.46
-82.58,-78.0
-82.0,-79.0
-79.0,-80.78
-81.92,-81.36
-82.28,-81.46
-83.52,-75.68
-82.75,-76.36
-83.98,-79.1
-83.42,-78.58
-82.04,-78.8
-82.77,-77.98
-82.41,-80.84
-81.85,-79.06
-84.4,-76.92
-83.4,-76.5
-83.6,-77.51
-85.0,-76.6
-83.54,-76.66
-83.33,-76.94
-84.06,-77.32
-81.02,-78.92
-79.42,-78.76
-82.4,-79.9
-84.27,-79.16
-82.08,-78.66
-83.13,-79.26
-84.12,-80.56
-85.83,-82.29
-86.35,-82.38
-87.0,-82.5
-86.27,-82.62
-87.02,-82.56
-87.32,-84.56
-88.43,-84.94
-88.55,-84.18
-89.02,-83.48
-89.43,-84.1
-87.79,-82.74
-86.96,-82.22
-87.62,-81.12
-86.82,-84.44
-85.04,-87.56
-88.09,-84.96
-87.22,-85.72
-89.4,-84.68
-90.79,-87.46
-89.96,-87.56
-91.22,-85.38
-90.83,-82.02
-91.7,-81.78
-87.92,-82.36
-86.71,-86.16
-89.04,-86.98
-89.72,-87.16
-88.19,-89.78
-91.25,-90.74
-95.8,-92.88
-93.84,-90.64
-96.0,-91.88
-93.92,-93.36
-94.26,-93.66
-96.06,-92.0
-96.83,-90.54
-96.44,-93.26
-95.52,-92.98
-96.09,-94.24
-96.53,-96.04
-98.37,-97.5
-95.15,-95.78
-97.56,-94.76
-95.47,-96.36
-97.32,-97.28
-97.9,-93.2
-96.98,-92.52
-94.62,-93.16
-98.09,-94.5
-96.9,-91.96
-94.86,-92.8
-93.49,-95.28
-93.76,-95.98
-99.9,-100.02
-104.13,-100.42
-105.06,-99.1
-105.52,-100.5
-104.17,-97.72
-103.56,-94.88
-105.4,-99.22
-99.9,-96.6
-101.46,-99.4
-99.3,-96.96
-100.9,-93.82
-100.28,-95.82
-100.08,-97.06
-103.06,-97.38
-100.94,-98.12
-101.52,-98.02
-103.44,-96.08
-104.62,-97.16
-101.65,-98.24
-102.0,-96.1
-103.44,-97.92
-103.38,-100.86
-105.96,-101.53
-104.27,-101.2
-105.06,-100.6
-105.87,-102.32
-106.46,-101.78
-107.77,-102.7
-107.24,-102.62
-105.27,-100.14
-105.9,-101.36
-105.09,-99.22
-103.85,-97.5
-103.02,-98.64
-100.02,-100.33
-102.73,-101.1
-103.56,-101.42
-101.19,-100.66
-104.85,-102.62
-105.25,-102.0
-104.43,-101.7
-104.88,-102.54
-104.25,-102.44
-105.68,-101.26
-103.79,-102.9
-103.52,-103.02
-103.98,-102.2
-104.37,-104.11
-106.21,-104.4
-105.34,-101.7
-105.71,-102.16
-105.89,-101.5
-104.37,-100.53
-104.37,-101.96
-102.56,-101.74
-103.15,-102.04
-102.79,-99.7
-102.55,-99.52
-100.08,-99.2
-101.61,-98.26
,-96.14
,-93.12
,-93.64
,-93.48
,-94.26
,-96.72
,-97.4
