DUT,REF
-77.2,-76.0
-75.96,-78.69
-78.83,-77.5
-78.4,-75.28
-78.29,-76.22
-76.8,-76.08
-77.33,-76.18
-77.33,-76.5
-79.4,-76.8
-76.55,-76.86
-75.86,-77.78
-77.74,-76.3
-76.87,-76.52
-76.4,-76.18
-76.85,-77.78
-76.6,-76.7
-76.24,-76.18
-77.64,-75.13
-79.17,-79.62
-78.04,-81.64
-77.5,-80.2
-76.81,-80.6
-77.21,-82.82
-78.17,-84.08
-80.19,-83.2
-80.26,-85.0
-82.25,-86.69
-81.37,-88.6
-82.15,-88.28
-83.26,-86.5
-82.1,-88.04
-83.54,-89.34
-84.75,-90.68
-88.02,-91.04
-87.95,-91.66
-84.53,-91.88
-84.19,-92.68
-85.8,-93.36
-88.7,-93.64
-92.4,-94.02
-93.76,-92.92
-93.19,-92.62
-92.28,-91.92
-93.32,-90.46
-92.02,-90.96
-92.31,-92.44
-92.79,-91.66
-93.72,-91.38
-95.08,-93.04
-92.15,-93.62
-93.0,-94.44
-93.96,-94.66
-92.28,-94.8
-92.67,-94.94
-96.29,-94.86
-96.62,-90.5
-97.0,-94.34
-97.74,-93.34
-95.81,-95.24
-97.87,-96.4
-96.91,-97.7
-95.21,-97.94
-96.6,-99.34
-93.37,-98.68
-95.33,-100.72
-96.89,-99.56
-99.63,-99.24
-98.43,-101.06
-99.81,-100.88
-101.63,-100.54
-103.45,-100.94
-104.04,-101.62
-102.38,-100.74
-101.25,-97.62
-102.4,-101.29
-101.87,-101.82
-101.65,-102.22
-101.37,-102.06
-103.71,-101.96
-102.94,-101.24
-104.43,-100.36
-105.53,-101.64
-103.58,-102.38
-104.53,-100.62
-105.94,-99.64
-105.1,-97.62
-103.85,-100.5
-104.09,-102.0
-104.06,-99.32
-101.79,-98.42
-101.53,-97.3
-99.66,-98.3
-101.53,-100.9
-104.29,-99.48
-105.27,-100.18
-104.38,-100.34
-102.46,-101.16
-102.38,-102.52
-103.21,-102.56
-103.06,-102.76
-102.27,-101.44
-102.97,-99.44
-101.79,-99.28
-102.63,-100.62
-101.83,-102.62
-104.58,-103.48
-104.28,-107.12
-102.51,-107.0
-102.19,-106.6
-103.5,-105.66
-105.38,-102.0
-104.9,-100.46
-105.34,-92.68
-106.3,-96.0
-108.3,-90.92
-108.15,-93.14
-107.2,-91.96
-104.91,-94.02
-100.72,-103.24
-100.37,-103.12
-101.11,-99.86
-101.34,-99.3
-100.6,-104.5
-102.02,-104.44
-106.33,-103.88
-107.94,-101.42
-106.66,-106.11
-105.83,-107.24
-99.38,-105.18
-107.81,-105.2
-106.7,-103.82
-105.98,-103.74
-109.38,-102.38
-112.23,-102.88
-110.42,-104.11
-110.03,-106.96
-108.78,-107.28
-108.49,-108.24
-105.05,-107.84
-107.56,-108.88
-105.28,-110.56
-109.38,-109.41
-111.97,-107.82
-111.75,-106.97
-111.37,-107.63
-107.78,-110.41
-108.69,-108.74
-111.72,-109.86
-113.61,-110.29
-110.13,-107.36
-109.53,-110.4
-111.49,-110.0
-113.72,-109.66
-113.06,-111.27
-112.7,-112.05
-111.94,-110.81
-111.33,-107.5
-112.28,-106.65
-110.17,-106.05
-110.47,-105.1
-110.51,-105.08
-111.94,-101.98
-111.25,-102.34
-109.0,-103.54
-110.21,-102.22
-110.61,-101.72
-108.23,-100.22
-105.58,-101.94
-104.73,-103.42
-105.53,-102.92
-104.39,-103.68
-101.34,-101.98
-100.91,-100.72
-103.15,-100.48
-105.91,-100.5
-105.71,-100.92
-102.33,-99.8
-100.96,-99.42
-100.24,-98.98
-99.93,-100.46
-100.0,-99.24
-100.63,-100.36
-100.46,-101.98
-100.76,-101.44
-102.5,-100.12
-102.0,-102.34
-100.83,-101.56
-101.58,-100.06
-103.25,-101.04
-103.2,-101.72
-102.23,-101.76
-102.27,-100.46
-103.86,-102.76
-102.44,-104.24
-103.43,-102.64
-103.17,-104.36
-102.55,-102.08
-102.0,-102.34
-102.0,-99.76
,-94.62
,-95.68
,-97.36
,-94.58
,-94.2
,-105.06
,-102.76
,-97.44
,-101.36
,-101.58
,-108.24
,-110.33
,-110.62
,-110.66
,-110.32
,-109.98
,-110.32
,-108.64
,-107.81
,-110.32
,-108.35
,-110.68
,-111.51
,-110.95
,-114.19
,-113.03
,-110.86
,-111.14
,-110.48
,-110.47
,-112.35
,-105.14
,-107.65
,-109.88
,-105.25
,-105.62
,-98.08
,-97.65
,-93.74
,-89.0
,-90.23
,-94.33
,-89.96
,-83.78
,-84.82
,-97.08
,-94.64
,-92.98
,-95.65
,-98.92
,-100.37
,-96.98
,-95.88
,-99.18
,-95.94
,-96.58
,-95.35
,-93.67
,-94.49
,-95.8
,-97.14
,-99.1
,-103.88
,-106.53
,-106.42
,-106.31
,-107.22
,-106.97
,-107.42
,-104.6
,-104.27
,-105.52
,-101.78
,-100.2
,-103.49
,-103.8
,-104.98
,-105.44
,-101.71
,-102.16
,-102.42
,-102.02
,-101.55
,-101.62
,-100.12
,-103.67
,-101.91
,-102.36
,-102.36
,-104.67
,-106.3
,-107.78
,-101.87
,-107.5
,-106.73
,-111.34
,-110.16
,-109.89
,-108.54
,-106.49
,-105.56
,-104.9
,-104.1
,-108.02
,-107.25
,-109.47
,-108.96
,-106.67
,-106.95
,-103.85
,-105.8
,-102.64
,-105.78
,-105.62
,-100.22
