DUT,REF
-86.75,-92.25
-88.33,-92.33
-89.33,-91.67
-89.0,-93.56
-88.0,-95.0
-88.0,-92.0
-88.0,-90.0
-88.0,-90.95
-89.0,-91.16
-88.8,-89.44
-88.72,-90.4
-88.56,-91.88
-87.72,-93.12
-89.12,-90.4
-89.12,-88.76
-86.4,-90.6
-84.64,-90.16
-85.32,-92.0
-85.08,-92.96
-87.4,-91.92
-88.84,-90.96
-89.28,-91.5
-89.0,-91.8
-89.28,-90.88
-89.4,-91.16
-87.68,-89.76
-87.2,-89.64
-90.48,-90.48
-87.88,-90.12
-87.4,-90.28
-86.28,-90.44
-87.2,-91.92
-88.2,-90.04
-86.72,-89.84
-87.48,-90.85
-88.48,-91.0
-86.72,-90.4
-87.4,-90.68
-87.96,-89.2
-87.24,-89.8
-88.72,-91.04
-88.76,-90.0
-90.16,-89.36
-88.96,-89.46
-88.84,-90.68
-89.4,-89.88
-88.36,-90.04
-87.92,-88.48
-88.72,-90.52
-88.6,-90.68
-89.16,-91.13
-86.96,-91.68
-88.8,-90.36
-89.0,-89.4
-89.04,-90.8
-86.04,-91.64
-88.12,-91.08
-89.44,-88.5
-88.04,-89.44
-82.16,-92.04
-85.0,-89.76
-86.92,-91.68
-87.64,-93.76
-88.6,-92.88
-91.76,-94.52
-87.72,-93.88
-88.88,-93.76
-89.52,-91.88
-88.88,-92.0
-88.2,-90.68
-88.68,-90.64
-89.08,-91.48
-87.8,-94.16
-87.92,-92.48
-88.6,-91.48
-88.72,-90.64
-86.84,-92.2
-86.24,-92.48
-87.44,-92.52
-85.36,-94.27
-86.72,-95.0
-89.88,-95.48
-90.32,-95.96
-88.24,-94.28
-91.12,-93.96
-91.68,-90.96
-89.72,-90.84
-86.92,-90.64
-86.0,-91.24
-88.24,-93.88
-91.2,-96.27
-91.72,-97.92
-92.48,-98.12
-94.92,-101.52
-96.72,-98.54
-96.6,-95.64
-95.92,-95.7
-95.16,-99.68
-96.44,-100.16
-97.4,-100.24
-97.96,-99.32
-95.8,-96.76
-96.72,-97.96
-96.88,-99.6
-98.08,-97.68
-97.76,-101.12
-97.32,-101.24
-98.36,-98.64
-96.56,-98.28
-97.8,-98.6
-96.08,-99.12
-98.16,-99.36
-95.68,-98.8
-95.52,-99.2
-98.12,-97.73
-97.84,-96.32
-95.84,-95.72
-95.6,-96.68
-95.44,-95.4
-94.92,-96.36
-93.92,-98.09
-95.8,-97.76
-96.16,-98.56
-95.69,-99.84
-96.76,-104.0
-97.36,-104.84
-98.56,-103.88
-98.08,-101.36
-98.72,-102.48
-101.36,-103.36
-102.24,-105.4
-104.04,-105.76
-103.72,-104.84
-102.16,-104.6
-101.52,-104.44
-101.12,-106.15
-103.44,-107.88
-104.24,-107.6
-106.28,-106.32
-104.88,-108.4
-103.76,-109.28
-106.2,-108.72
-107.92,-108.6
-105.8,-108.0
-105.2,-108.13
-104.28,-108.12
-102.16,-106.16
-103.56,-107.48
-102.8,-109.24
-105.2,-109.92
-106.0,-109.27
-106.6,-110.0
-105.88,-106.48
-104.56,-105.92
-106.12,-107.56
-105.04,-108.72
-106.56,-109.32
-105.44,-109.0
-104.36,-108.2
-102.0,-106.76
-99.4,-105.54
-101.32,-103.52
-105.16,-103.4
-105.92,-105.23
-105.24,-105.79
-102.64,-100.44
-102.24,-86.05
-97.17,-93.33
-84.71,
-87.07,
-96.21,
