DUT,REF
-70.43,-75.33
-69.17,-75.0
-70.14,-77.8
-68.0,-76.0
-70.0,-75.0
-71.0,-75.0
-71.0,-75.5
-70.0,-77.0
-73.0,-77.0
-73.38,-74.0
-72.57,-74.84
-72.69,-78.08
-70.62,-74.48
-74.5,-73.85
-76.21,-76.22
-71.28,-74.92
-70.87,-76.6
-68.63,-75.09
-72.83,-74.16
-67.06,-73.82
-66.91,-73.6
-66.58,-76.4
-66.0,-73.56
-66.96,-73.67
-66.15,-72.38
-65.52,-72.6
-64.38,-68.16
-63.77,-67.49
-65.67,-69.54
-65.37,-67.78
-64.77,-67.15
-65.73,-68.92
-65.26,-67.74
-65.67,-69.14
-66.6,-69.26
-66.21,-69.0
-65.79,-67.84
-67.04,-68.38
-65.83,-67.82
-66.06,-69.5
-65.14,-68.36
-66.14,-69.82
-65.64,-68.4
-66.21,-68.9
-65.32,-69.36
-65.7,-69.13
-65.87,-69.24
-65.4,-67.98
-66.06,-72.58
-67.74,-74.9
-67.17,-72.55
-66.96,-70.78
-71.91,-74.71
-71.17,-73.02
-66.02,-71.11
-69.58,-73.96
-72.56,-74.04
-74.81,-73.13
-73.96,-73.82
-74.44,-75.22
-73.42,-79.02
-76.24,-78.28
-75.36,-78.8
-79.85,-80.2
-78.58,-81.2
-77.79,-79.15
-79.35,-82.0
-78.81,-80.82
-82.18,-78.94
-81.32,-81.24
-80.37,-80.6
-82.02,-81.52
-81.45,-82.66
-82.98,-80.38
-80.24,-81.06
-80.5,-81.76
-83.42,-82.9
-82.77,-84.68
-82.54,-82.38
-82.23,-81.23
-83.02,-83.44
-82.96,-84.22
-81.77,-82.64
-82.46,-81.36
-81.19,-81.27
-82.33,-83.9
-83.37,-82.48
-85.83,-83.28
-85.7,-84.38
-88.63,-87.44
-86.35,-86.1
-85.74,-86.02
-88.39,-86.04
-87.19,-87.78
-86.58,-87.68
-88.91,-87.86
-89.27,-87.66
-91.25,-88.4
-90.49,-87.98
-88.98,-88.0
-92.6,-91.09
-90.6,-90.22
-92.81,-91.06
-93.26,-91.38
-91.04,-90.98
-87.77,-88.25
-88.14,-89.07
-87.26,-89.8
-89.72,-91.27
-89.69,-90.62
-89.0,-91.16
-88.88,-89.92
-88.37,-87.78
-89.17,-90.62
-89.94,-89.4
-91.79,-91.36
-87.35,-88.82
-91.26,-92.28
-93.08,-92.2
-94.77,-94.6
-92.33,-93.72
-92.27,-96.42
-93.46,-96.46
-91.9,-94.6
-93.24,-93.44
-90.5,-92.13
-94.23,-93.68
-92.66,-93.6
-94.0,-92.72
-92.57,-92.59
-92.85,-93.9
-92.74,-95.04
-90.3,-96.2
-93.83,-94.56
,-94.82
,-91.24
,-91.0
,-92.58
,-93.94
,-92.48
,-91.32
,-95.72
,-97.06
,-97.84
,-97.88
,-98.7
,-97.72
,-97.02
,-96.7
,-96.27
,-95.19
,-96.76
,-94.72
,-92.14
,-96.3
,-98.57
,-99.08
,-98.44
,-98.14
,-100.05
,-99.89
,-98.9
