DUT,REF
-88.25,-90.33
-87.0,-89.0
-87.0,-88.33
-88.0,-89.0
-86.0,-90.0
-86.0,-89.75
-90.0,-90.0
-89.0,-91.0
-87.7,-92.0
-87.28,-90.67
-86.68,-91.2
-86.56,-90.65
-88.88,-91.04
-89.28,-90.96
-87.0,-89.44
-85.72,-91.48
-87.48,-91.36
-87.4,-91.92
-89.48,-92.43
-89.44,-91.56
-88.8,-92.52
-87.36,-90.88
-87.6,-92.16
-86.32,-92.0
-85.72,-90.72
-88.44,-90.96
-88.08,-91.24
-88.28,-92.44
-88.92,-92.32
-87.12,-91.96
-87.12,-90.87
-86.64,-92.59
-87.24,-90.68
-88.44,-92.27
-89.6,-91.04
-88.96,-90.16
-88.48,-92.0
-89.16,-92.48
-86.64,-92.04
-86.6,-90.48
-89.64,-90.43
-88.64,-89.4
-83.8,-91.48
-84.2,-90.8
-86.68,-89.08
-87.68,-88.88
-89.88,-90.36
-90.08,-89.72
-87.24,-91.4
-89.68,-92.36
-88.76,-90.96
-89.12,-93.08
-88.64,-92.44
-88.52,-92.32
-88.8,-92.5
-87.8,-91.2
-89.04,-92.04
-86.84,-91.8
-88.4,-89.52
-87.64,-89.0
-87.72,-91.13
-89.4,-91.08
-90.08,-91.56
-90.2,-91.4
-88.24,-94.92
-92.0,-94.96
-91.92,-95.2
-88.76,-94.16
-86.4,-93.52
-88.48,-92.08
-90.16,-89.44
-92.32,-91.0
-92.4,-92.8
-94.8,-93.92
-96.84,-94.76
-96.84,-95.6
-95.0,-98.32
-94.4,-99.56
-96.72,-97.32
-98.0,-96.43
-97.24,-98.64
-98.44,-99.8
-97.6,-99.92
-98.12,-99.48
-96.2,-99.16
-99.28,-100.12
-96.88,-99.8
-96.52,-102.04
-96.56,-100.19
-98.08,-99.44
-99.0,-97.48
-97.92,-97.68
-98.92,-99.44
-98.72,-100.36
-97.96,-98.8
-99.08,-99.04
-101.48,-97.96
-103.24,-99.64
-103.04,-102.6
-104.12,-104.62
-102.96,-104.56
-103.04,-103.88
-103.92,-104.44
-103.48,-105.48
-104.48,-106.32
-104.56,-106.44
-104.4,-106.0
-103.6,-107.93
-102.4,-107.52
-104.68,-106.36
-105.12,-104.64
-106.44,-106.64
-105.32,-107.96
-106.92,-106.68
-107.52,-107.96
-105.92,-108.4
-106.84,-110.36
-107.04,-110.8
-106.44,-109.56
-104.6,-110.4
-104.6,-110.08
-105.32,-108.4
-105.24,-109.76
-106.56,-109.44
-106.64,-109.68
-106.84,-110.24
-108.12,-108.88
-107.4,-107.64
-106.48,-108.4
-104.16,-108.28
-100.28,-107.35
-105.2,-106.8
-106.92,-107.08
-106.88,-108.08
-103.68,-105.16
-103.24,-103.54
-98.27,-106.48
-90.63,-106.48
-87.11,-99.57
-94.93,-89.35
,-90.9
