DUT,REF
-79.0,-83.5
-79.0,-84.0
-80.0,-84.0
-80.0,-82.5
-80.11,-82.0
-80.0,-82.0
-81.0,-83.0
-81.0,-82.72
-81.0,-82.64
-80.0,-82.52
-80.12,-82.68
-80.16,-82.44
-80.04,-82.96
-80.04,-82.48
-79.88,-83.0
-80.44,-82.68
-80.0,-82.0
-79.88,-82.0
-79.28,-81.36
-79.68,-81.36
-80.0,-82.0
-79.84,-81.76
-79.04,-82.36
-80.0,-82.24
-80.0,-82.62
-79.2,-83.0
-79.72,-83.0
-79.56,-81.4
-79.0,-81.84
-79.08,-82.35
-79.4,-82.0
-79.0,-81.68
-79.0,-82.0
-79.0,-82.16
-79.88,-82.6
-80.0,-82.28
-80.0,-82.0
-80.0,-81.96
-80.0,-82.54
-80.0,-82.4
-80.0,-80.68
-80.0,-80.36
-80.0,-81.76
-79.68,-81.52
-80.08,-81.08
-80.24,-80.52
-79.6,-79.54
-78.56,-79.84
-78.08,-79.28
-78.16,-77.56
-79.48,-75.14
-80.88,-72.12
-83.76,-74.88
-84.68,-73.08
-76.6,-72.76
-75.52,-73.6
-76.8,-76.16
-78.16,-77.72
-76.6,-80.08
-76.28,-79.72
-78.52,-79.92
-82.32,-82.0
-81.56,-80.28
-80.36,-81.44
-78.36,-78.2
-74.52,-77.32
-74.68,-78.92
-77.56,-74.92
-77.48,-76.56
-77.72,-75.2
-77.12,-76.5
-80.92,-79.84
-75.76,-81.23
-78.04,-80.88
-74.88,-84.04
-73.24,-81.28
-74.56,-80.08
-82.2,-83.2
-79.8,-86.52
-81.88,-91.04
-83.4,-90.04
-85.68,-87.88
-88.84,-85.68
-89.96,-85.0
-86.52,-83.16
-83.88,-79.16
-84.52,-81.36
-85.32,-83.56
-85.4,-82.92
-84.64,-81.08
-83.48,-86.84
-83.12,-87.88
-79.84,-88.35
-79.04,-88.16
-77.12,-87.84
-78.12,-91.55
-79.92,-90.2
-83.56,-90.69
-89.84,-89.4
-85.72,-91.72
-85.64,-93.28
-86.44,-92.28
-87.88,-93.96
-92.2,-93.4
-87.4,-92.24
-89.12,-91.32
-88.08,-90.15
-88.0,-90.24
-87.92,-91.8
-88.4,-93.24
-87.24,-90.44
-88.12,-90.72
-88.12,-90.16
-86.16,-93.04
-86.64,-93.19
-87.04,-95.16
-85.68,-95.04
-88.08,-95.64
-89.6,-95.32
-89.96,-94.38
-88.32,-93.44
-91.04,-90.64
-91.0,-91.64
-88.6,-92.44
-85.8,-92.6
-87.76,-95.16
-88.4,-95.44
-92.12,-96.68
-92.68,-96.88
-92.48,-98.87
-96.24,-98.57
-96.88,-96.76
-98.2,-97.92
-96.68,-96.72
-97.64,-98.37
-98.16,-98.08
-98.84,-98.44
-97.92,-97.56
-99.24,-99.04
-98.0,-96.92
-96.68,-95.62
-96.24,-93.92
-96.08,-96.96
-94.92,-96.36
-93.24,-95.52
-94.64,-95.41
-93.96,-95.48
-94.52,-95.04
-93.56,-94.8
-92.56,-97.48
-95.88,-97.31
-97.64,-96.12
-96.28,-96.92
-96.4,-97.64
-95.64,-98.76
-95.44,-99.0
-95.04,-100.12
-95.2,-100.0
-98.92,-99.8
-97.76,-102.24
-97.8,-104.76
-99.92,-104.84
-101.4,-104.44
-102.0,-104.24
-103.24,-104.31
-103.84,-104.12
-100.3,-104.68
-100.24,-105.52
-101.08,-106.88
-101.96,-107.24
-105.76,-107.72
-107.72,-107.48
-104.68,-109.08
-104.36,-109.96
-106.72,-108.56
-108.4,-108.72
-107.8,-109.76
-106.04,-109.32
-105.96,-109.04
-104.04,-109.38
-103.32,-108.88
-102.52,-109.96
-105.2,-109.64
-105.16,-108.08
-106.64,-108.4
-108.0,-108.88
-104.8,-108.48
-106.72,-106.24
-105.36,-104.54
-104.68,-106.2
-100.64,-107.12
-102.32,-105.82
-105.68,-90.33
-106.64,-82.38
-104.72,-84.5
-96.42,
-86.0,
-87.06,
