DUT,REF
21.0,20.0
21.0,16.0
22.0,19.0
21.0,21.0
13.0,19.0
22.0,13.5
19.0,19.0
14.0,19.0
20.0,12.3
15.1,12.3
13.7,9.4
12.0,9.1
10.0,8.8
10.0,11.3
13.8,9.6
11.5,12.4
11.6,9.4
9.6,9.5
9.6,7.5
8.7,7.9
7.4,8.4
6.9,8.4
7.5,5.0
3.0,6.2
2.6,3.6
3.0,1.1
2.6,1.1
1.3,0.0
-0.2,-0.3
0.6,3.7
3.6,7.8
8.2,9.8
8.1,13.0
10.6,8.0
6.0,10.7
8.4,12.2
9.3,13.6
12.0,14.4
10.3,16.1
11.6,14.2
10.9,15.5
13.1,13.4
12.6,15.5
13.4,13.6
13.8,14.6
12.8,13.7
12.4,12.2
11.1,13.7
11.6,15.0
12.6,16.3
15.0,15.5
14.9,17.0
15.3,18.7
16.1,20.1
17.9,20.0
18.0,18.6
18.0,19.8
18.5,19.2
18.3,20.5
18.3,20.8
19.6,21.7
21.8,21.1
20.9,21.2
19.4,21.2
20.1,21.6
19.8,22.4
21.0,22.3
21.3,20.1
19.1,18.7
17.3,16.8
16.0,17.0
15.8,17.4
16.1,17.0
16.2,11.3
11.0,12.0
10.8,15.9
14.1,14.3
16.0,12.8
13.8,13.4
12.0,13.6
12.9,12.8
10.8,14.5
12.9,14.9
14.3,15.8
14.8,15.5
15.0,12.2
12.1,14.6
15.5,13.6
13.2,8.8
6.1,11.8
12.6,9.2
8.6,10.8
9.8,11.6
12.8,10.8
10.8,10.0
10.2,10.0
8.3,10.2
10.3,9.6
10.4,10.2
7.7,9.4
10.2,10.6
8.5,10.5
9.4,8.5
6.2,9.3
6.7,12.2
9.0,15.3
10.2,18.1
15.8,18.0
17.9,18.6
17.9,18.4
18.8,17.1
16.8,20.4
20.5,19.0
18.4,20.3
18.4,19.4
18.4,19.0
18.8,15.6
17.1,13.2
14.3,11.4
12.9,10.6
11.1,10.8
11.0,10.2
10.1,10.5
10.4,10.3
10.1,9.8
9.5,8.0
8.2,3.3
5.5,5.4
5.0,4.7
5.4,5.9
6.4,5.2
5.3,5.6
6.6,6.8
6.1,5.8
6.6,5.2
6.5,3.7
6.1,2.6
3.5,3.4
5.7,-4.6
2.9,-4.1
1.2,2.8
4.2,0.9
2.7,1.4
1.0,0.3
0.2,1.8
-0.3,2.9
2.2,4.4
1.7,3.9
2.7,4.1
2.7,3.3
3.8,0.6
1.6,0.3
2.5,-1.2
-0.8,-2.4
-3.3,-4.1
-4.8,-3.1
-5.3,-4.2
-5.5,-4.9
-5.0,-3.9
-3.6,-4.0
-3.7,-10.6
-10.0,-9.2
-10.2,-11.2
-12.3,-8.3
-6.8,-9.9
-9.8,-8.5
-9.7,-2.9
-1.9,-1.8
-0.7,0.5
1.4,-2.8
-1.9,-2.7
0.0,-7.8
-4.0,-12.6
-11.8,-16.8
-16.4,-17.7
-18.5,-16.5
-18.9,-14.9
-14.1,-13.6
-15.9,-16.2
-14.5,-18.6
-14.4,-18.9
-16.8,-17.6
-16.5,-17.9
-16.0,-16.6
-13.6,-17.5
-15.4,-14.4
-14.5,-15.8
,-11.2
,-14.1
,-18.3
,-12.2
