DUT,REF
17.0,15.7
18.0,16.0
16.0,20.0
16.0,17.0
3.0,14.5
14.0,5.0
1.0,20.0
3.0,10.8
15.0,9.4
12.3,6.3
6.4,10.7
5.2,9.8
9.8,11.4
9.4,10.0
10.5,9.6
9.7,10.7
7.2,11.8
11.1,13.0
12.2,13.2
13.0,11.7
12.6,12.4
11.7,12.1
12.0,12.1
12.4,9.2
11.5,6.9
8.9,10.9
5.7,9.6
10.5,9.4
9.6,12.8
8.6,11.9
12.4,11.8
11.6,12.6
11.8,11.6
11.2,6.3
10.8,6.2
5.6,6.6
6.0,5.3
9.1,6.8
8.2,9.3
10.6,10.8
9.6,14.3
11.6,12.3
14.1,15.7
12.7,15.2
16.6,13.9
13.5,16.6
13.2,18.3
15.9,16.7
16.6,13.7
14.8,16.1
10.2,16.2
17.0,15.7
16.1,15.1
15.8,14.6
14.0,13.8
15.2,14.0
11.0,14.5
13.7,17.6
15.0,18.0
19.9,20.4
19.6,21.2
20.1,22.5
19.7,20.7
21.3,18.5
18.4,21.7
19.5,19.3
22.1,20.8
19.2,21.8
20.3,21.5
21.3,22.5
21.7,20.5
23.1,22.8
20.7,21.3
22.9,21.1
21.3,22.9
19.9,22.0
23.1,19.8
22.4,18.2
20.5,18.2
19.3,16.4
19.8,17.0
16.8,16.6
17.7,15.6
17.2,14.2
16.6,13.9
16.1,14.5
12.3,12.0
15.2,10.3
13.2,11.2
9.3,11.6
8.6,12.2
10.9,14.2
10.6,13.9
12.8,13.9
14.4,14.1
13.8,13.1
14.7,11.2
14.1,11.0
10.8,8.6
10.7,11.0
6.8,10.0
8.6,8.2
11.0,8.6
9.0,9.0
7.6,7.9
8.7,7.5
6.0,8.9
5.5,7.6
8.5,10.4
7.2,14.1
7.4,17.0
10.0,17.4
15.4,16.7
17.3,19.6
16.8,19.8
20.1,19.4
20.3,12.9
19.4,10.2
14.6,6.7
12.5,6.5
9.1,6.3
8.1,6.7
7.6,4.6
6.5,-1.0
5.5,-2.4
-0.2,-0.6
-1.4,-0.9
0.6,1.9
0.9,2.0
3.6,1.9
4.5,-0.8
4.7,-4.2
1.5,-10.0
0.6,-2.9
-7.2,-6.1
-1.0,-5.4
-4.6,-4.6
-4.5,-1.8
-2.7,0.4
-2.0,-0.6
-0.6,2.2
-2.2,-1.1
2.0,-3.4
1.4,-4.8
-0.6,-8.2
-3.2,-7.4
-7.4,-7.6
-6.8,-10.6
-7.0,-8.5
-13.3,-9.9
-7.0,-13.6
-10.8,-13.1
-13.4,-11.9
-13.4,-10.0
-10.4,-5.7
-13.2,-1.2
-4.6,-5.3
-2.3,-7.2
-2.1,-14.6
-2.8,-18.8
-8.6,-18.1
-18.0,-16.3
-18.9,-13.2
-19.2,-14.4
-15.7,-15.7
-12.8,-14.4
-14.8,-14.6
-12.7,-15.6
-15.0,-14.0
-15.7,-11.9
-13.1,-13.2
-14.0,
-11.2,
-19.8,
-19.4,
-16.1,
-16.1,
-15.4,
-14.4,
-14.1,
-14.9,
-14.0,
-14.2,
-14.7,
-14.5,
