DUT,REF
4.0,-1.0
11.0,1.0
6.0,3.0
1.0,2.0
1.1,3.63
1.37,4.0
2.0,8.0
1.9,7.0
2.98,6.58
1.98,4.4
2.75,9.0
1.85,7.74
8.89,4.64
2.94,6.18
0.79,7.12
0.83,4.11
2.89,0.09
3.63,-0.06
4.21,0.49
4.69,0.7
1.19,3.36
-0.89,0.38
1.47,4.71
-0.79,4.44
-1.29,5.69
-0.44,2.16
-1.23,1.04
-1.49,3.32
-3.75,0.3
3.31,1.58
3.47,0.36
-0.11,0.71
0.85,2.08
1.42,3.8
2.06,0.26
1.23,-1.52
1.3,1.08
2.11,-1.51
4.66,-0.68
6.0,0.15
6.44,0.47
6.12,3.24
4.23,2.53
4.85,3.74
6.33,3.98
6.87,4.62
11.15,8.22
12.94,4.38
13.29,5.46
14.66,4.13
15.87,5.6
16.49,11.98
18.65,12.0
19.0,12.67
19.96,14.84
20.48,14.0
20.92,15.52
20.73,17.96
21.96,17.93
22.06,18.18
20.94,18.24
21.12,19.22
19.96,20.16
18.43,21.94
18.98,20.15
18.15,18.04
18.25,16.18
19.1,16.53
18.63,14.52
15.51,16.76
16.81,15.33
18.23,17.0
15.04,16.09
13.87,12.0
13.73,10.29
16.28,8.91
15.32,11.22
17.33,13.84
17.33,14.02
17.65,14.73
17.67,13.68
16.27,14.28
13.8,14.32
13.41,14.5
13.71,16.34
13.14,13.68
13.0,11.58
13.54,10.96
12.77,10.32
11.44,10.28
9.56,10.66
9.42,12.4
9.98,11.7
7.92,8.9
4.56,7.71
4.98,6.71
6.13,6.78
5.85,6.58
4.08,4.52
5.06,-2.06
5.17,1.74
4.65,-0.46
3.45,2.64
4.8,-0.92
5.15,1.62
6.31,1.24
7.83,-0.4
6.71,-0.54
6.1,2.28
5.22,0.6
5.14,2.04
5.98,3.04
4.78,4.49
5.04,3.85
6.8,5.0
6.18,4.67
5.14,4.6
4.84,4.24
5.1,5.18
4.44,4.29
3.59,4.38
6.22,5.18
7.71,3.35
7.69,3.08
5.59,0.27
7.06,2.13
8.1,3.38
3.32,8.42
1.94,6.38
0.29,4.28
-3.9,6.4
-5.82,3.34
-1.6,-1.06
-0.78,-3.58
1.78,-6.36
2.16,-7.11
3.19,-5.56
2.55,-3.9
2.57,-0.94
2.41,-1.89
2.04,-1.6
2.51,-0.53
2.19,1.04
1.04,0.5
0.1,2.16
-0.63,1.58
-2.83,0.66
-2.3,0.58
-1.66,-1.42
-0.82,-1.86
-0.88,-4.56
-1.21,-4.25
-1.75,-3.56
-2.31,-1.7
-4.49,-1.67
-5.32,-1.24
-5.08,-0.02
-5.55,-0.56
-6.2,-2.87
-4.48,-5.98
-4.53,-5.62
-5.08,-6.0
-3.39,-6.87
-2.1,-7.86
-1.24,-6.22
-2.76,-6.64
-1.6,-4.18
-1.68,-4.44
-3.37,-2.98
-3.98,-6.47
-5.48,-3.71
-6.21,-4.05
-5.7,-3.78
-5.65,-5.25
-5.79,-5.11
-5.71,-7.91
-5.48,-7.42
-5.63,-6.22
-5.29,-8.31
-6.45,-6.51
-6.1,-6.82
-5.39,-7.2
-5.62,-6.98
-6.53,-7.58
-6.69,-6.8
-7.02,-5.6
-6.79,-6.2
-7.13,-6.96
-7.55,-7.9
-7.5,-10.67
-7.95,-10.52
-7.37,-11.74
-7.37,-10.4
-6.1,-11.6
,-11.87
,-12.0
,-11.68
,-11.76
,-11.39
,-11.74
,-11.24
,-9.75
