DUT,REF
-0.4,16.0
1.45,13.67
9.07,14.56
17.1,12.4
17.0,13.87
17.43,13.55
15.18,13.88
15.83,14.0
15.83,14.0
18.0,15.0
19.0,14.5
19.4,16.7
20.38,16.0
21.0,18.55
19.05,17.5
10.2,16.39
7.48,16.4
10.96,16.44
10.2,15.25
10.44,16.55
11.8,14.95
12.3,9.06
15.63,12.73
13.93,14.4
11.67,11.4
6.61,11.44
9.31,10.3
11.03,9.95
11.63,10.1
17.0,11.55
17.97,11.25
18.1,12.35
15.63,9.4
10.94,8.1
11.77,4.89
13.77,2.18
12.93,7.2
17.19,7.25
19.37,3.05
21.0,3.67
21.52,5.55
20.85,4.35
14.5,3.91
11.55,4.79
11.87,4.0
9.79,5.65
8.19,6.05
8.0,4.32
7.67,4.33
8.81,4.2
8.7,4.6
8.63,4.3
7.63,2.82
8.87,2.56
8.19,1.82
8.33,4.83
3.22,4.2
2.23,3.33
1.96,3.82
4.77,4.11
3.93,2.09
3.53,2.44
4.89,0.85
4.67,0.2
3.37,0.64
2.39,1.11
1.39,1.6
3.25,3.3
4.53,2.75
6.44,4.23
1.67,4.28
0.52,3.18
1.63,4.0
2.59,4.41
3.83,2.2
2.19,3.8
2.1,3.0
2.96,3.05
2.63,2.83
4.22,2.41
2.2,2.0
2.59,1.2
2.4,0.89
3.15,0.7
2.5,0.73
3.97,0.05
3.96,1.25
3.4,0.05
5.0,-0.95
3.27,0.35
1.63,0.55
-0.17,-0.05
0.19,0.71
0.67,0.9
2.59,-1.05
3.33,-3.88
1.7,-7.32
3.3,-7.5
-0.26,-4.83
0.69,-3.7
-5.5,-3.83
-2.0,-4.32
-5.8,-4.5
-3.67,-6.95
-6.8,-4.65
-0.25,-5.94
-0.82,-4.73
-3.67,-3.8
-3.87,-4.7
-4.0,-4.05
-2.72,-3.45
-2.04,-6.84
-2.46,-6.0
-1.67,-7.58
-0.93,-8.0
-3.13,-5.14
-4.0,-5.23
-3.94,-4.05
-4.6,-4.61
-3.7,-2.5
-2.67,-2.5
-5.44,-2.8
-4.92,-2.2
-4.27,-2.35
-2.2,-0.3
-5.8,-1.35
-3.76,-2.85
-1.92,-4.07
-1.56,-8.03
-1.38,-9.6
-5.67,-9.77
-4.0,-9.86
-6.0,-8.27
-9.0,-6.27
-9.0,-8.38
-9.33,-6.96
-9.5,-5.36
-9.0,-5.15
-12.0,-5.3
-7.0,-6.68
-7.0,-7.97
-11.5,-7.6
-8.75,-7.3
-7.0,-7.97
-8.14,-8.0
-8.25,-8.15
-9.22,-10.15
-9.5,-9.6
-9.26,-9.7
-10.12,-10.9
-9.9,-11.19
-10.0,-10.7
-8.67,-10.82
-10.25,-11.53
-9.13,-12.2
-8.75,-12.65
-7.14,-12.5
-7.79,-11.67
-9.45,-12.73
-9.81,-12.03
-9.95,-11.7
-10.39,-10.7
-10.5,-10.4
-10.67,-10.04
-10.48,-10.18
-10.47,-10.22
-10.8,-9.73
-10.56,-11.6
-10.35,-10.17
-10.5,-9.33
-10.29,-9.52
-9.67,-10.43
,-9.8
,-8.27
,-8.52
,-7.06
,-7.15
,-7.21
,-7.33
,-7.15
,-7.41
,-6.48
,-7.43
,-8.17
,-6.97
,-6.57
,-7.33
,-7.15
,-5.88
,-6.83
,-5.94
,-7.77
,-7.19
,-7.12
,-7.5
,-7.22
,-6.91
,-7.0
,-6.6
,-6.0
,-6.96
,-7.8
,-3.23
,1.67
,1.58
,1.5
,2.89
,1.83
,0.64
,1.04
,-0.12
,0.96
,-0.5
,-0.7
,1.03
,5.0
,4.03
,3.97
,3.82
,5.11
,3.55
,1.83
,0.9
,0.04
,0.82
,0.97
,1.59
,3.59
,3.11
,2.37
,2.54
,1.28
,0.62
,1.18
,1.97
,1.74
,2.12
,3.43
,3.3
,2.68
,1.88
,3.22
,2.28
,1.11
,-3.37
,1.0
,1.57
,2.32
,0.62
,-1.2
,-3.51
