DUT,REF
7.0,-1.0
6.0,-1.0
5.0,-0.64
6.0,-0.26
6.0,-0.28
5.0,0.0
5.35,-0.48
7.0,-1.0
6.98,-0.82
7.0,-0.04
6.57,-0.16
6.53,-0.72
6.92,-0.16
6.51,-0.46
6.98,-0.08
6.81,0.0
6.98,-0.22
6.94,-0.12
5.63,0.0
5.11,0.0
5.98,0.0
5.55,0.0
2.74,-0.42
-0.88,-0.28
-1.9,-0.76
-2.66,-0.8
-0.32,-0.12
2.61,-1.14
1.33,-4.28
4.49,-2.62
9.31,0.32
10.34,-3.34
10.29,-2.64
12.57,-2.9
9.89,-1.88
10.17,3.78
11.46,8.56
11.42,6.48
12.23,9.6
12.17,8.38
13.06,9.06
14.04,8.2
13.94,9.32
14.26,10.72
14.35,12.98
15.6,11.9
14.6,14.08
14.71,13.32
16.22,14.24
14.83,15.66
13.28,13.56
12.44,14.66
13.12,13.74
12.33,15.26
11.22,14.16
11.62,13.42
11.69,14.2
12.04,13.26
13.13,12.8
12.92,12.52
11.17,12.36
11.24,12.44
10.0,12.48
10.51,13.66
10.6,13.1
10.38,11.94
10.28,10.7
10.23,11.66
10.54,9.68
9.81,9.42
10.64,9.0
10.12,8.86
9.63,9.66
11.2,9.78
9.3,8.88
11.17,9.14
10.44,9.52
10.79,9.24
9.77,8.36
9.54,9.3
8.71,8.68
8.49,8.72
6.88,8.9
8.43,7.56
8.32,8.06
8.63,9.66
8.2,7.0
8.73,7.58
7.31,8.44
7.85,8.24
8.02,6.6
8.37,6.64
8.96,7.0
8.02,7.36
8.57,5.86
8.4,4.48
7.45,5.14
7.89,5.7
7.77,6.3
7.42,7.26
6.0,9.22
5.35,7.08
6.67,4.46
4.13,4.44
3.75,6.72
4.75,9.8
3.79,3.7
3.39,3.66
3.35,5.92
4.23,4.42
2.86,7.0
1.3,5.32
1.83,4.86
2.71,3.72
2.81,2.82
2.94,3.7
1.42,4.96
2.8,4.96
1.89,2.3
1.69,2.26
2.13,2.16
2.1,1.66
1.76,0.5
3.44,1.38
2.96,0.86
1.65,2.9
1.47,0.5
1.08,2.08
1.45,1.48
-0.94,1.38
1.32,1.38
1.22,-0.28
4.83,-2.48
4.06,-2.36
6.04,-1.66
5.25,-3.22
5.73,-2.53
5.74,0.56
4.29,3.26
4.12,3.28
3.04,4.02
2.64,4.12
3.55,2.68
1.87,2.6
1.23,3.9
1.84,3.8
0.08,1.5
0.45,0.22
2.12,1.54
2.13,1.24
2.14,0.88
2.81,-0.24
2.96,-1.68
2.92,-0.56
1.94,0.48
2.83,1.22
2.24,2.44
2.13,1.72
2.34,1.78
1.02,2.34
0.62,3.06
-0.9,3.56
-0.54,4.54
-0.54,2.3
-0.45,1.12
0.04,0.26
0.94,-0.5
0.02,-1.48
-0.15,-1.26
-0.26,-2.42
-0.08,-0.94
-0.15,-0.26
-0.92,-0.02
-0.02,-1.98
-0.56,-1.56
-2.07,-1.62
-1.12,-2.04
-0.43,-2.38
-1.49,-2.18
-0.51,-1.46
-2.13,-2.62
-1.92,-1.62
-3.0,0.46
-3.76,-0.24
-4.8,-0.12
-5.12,-0.24
-4.18,-2.02
-5.7,-1.04
-4.76,-1.9
-3.38,-2.92
-3.92,-4.78
-4.69,-3.18
-4.8,-5.52
-5.57,-5.06
-6.65,-4.14
-7.05,-3.66
-6.49,-3.14
-6.52,-4.04
-7.65,-3.24
-6.45,-5.9
-6.09,-6.28
-5.59,-6.76
-5.43,-5.42
-3.28,-5.26
-2.71,-5.12
-3.24,-4.9
-3.45,-5.6
-2.35,-4.68
-3.41,-3.06
-1.96,-2.9
-3.0,-1.2
-3.84,-1.72
-3.76,-2.24
-4.3,-1.3
-4.0,-1.46
-4.13,-2.56
-4.0,-3.04
-4.83,-1.28
-4.52,-3.3
-3.4,-3.12
-3.19,-3.46
-3.26,-2.12
-3.88,-2.38
-3.19,-4.14
-3.1,-1.86
-2.68,-3.6
-4.25,-3.18
-3.68,-2.84
-4.04,-3.16
-4.75,-3.84
-4.15,-3.34
-3.93,-5.5
-4.94,-4.5
-6.77,-5.2
-7.9,-6.12
-8.5,-4.78
-8.49,-6.91
-8.63,-6.13
-8.02,-8.02
-8.52,-7.72
-8.22,-9.96
-8.33,-7.9
-8.53,-9.5
-8.38,-9.34
-8.77,-7.2
-8.5,-8.96
-9.12,-9.52
-8.92,-10.16
-9.77,-9.18
-8.96,-10.06
-10.52,-9.54
-9.89,-9.72
-8.79,-10.47
-11.33,-10.75
-15.13,-11.48
-13.14,-9.86
-11.17,-12.24
-9.24,-11.24
-12.3,-12.04
-10.24,-15.06
,-12.91
,-9.5
,-10.72
,-10.08
,-17.71
,-12.2
