DUT,REF
1.0,11.9
6.7,12.5
11.0,10.0
7.5,7.5
11.0,11.0
0.0,10.7
-1.0,12.0
4.5,0.2
3.8,0.6
0.8,1.0
3.7,4.6
1.5,2.0
1.6,1.0
0.5,2.8
3.7,3.2
0.9,2.8
0.1,2.6
1.4,4.0
2.9,2.8
0.6,2.7
2.9,3.0
3.2,3.6
3.5,3.8
1.9,3.3
2.2,3.3
2.0,4.0
2.7,6.8
3.2,7.5
2.8,8.8
3.3,11.5
3.5,9.2
5.7,8.7
5.2,6.5
9.2,8.1
7.5,8.1
8.0,8.2
5.9,9.0
7.0,11.0
6.4,16.6
7.6,19.6
11.7,22.1
11.4,18.5
15.4,17.0
18.4,19.4
20.9,20.0
17.8,21.3
16.5,21.5
17.4,21.8
20.1,19.7
21.0,22.9
21.4,23.8
21.9,23.6
19.7,24.0
21.7,22.9
23.9,20.9
24.4,20.0
23.4,20.8
22.6,17.6
19.4,17.4
19.0,17.7
21.0,17.4
17.6,16.8
18.1,16.0
17.7,15.0
17.2,15.6
16.8,12.6
17.3,14.1
13.4,13.5
16.3,12.7
13.2,15.1
11.8,15.1
12.3,15.0
10.8,14.4
14.3,13.3
14.3,11.9
14.6,10.0
15.2,7.1
12.8,12.1
11.0,11.1
9.6,10.3
5.9,8.3
11.7,10.2
10.6,9.0
9.4,9.8
7.2,10.1
9.0,9.3
6.9,8.2
7.4,9.8
7.4,12.7
8.4,15.4
7.0,15.4
7.6,16.4
8.9,16.3
13.0,16.2
14.8,16.2
15.4,19.2
16.8,19.1
15.9,19.7
17.4,18.3
18.9,15.5
19.2,13.8
18.8,11.5
18.8,10.0
16.1,10.9
14.6,10.5
12.2,10.3
10.5,9.5
10.3,8.0
9.3,4.0
9.2,6.0
8.2,4.0
7.6,5.3
5.0,6.0
4.8,6.3
3.4,5.9
4.1,5.4
4.9,4.0
5.4,1.5
5.2,2.9
5.5,2.1
4.9,-4.8
3.3,-3.9
3.7,1.7
5.6,1.8
2.0,0.5
-0.4,1.1
1.4,-0.6
2.8,0.2
-0.3,2.7
-1.0,4.0
-0.9,2.8
0.5,4.8
0.7,3.4
1.8,1.8
0.1,5.0
2.8,3.3
1.8,-0.6
0.2,-0.2
2.6,-1.5
3.2,-4.0
0.0,-4.7
0.8,-3.8
-1.4,-2.0
-3.1,-4.0
-6.9,-6.6
-4.5,-5.7
-4.2,-4.5
-5.9,-6.4
-8.5,-10.1
-6.5,-10.8
-3.3,-11.8
-6.0,-12.8
-11.8,-11.3
-10.8,-8.6
-12.2,-3.6
-11.3,-3.2
-11.8,2.7
-11.2,-3.7
-4.3,-1.0
-2.0,-4.8
0.3,-10.8
-2.4,-15.8
-0.4,-17.3
-4.5,-18.3
-8.6,-19.3
-16.6,-16.5
-17.8,-16.9
-18.4,-15.9
-18.7,-16.5
-15.6,-17.5
-16.6,-16.5
-15.0,-16.5
-15.4,-15.7
-17.5,
-14.3,
-14.5,
-16.8,
-13.8,
-13.4,
