DUT,REF
3.0,11.0
13.33,13.0
19.29,16.67
20.4,22.0
19.0,19.43
20.0,18.15
19.0,15.8
16.0,16.45
20.0,15.45
19.0,14.4
13.71,16.1
15.07,15.4
12.63,16.3
9.96,16.8
11.13,14.55
10.7,14.45
10.53,14.55
11.59,14.75
11.03,15.75
13.48,16.65
16.67,16.8
14.81,17.6
17.32,15.6
15.83,14.85
13.9,14.1
16.53,13.5
16.67,12.85
18.0,14.85
16.48,15.2
13.37,13.6
16.23,13.55
16.9,13.3
13.97,12.15
13.48,12.5
13.13,13.45
12.04,13.45
12.07,14.95
12.73,9.55
14.41,8.5
16.43,4.6
17.44,3.2
13.19,1.15
14.11,8.3
10.71,8.2
10.1,3.2
4.89,3.5
1.54,4.1
1.1,4.75
5.84,3.65
7.93,4.55
3.73,4.75
4.27,4.75
3.5,4.45
5.07,4.7
3.65,5.55
5.03,5.8
5.55,6.65
4.89,4.85
5.95,4.55
6.95,4.2
5.75,2.55
5.28,1.95
4.75,1.5
5.55,2.0
4.22,4.15
2.4,3.7
1.6,2.55
0.89,3.15
0.25,2.65
0.28,1.6
6.5,2.1
4.22,0.75
3.3,0.35
3.75,0.5
3.44,-0.65
2.3,0.15
1.89,1.8
-0.32,3.2
-0.61,2.95
2.0,3.6
1.94,2.75
0.65,2.1
0.89,1.2
1.15,1.9
1.44,0.5
2.95,0.3
2.06,-0.15
1.85,-0.2
0.72,-0.2
1.8,-0.8
1.33,-1.3
1.15,-0.7
3.06,-0.9
0.3,-0.75
-0.9,-1.15
-2.33,0.1
-2.11,-1.0
-2.0,-4.84
-1.55,-4.85
-0.53,-6.86
0.65,-6.56
0.56,-5.7
-0.04,-4.35
-1.38,-6.05
-5.15,-5.85
-6.57,-5.05
-8.0,-7.2
-7.57,-5.75
-6.86,-6.8
-7.8,-6.05
-5.5,-5.25
-4.92,-5.6
-9.0,-5.7
-5.0,-6.0
-7.24,-7.4
-4.58,-6.0
-6.86,-7.65
-6.61,-7.7
-5.4,-8.4
-7.2,-5.8
-6.7,-5.15
-5.53,-5.2
-8.06,-4.95
-7.24,-4.3
-4.57,-3.29
-5.14,-2.7
-5.09,-3.35
-6.2,-4.0
-4.67,-0.3
-4.57,-1.6
-4.79,-2.5
-1.76,-4.4
-2.2,-8.09
0.35,-8.45
-0.77,-10.55
-2.94,-9.85
-5.0,-7.79
-7.43,-8.22
-7.47,-7.72
-9.64,-7.48
-10.17,-6.97
-9.82,-4.67
-8.94,-7.57
-9.46,-7.23
-7.62,-8.9
-7.1,-7.33
-7.53,-7.87
-7.47,-7.8
-7.62,-8.7
-6.16,-10.47
-8.11,-10.48
-7.0,-10.5
-8.54,-10.9
-8.75,-10.37
-9.67,-10.83
-9.18,-11.47
-9.03,-11.53
-8.53,-11.57
-9.29,-12.53
-9.11,-12.57
-8.73,-12.47
-8.93,-12.0
-9.74,-12.33
-9.64,-12.13
-9.71,-12.4
-10.15,-11.53
-10.03,-10.53
-10.14,-11.2
-10.47,-10.17
-9.92,-10.1
-9.65,-9.8
-9.58,-10.47
-9.17,-10.6
-8.84,-10.6
-8.8,-10.47
-8.93,-9.67
-8.83,-9.87
-9.4,-8.9
-9.26,-8.7
-9.17,-7.7
-9.22,-8.13
-8.6,-7.87
-9.0,-6.2
-8.43,-7.63
-8.25,-7.2
-8.47,-6.77
-8.26,-7.3
-7.03,-6.37
-7.26,-6.5
-7.52,-7.2
-7.64,-7.13
-6.1,-6.77
-6.64,-7.23
-5.5,-6.63
-7.86,-6.27
-6.98,-7.4
-6.97,-7.1
-8.1,-7.17
-7.4,-6.43
-7.86,-6.43
-7.6,-8.0
-7.31,-7.07
-7.3,-5.97
-6.97,1.0
-6.0,2.73
-6.42,3.0
-7.2,1.9
-8.53,1.3
-8.93,0.37
-8.69,1.0
-8.2,1.97
-9.06,0.1
-9.1,-2.13
-9.19,-3.0
-9.35,1.17
-9.19,4.0
-9.4,3.9
-9.31,3.6
-9.1,3.4
-6.33,3.73
-4.79,3.4
-5.45,1.7
-7.31,1.77
-7.82,1.0
-8.19,-0.24
-8.38,0.92
-9.39,2.06
-8.58,3.97
-8.61,4.67
-8.18,4.1
-7.44,2.65
-8.0,2.16
-7.81,3.12
-7.55,2.32
-7.6,0.66
-9.5,1.14
-7.94,1.31
-8.68,0.89
-9.64,1.37
-10.82,1.95
-10.92,3.21
-10.53,4.47
-10.25,2.82
-10.53,2.22
-10.95,1.8
-10.53,3.93
-10.43,2.17
-10.5,-0.93
-11.05,-2.47
-10.44,1.43
-9.9,2.03
-10.47,2.43
-10.85,-0.12
-10.5,-0.1
-10.72,-1.66
-10.75,-2.67
-10.7,
-10.56,
-10.0,
-10.33,
-9.83,
-10.67,
-10.35,
-10.3,
-10.79,
-10.62,
-10.79,
-10.37,
-10.54,
-10.77,
-10.33,
-10.8,
-10.38,
-10.15,
-10.54,
-10.14,
-10.71,
-10.48,
-10.28,
-10.31,
-10.28,
-10.52,
