DUT,REF
15.3,13.4
13.8,14.3
12.5,12.2
14.7,17.0
18.0,16.2
9.8,10.2
17.3,16.5
17.0,15.0
19.0,15.9
16.0,20.0
12.5,9.8
8.9,11.2
10.4,8.6
8.5,9.8
9.0,9.7
8.7,9.4
8.5,10.4
8.8,11.5
11.2,13.6
14.2,8.4
7.6,11.2
12.2,4.6
3.5,5.4
5.2,4.8
4.4,8.9
10.0,8.0
9.6,7.2
9.6,7.4
8.3,8.6
10.1,8.6
9.5,9.6
10.7,5.8
6.4,0.6
0.2,9.2
9.7,10.5
10.7,9.9
11.8,7.7
9.0,6.4
8.0,10.2
10.8,10.2
10.4,11.6
11.8,11.7
12.2,9.8
10.2,9.7
9.1,8.8
10.1,7.6
9.2,5.9
7.5,10.5
11.6,6.0
5.4,10.6
9.4,8.4
8.3,8.5
7.8,7.5
6.3,4.7
4.2,8.4
8.8,10.4
11.1,9.0
9.2,6.4
6.0,6.6
6.2,8.4
7.2,8.4
7.7,13.1
13.4,11.1
12.3,13.6
14.4,11.1
11.0,11.2
11.9,11.0
10.8,10.5
9.9,13.5
13.6,18.0
17.4,18.4
18.7,14.4
14.8,15.8
17.2,15.7
16.6,16.1
16.6,15.6
17.3,17.7
20.1,18.0
20.6,20.6
21.6,23.0
23.5,22.2
22.2,21.5
21.3,20.3
21.8,21.1
21.7,20.8
21.6,21.2
21.0,20.8
20.6,23.3
25.7,22.5
23.7,25.0
25.4,22.7
23.3,23.2
22.8,23.3
23.4,21.9
22.5,20.0
21.2,18.5
18.7,17.6
18.5,16.4
16.4,16.5
15.8,16.6
16.6,15.8
16.8,14.2
11.8,14.3
13.5,13.2
12.6,12.2
10.8,11.9
10.8,12.2
10.4,12.6
10.8,14.4
14.4,15.5
14.7,15.4
15.2,14.2
15.1,14.4
13.8,11.7
10.5,11.4
12.2,9.2
6.6,11.2
8.9,10.5
11.0,10.3
10.4,8.6
7.6,9.2
9.4,9.0
7.0,10.2
7.2,5.8
2.2,9.6
9.0,7.2
6.4,9.2
7.1,12.8
9.0,14.6
11.2,16.2
15.9,17.0
16.4,17.8
18.4,18.0
19.3,21.4
21.9,19.3
19.1,20.3
20.1,16.4
17.8,13.1
15.0,10.3
11.7,9.6
10.6,9.9
9.6,9.6
9.2,9.2
9.0,8.2
8.4,3.5
5.2,4.0
4.4,3.2
4.8,4.7
5.5,4.7
6.2,4.8
5.4,4.5
6.5,5.0
6.2,2.2
3.6,4.3
5.4,-3.3
3.2,-5.7
-3.6,0.3
2.2,0.5
0.4,0.4
0.5,0.2
0.8,3.2
2.4,3.0
1.1,2.7
2.4,2.2
0.8,-0.3
0.7,-1.5
0.0,-2.2
-1.2,-3.5
-2.0,-6.4
-6.3,-5.1
-6.4,-5.6
-5.8,-8.5
-6.6,-6.7
-6.5,-6.1
-5.6,-13.1
-12.2,-12.2
-13.7,-9.5
-14.3,-10.2
-11.5,-9.8
-13.7,-5.6
-8.0,-2.5
-2.0,2.8
-0.6,-2.8
-2.0,-0.8
-0.3,-7.7
-7.4,-14.2
-15.4,-18.9
-19.0,-17.7
-18.2,-18.3
-16.5,-18.2
-16.7,-15.1
-15.0,-15.6
-14.3,-13.9
-15.1,-14.8
-15.2,-15.7
-15.7,-12.3
-13.8,-12.0
-14.3,-12.0
-13.6,
