[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,N25(x),,872,-113.240000,-3.310000,,,,,,,,,,,,,0.000,
,,,N25(x),,872,-110.790000,-2.060000,,,,,,,,,,,,,0.000,
,,,N25(x),,872,-111.230000,-1.990000,,,,,,,,,,,,,,
,,,N25(x),,872,-110.660000,-0.760000,,,,,,,,,,,,,0.000,
,,,N25(x),,872,-109.750000,-0.870000,,,,,,,,,,,,,0.000,
,,,N25(x),,872,-111.300000,-2.210000,,,,,,,,,,,,,0.000,
,,,N25(x),,872,-114.310000,-4.170000,,,,,,,,,,,,,0.000,
,,,N25(x),,872,-114.900000,-3.520000,,,,,,,,,,,,,,
,,,N25(x),,872,-117.040000,-7.050000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,75,-113.010000,-3.840000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,75,-112.960000,-2.420000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,872,-111.190000,-3.270000,,,,,,,,,,,,,0.000,
,,,N25(10),NR SA,872,-107.880000,0.300000,,,,,,,,,,,,,0.000,
,,,N25(20),NR SA,872,-110.910000,-2.760000,,,,,,,,,,,,,0.004,0.032
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,,
142,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
