IDX,LID,CI_1,CI_2,Lon,Lat,Time,Measure,[Call Test] Call Start Network,[Call Test] Call Type,[Call Test] Call Result,[Call Test] Call Middle Network,[Call Test] Call End Network,[Call Test] Mobile ChipSet,[Call Test] [VoNR VoLTE] [Duration] SIP Setup Duration (Invite~200OK),[Call Test] [Misc] [Mobile] IMEI,[Call Test] [Throughput] Application DL TP,[General] Serving Network (In Traffic),[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Call Test] [KR PS-LTE] [SMS] [Timestamp] SIP Message,[Packet Data] [SIP] UL/DL,[Packet Data] [SIP] Request Method,[Packet Data] [SIP] Status,[Packet Data] [SIP] 200 OK - Method,[Call Test] [Voice or Video Call] Call Result,[Call Test] [Voice or Video Call] Orig/Term,[Call Test] [Voice or Video Call] Result & Reason,[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[Event] Total Call Result,[Event] Voice Call Event,[Event] [Event Occurrence Count] Call Completed #,[Event] [Event Occurrence Count] Outgoing Call Setup Fail #,[Event] [Event Occurrence Count] Call Dropped #,[Event] [Event Occurrence Count] Call Start #,[Call Test] [Voice or Video Call] [Duration] Traffic Duration (LoggingTool),[NR5G] [RF] PCI,[Call Test] [Voice Quality] [Sampled Values] MOS (POLQA),[WiFi] On Off,[WiFi] Connect State,[WiFi] [Serving AP] RSSI,[WiFi] [Serving AP] Frequency,[WiFi] [Serving AP] Link Speed,[Call Test] [VoNR VoLTE] [Handover] Rx RTP Delay (Control Plane),[Call Test] [Voice or Video Call] Call Type,[Event] [Event Occurrence Count] Handover OK #,[Mobile Info] [Android] [Radio] Network Type (Data Svc),[NR5G] [RF] RSRP
1,1,,,-121.9331343,47.5259866,2026-01-27 02:44:57.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,On,Connected,-59.000000,2437,32,,,,IWLAN,
2,1,,,-121.9331343,47.5259866,2026-01-27 02:44:58.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,,On,Connected,-59.000000,2437,32,,,,IWLAN,-114.810000
3,1,,,-121.9331343,47.5259866,2026-01-27 02:44:59.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-59.000000,2437,32,,,,IWLAN,-115.380000
4,1,,,-121.9331343,47.5259866,2026-01-27 02:45:00.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-59.000000,2437,32,,,,IWLAN,-114.120000
5,1,,,-121.9331343,47.5259866,2026-01-27 02:45:01.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-59.000000,2437,32,,,,IWLAN,-115.180000
6,1,,,-121.9331343,47.5259866,2026-01-27 02:45:02.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-59.000000,2437,32,,,,IWLAN,-118.600000
7,1,,,-121.9331343,47.5259866,2026-01-27 02:45:03.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-57.000000,2437,32,,,,IWLAN,-117.750000
8,1,,,-121.9331343,47.5259866,2026-01-27 02:45:04.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-57.000000,2437,32,,,,IWLAN,-115.220000
9,1,,,-121.9331343,47.5259866,2026-01-27 02:45:05.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-57.000000,2437,32,,,,IWLAN,-114.270000
10,1,,,-121.9331343,47.5259866,2026-01-27 02:45:06.552,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Call Scheduling Start(Orig),,,,,,,,,,,,,,,,,
11,1,,,-121.9331343,47.5259866,2026-01-27 02:45:06.552,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Orig Success,,,,,,,,,,,,,,,,,
12,1,,,-121.9331343,47.5259866,2026-01-27 02:45:06.569,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,,,,[Tool] Voice - Orig Request,,,,,,,,,,,,,,,,,
13,1,,,-121.9331343,47.5259866,2026-01-27 02:45:06.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-57.000000,2437,32,,,,IWLAN,-114.070000
14,1,,,-121.9314830,47.5244923,2026-01-27 02:45:07.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-57.000000,2437,32,,,,IWLAN,-114.080000
15,1,,,-121.9314830,47.5244923,2026-01-27 02:45:08.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-57.000000,2437,32,,,,IWLAN,-113.480000
16,1,,,-121.9314830,47.5244923,2026-01-27 02:45:08.835,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,,,,,,,,,,,,,,[UE]   Voice - Setup Success,,,,,,,,,,,,,,,,,
17,1,,,-121.9314830,47.5244923,2026-01-27 02:45:09.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,LTE,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-60.000000,2437,32,,,,IWLAN,-111.800000
18,1,,,-121.9314830,47.5244923,2026-01-27 02:45:10.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-60.000000,2437,32,,,,IWLAN,-112.140000
19,1,,,-121.9314830,47.5244923,2026-01-27 02:45:11.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-60.000000,2437,32,,,,IWLAN,-116.950000
20,1,,,-121.9314830,47.5244923,2026-01-27 02:45:12.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-65.000000,2437,32,,,,IWLAN,-117.120000
21,1,,,-121.9314830,47.5244923,2026-01-27 02:45:13.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-65.000000,2437,32,,,,IWLAN,-115.520000
22,1,,,-121.9314830,47.5244923,2026-01-27 02:45:14.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-65.000000,2437,32,,,,IWLAN,-116.760000
23,1,,,-121.9314830,47.5244923,2026-01-27 02:45:15.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-64.000000,2437,32,,,,IWLAN,-112.600000
24,1,,,-121.9314830,47.5244923,2026-01-27 02:45:16.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-64.000000,2437,32,,,,IWLAN,-114.120000
25,1,,,-121.9314830,47.5244923,2026-01-27 02:45:17.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-64.000000,2437,32,,,,IWLAN,-111.580000
26,1,,,-121.9314830,47.5244923,2026-01-27 02:45:18.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-64.000000,2437,32,,,,IWLAN,-112.720000
27,1,,,-121.9314830,47.5244923,2026-01-27 02:45:19.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-64.000000,2437,32,,,,IWLAN,-113.780000
28,1,,,-121.9314830,47.5244923,2026-01-27 02:45:20.000,_20260126_184454_CH02_TMO_5GNR_WFC_REF_TC-172-R3.dml,,,,,,,,,,NR NSA,,,,,,,,,,0,,,,,,,,,594,,On,Connected,-64.000000,2437,32,,,,IWLAN,-113.500000
