[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,,,,,,,,,,,,,,,,,,,
,,,,,902,-79.140000,11.410000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,,
,,,,,902,-76.050000,14.910000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,,
,,,,,902,-77.730000,17.560000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,0.000,
,,,,,902,-77.590000,12.920000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-76.690000,12.120000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-80.020000,12.260000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,902,-73.910000,17.330000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,902,-73.940000,18.810000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-72.670000,20.890000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,902,-74.300000,21.220000,,,,,,,,,,,,,0.006,0.001
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,902,-71.470000,20.680000,,,,,,,,,,,,,0.001,0.008
,,,N41(40),NR SA,902,-71.940000,20.540000,,,,,,,,,,,,,0.021,0.073
,,,N41(40),NR SA,902,-74.810000,19.880000,,,,,,,,,,,,,0.054,0.108
,,,N41(40),NR SA,902,-74.740000,22.240000,,,,,,,,,,,,,0.120,0.113
,,,N41(40),NR SA,902,-72.640000,23.700000,,,,,,,,,,,,,0.004,0.033
,,,N41(40),NR SA,902,-72.880000,22.200000,,,,,,,,,,,,,0.019,0.035
,,,N41(40),NR SA,902,-73.430000,22.260000,,,,,,,,,,,,,0.029,0.038
,,,N41(40),NR SA,902,-75.350000,22.400000,,,,,,,,,,,,,0.019,0.031
,,,N41(40)+N41(40),NR SA,902,-74.620000,24.100000,,,,,,,,,,,,,1.537,0.646
,,,N41(40)+N41(40),NR SA,902,-75.440000,20.410000,,,,,,,,,,,,,0.958,0.560
,,,N41(40)+N41(40),NR SA,902,-76.690000,22.290000,,,,,,,,,,,,,194.003,1.489
,,,N41(40)+N41(40),NR SA,902,-76.240000,24.290000,,,,,,,,,,,,,124.169,0.867
,,,N41(40)+N41(40),NR SA,902,-71.610000,23.470000,,,,,,,,,,,,,108.085,0.933
,,,N41(40)+N41(40),NR SA,902,-71.740000,20.130000,,,,,,,,,,,,,113.816,0.846
,,,N41(40)+N41(40),NR SA,902,-72.120000,22.360000,,,,,,,,,,,,,19.651,0.235
,,,N41(40)+N41(40),NR SA,902,-72.150000,19.690000,,,,,,,,,,,,,41.841,0.356
,,,N41(40)+N41(40),NR SA,902,-74.530000,20.240000,,,,,,,,,,,,,62.423,0.583
,,,N41(40)+N41(40),NR SA,902,-75.670000,22.720000,,,,,,,,,,,,,109.110,0.758
,,,N41(40)+N41(40),NR SA,902,-77.130000,23.970000,,,,,,,,,,,,,127.938,1.048
,,,N41(40)+N41(40),NR SA,902,-77.250000,22.580000,,,,,,,,,,,,,43.667,0.532
,,,N41(40)+N41(40),NR SA,902,-77.340000,23.820000,,,,,,,,,,,,,69.735,0.578
,,,N41(40)+N41(40),NR SA,902,-76.780000,25.840000,,,,,,,,,,,,,81.711,0.795
,,,N41(40)+N41(40),NR SA,902,-76.550000,25.000000,,,,,,,,,,,,,0.000,0.009
,,,N41(40)+N41(40),NR SA,902,-74.190000,17.120000,,,,,,,,,,,,,0.000,0.001
,,,N41(40)+N41(40),NR SA,902,-71.770000,18.360000,,,,,,,,,,,,,0.232,0.233
,,,N41(40)+N41(40),NR SA,902,-71.080000,18.550000,,,,,,,,,,,,,0.093,0.250
,,,N41(40)+N41(40),NR SA,902,-73.160000,14.960000,,,,,,,,,,,,,0.023,0.019
,,,N41(40)+N41(40),NR SA,902,-78.790000,21.310000,,,,,,,,,,,,,0.009,0.009
,,,N41(40)+N41(40),NR SA,902,-76.460000,18.100000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,902,-74.680000,17.730000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,902,-74.460000,17.410000,,,,,,,,,,,,,0.126,0.244
,,,N41(40)+N41(40),NR SA,902,-74.660000,19.480000,,,,,,,,,,,,,0.077,0.256
,,,N41(40)+N41(40),NR SA,902,-74.580000,18.650000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,902,-73.680000,19.950000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,902,-74.810000,26.540000,,,,,,,,,,,,,0.079,0.167
,,,N41(40)+N41(40),NR SA,902,-77.390000,21.590000,,,,,,,,,,,,,0.000,0.003
,,,N41(40)+N41(40),NR SA,902,-75.520000,25.810000,,,,,,,,,,,,,0.000,
,,,N41(40)+N41(40),NR SA,902,-75.430000,25.210000,,,,,,,,,,,,,0.000,0.001
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,N41(40),NR SA,902,-80.180000,17.950000,,,,,,,,,,,,,0.001,0.000
,,,N41(40),NR SA,902,-81.140000,20.970000,,,,,,,,,,,,,0.010,0.058
,,,N41(40),NR SA,902,-79.930000,23.890000,,,,,,,,,,,,,0.065,0.099
,,,N41(40),NR SA,902,-80.060000,22.500000,,,,,,,,,,,,,0.402,0.301
,,,N41(40),NR SA,902,-77.950000,23.830000,,,,,,,,,,,,,13.249,0.754
,,,N41(40),NR SA,902,-78.200000,22.710000,,,,,,,,,,,,,148.931,1.072
,,,N41(40)+N41(40),NR SA,902,-77.200000,22.290000,,,,,,,,,,,,,106.768,1.407
,,,N41(40)+N41(40),NR SA,902,-75.570000,25.160000,,,,,,,,,,,,,67.424,0.628
,,,N41(40)+N41(40),NR SA,902,-74.260000,25.870000,,,,,,,,,,,,,119.203,0.859
,,,N41(40)+N41(40),NR SA,902,-74.680000,27.360000,,,,,,,,,,,,,126.266,0.897
,,,N41(40)+N41(40),NR SA,902,-75.470000,25.470000,,,,,,,,,,,,,78.496,0.668
,,,N41(40)+N41(40),NR SA,902,-75.990000,23.220000,,,,,,,,,,,,,194.720,1.364
