[LTE] [L1] [RF] PCI,[LTE] [L1] [RF] RSRP,[LTE] [L1] [RF] RS SINR,[General] Band Classification,[General] Serving Network (In Traffic),[NR5G] [RF] PCI,[NR5G] [RF] RSRP,[NR5G] [RF] SINR,[Call Test] [iPerf] [Throughput] DL Jitter,[Call Test] [iPerf] [Throughput] DL Error Ratio,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Jitter,[Call Test] [iPerf] [Call Average] [Jitter and Error] UL Error Ratio,[Event] [Data call test detail events] FTP Call Event,[Event] [Data call test detail events] HTTP Call Event,[Call Test] [HTTP Transfer] HTTP Transfer Call Event,[Event] [Data call test detail events] IPERF Call Event,[Event] [Data call test detail events] Ping Call Event,[Call Test] [HTTP] Total duration,[Call Test] [PING] Loss Count,[Call Test] [PING] [RTT] RTT,[NR5G] [(NR + LTE)] [Throughput] PDSCH TP,[NR5G] [(NR + LTE)] [Throughput] PUSCH TP
,,,,,902,-75.910000,18.180000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,,
,,,,,902,-75.540000,20.260000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,,
,,,,,902,-76.940000,12.280000,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,0.000,
,,,,,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-72.810000,14.190000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,902,-76.220000,11.490000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-74.780000,17.870000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-80.060000,11.460000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,902,-78.470000,12.370000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,902,-74.570000,20.410000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,0.000,
,,,,NR SA,902,-75.280000,13.010000,,,,,,,,,,,,,0.000,
,,,,NR SA,,,,,,,,,,,,,,,,,
,,,,NR SA,902,-74.930000,14.860000,,,,,,,,,,,,,0.000,
,,,N41(40),NR SA,902,-75.640000,20.480000,,,,,,,,,,,,,0.099,0.001
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
,,,,No Service,,,,,,,,,,,,,,,,,
